H	"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC"	C000654	4/2/2018	O	4/1/2018	T	T	Karen Gallardo 713-215-3572				
D	SEQUENT ENERGY MANAGEMENT LP	612075846	N	FT	9039005	11/1/2006	10/31/2007	365	N	2100	0	
P	S8	POOLING-STATION 210	95	1000178	ZONE 6	2100	0					
P	S9	LEIDY-DOMINION	95	1006161	ZONE 6	2100	0					
D	SEQUENT ENERGY MANAGEMENT LP	612075846	N	FT	9206026	11/1/2017	4/30/2018		N	20000	0	
P	S8	POOLING-STATION 210	95	1000178	ZONE 6	20000	0					
P	S9	BROOKLYN UNION	95	1006558	ZONE 6	20000	0					
D	SHELL ENERGY NORTH AMERICA (US) LP	837565548	N	FT	9119943	2/1/2012	12/31/2018		N	2000	0	
P	S8	PINE VIEW M3617	95	9004982	ZONE 4	2000	0					
P	S9	ATLANTA GAS LIGHT	95	1003410	ZONE 4	2000	0					
D	SNYDER BROTHERS INC	7910433	N	FT	9195357	12/2/2016	12/1/2017	365	N	2277	0	
P	S8	UGI	95	1006691	ZONE 6	2277	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	387	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	569	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	433	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	888	0					
D	SOUTH ALABAMA GAS DISTRICT	54174917	N	FTG	1006561	11/1/1993	10/30/2013	180	N	1532	0	o3
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	S8	GAS AUTHORITY	95	9002780	ZONE 4	1532	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	260	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	384	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	291	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	597	0					
D	SOUTH CAROLINA ELECTRIC & GAS COMPANY	7919517	N	ESS	9050454	3/1/2007	9/30/2029		Y	0	115846	
P	WR	EMINENCE EESWS & ES	95	1002689	ZONE 4	0	13854					
D	SOUTH CAROLINA ELECTRIC & GAS COMPANY	7919517	N	FT	9046125	11/1/2006	10/31/2017	730	N	45776	0	
P	S8	CAROLINA GAS	95	9003140	ZONE 5	45776	0					
P	S9	POOLING-STATION 65	95	1000065	ZONE 3	39606	0					
P	S9	POOLING-STA 85-ZN 4	95	1000105	ZONE 4	6170	0					
D	SOUTH CAROLINA ELECTRIC & GAS COMPANY	7919517	N	FT	9046126	11/1/2006	12/30/2008	1095	N	18876	0	
P	S8	CAROLINA GAS	95	9003140	ZONE 5	18876	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	3209	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	4720	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	3587	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	7360	0					
D	SOUTH CAROLINA ELECTRIC & GAS COMPANY	7919517	N	FT	9178378	1/5/2016	1/4/2031		Y	40000	0	
P	S8	POOLING-STA 85-ZN 4	95	1000105	ZONE 4	40000	0					
P	S9	GRUGAN M3623	95	9005642	ZONE 6	20000	0					
P	S9	MARC I	95	9007162	ZONE 6	20000	0					
D	SOUTH CAROLINA ELECTRIC & GAS COMPANY	7919517	N	FT	9203242	11/1/2017	3/31/2084		N	5806	0	
P	S8	LEIDY-DOMINION	95	1006161	ZONE 6	5806	0					
P	S9	CPH M/L MP 446.41	95	9007102	ZONE 2	5680	0					
P	S9	CPH M/L 469.41	95	9007103	ZONE 3	126	0					
D	SOUTH CAROLINA ELECTRIC & GAS COMPANY	7919517	N	GSS	9046384	4/1/2013	3/31/2023		N	0	26366	
P	WR	GSS LEIDY/CONGAS/NA	95	1002688	ZONE 6	0	503					
D	SOUTH CAROLINA ELECTRIC & GAS COMPANY	7919517	N	LNG	9046326	11/1/2013	10/31/2016	365	N	0	3585	
P	WR	CARLSTADT LNG STG	95	1002686	ZONE 6	0	717					
D	SOUTH CAROLINA ELECTRIC & GAS COMPANY	7919517	N	WSS-OA	9046127	11/1/2006	3/31/2008	365	N	0	447938	
P	WR	WASHINGTON STORAGE	95	1002687	ZONE 3	0	4715					
D	SOUTH JERSEY GAS COMPANY	51409605	N	ESS	9050779	3/1/2007	3/2/2010	365	N	0	232314	
P	WR	EMINENCE EESWS & ES	95	1002689	ZONE 4	0	27814					
D	SOUTH JERSEY GAS COMPANY	51409605	N	FT	1002231	8/1/1991	9/30/2010	1095	N	2264	0	
P	S8	S JERSEY GAS CO	95	1006583	ZONE 6	2264	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	385	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	566	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	430	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	883	0					
D	SOUTH JERSEY GAS COMPANY	51409605	N	FT	1003902	2/1/1992	9/30/2010	1095	N	128651	0	
P	S8	S JERSEY GAS CO	95	1006583	ZONE 6	128651	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	21871	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	32162	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	24444	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	50174	0					
D	SOUTH JERSEY GAS COMPANY	51409605	N	FT	1005003	8/1/1991	7/30/2011	1095	N	3002	0	o1
P	S8	S JERSEY GAS CO	95	1006583	ZONE 6	3002	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	510	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	751	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	570	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	1171	0					
D	SOUTH JERSEY GAS COMPANY	51409605	N	FT	1013599	8/1/1996	10/31/2012	365	N	41608	0	
P	S8	S JERSEY GAS CO	95	1006583	ZONE 6	41608	0					
P	S9	LEIDY-DOMINION	95	1006161	ZONE 6	41608	0					
D	SOUTH JERSEY GAS COMPANY	51409605	N	FT	1044825	1/1/2003	3/31/2013	365	N	17433	0	o19
P	S8	S JERSEY GAS CO	95	1006583	ZONE 6	17433	0					
P	S9	LEIDY-DOMINION	95	1006161	ZONE 6	17433	0					
D	SOUTH JERSEY GAS COMPANY	51409605	N	FT	9032686	11/1/2005	10/31/2025		N	105000	0	
P	S8	S JERSEY GAS CO	95	1006583	ZONE 6	105000	0					
P	S9	POOLING-STATION 210	95	1000178	ZONE 6	105000	0					
D	SOUTH JERSEY GAS COMPANY	51409605	N	GSS	1000813	4/1/2013	3/31/2023		N	0	1346482	
P	WR	GSS LEIDY/CONGAS/NA	95	1002688	ZONE 6	0	27314					
D	SOUTH JERSEY GAS COMPANY	51409605	N	LNG	9014431	11/1/2013	10/31/2016	365	N	0	215042	
P	WR	CARLSTADT LNG STG	95	1002686	ZONE 6	0	15670					
D	SOUTH JERSEY GAS COMPANY	51409605	N	LSS	1000818	4/1/2013	3/31/2023		N	0	1224000	
P	WR	LSS STG C/N/P	95	1002694	ZONE 6	0	12000					
D	SOUTH JERSEY GAS COMPANY	51409605	N	S-2	1000814	11/1/1954	4/15/2001	365	N	0	139967	
P	WR	OAKFORD STG TETCO	95	1002696	ZONE 6	0	1557					
D	SOUTH JERSEY GAS COMPANY	51409605	N	SS-2	1003971	7/25/1990	3/31/2009	365	N	0	1764675	
P	WR	SS-2 NATIONAL FUEL	95	1002693	ZONE 6	0	16043					
D	SOUTH JERSEY RESOURCES GROUP LLC	36474336	N	FT	9106248	4/1/2012	3/31/2043		N	10000	0	
P	S8	CONSOLIDATED EDISON	95	1006571	ZONE 6	10000	0					
P	S9	LEIDY-DOMINION	95	1006161	ZONE 6	10000	0					
D	SOUTH JERSEY RESOURCES GROUP LLC	36474336	N	FT	9134923	3/1/2013	2/29/2016	1095	N	41400	0	
P	S8	MARCUS HOOK-SPMT	95	1006861	ZONE 6	41400	0					
P	S9	LA GLORIA M1004	95	9001320	ZONE 1	41400	0					
D	SOUTH JERSEY RESOURCES GROUP LLC	36474336	N	WSS-OA	9039658	5/1/2006	10/31/2017	365	N	0	4406135	
P	WR	WASHINGTON STORAGE	95	1002687	ZONE 3	0	46380					
D	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	75463174	N	FT	1037179	11/1/2000	10/31/2015	365	N	40000	0	x12
A	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	N										
P	S8	DAHLBERG - YATES	95	9000103	ZONE 4	40000	0					
P	S9	POOLING-STA 85-ZN 4	95	1000105	ZONE 4	40000	0					
D	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	75463174	N	FT	1042060	5/1/2002	4/30/2017	365	N	140000	0	x12
A	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	N										
P	S8	WANSLEY CC	95	1006740	ZONE 4	140000	0					
P	S9	SHUBUTA-DESTIN M3576	95	1001748	ZONE 4	140000	0					
D	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	75463174	N	FT	9049423	11/1/2009	4/30/2018		Y	31500	0	x12
A	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	N										
P	S8	DANVILLE	95	1006062	ZONE 5	28500	0					
P	S8	LEXINGTON	95	1006163	ZONE 5	3000	0					
P	S9	POOLING-STATION 65	95	1000065	ZONE 3	3000	0					
P	S9	SHUBUTA-DESTIN M3576	95	1001748	ZONE 4	28500	0					
D	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	75463174	N	FT	9062328	6/1/2010	4/30/2018		Y	80000	0	x12
A	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	N										
P	S8	SAVANNAH M7374	95	1003503	ZONE 4	80000	0					
P	S9	SHUBUTA-DESTIN M3576	95	1001748	ZONE 4	80000	0					
D	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	75463174	N	FT	9097512	5/1/2010	4/30/2026		N	125000	0	x12
A	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	N										
P	S8	CODEN-GS M4596	95	9003000	ZONE 4A	125000	0					
P	S9	POOLING-ST 85-ZN 4A	95	9005542	ZONE 4A	125000	0					
D	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	75463174	N	FT	9109926	5/1/2011	4/30/2026		Y	43500	0	x12
A	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	N										
P	S8	PARK ROAD M7375	95	1003424	ZONE 5	43500	0					
P	S9	POOLING-STA 85-ZN 4	95	1000105	ZONE 4	43500	0					
D	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	75463174	N	FT	9137423	6/1/2013	5/31/2023		Y	130000	0	x12
A	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	N										
P	S8	TENASKA MULBRY M7381	95	1005810	ZONE 4	130000	0					
P	S9	POOLING-STA 85-ZN 4	95	1000105	ZONE 4	130000	0					
D	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	75463174	N	FT	9167971	4/1/2015	3/31/2030		Y	200000	0	x12
A	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	N										
P	S8	BAY GAS STG	95	9004562	ZONE 4A	200000	0					
P	S9	POOLING-ST 85-ZN 4A	95	9005542	ZONE 4A	200000	0					
D	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	75463174	N	FT	9202414	9/1/2017	6/30/2018		N	25000	0	x12
A	"SOUTHERN COMPANY SERVICES, INC. AS AGENT FOR GEORGIA POWER COMPANY, ALABAMA POWER COMPANY, MISSISSIPPI POWER COMPANY, GULF POWER COMPANY AND SOUTHERN POWER COMPANY"	N										
P	S8	POOLING-STA 85-ZN 4	95	1000105	ZONE 4	25000	0					
P	S9	CPH RIVER ROAD M/L MP 1683.32	95	9009729	ZONE 6	25000	0					
D	SOUTHERN CONNECTICUT GAS CO	4945259	N	FT	1006434	6/1/1993	5/31/2008	365	N	1457	0	
A	CONNECTICUT NATURAL GAS CORPORATION	N										
P	S8	ALGONQUIN-CTR M4402	95	1006561	ZONE 6	1457	0					
P	S9	WHARTON-NAT FUEL	95	1006325	ZONE 6	1457	0					
D	SOUTHWESTERN VIRGINIA GAS COMPANY	112978416	N	FT	1004998	8/1/1991	7/30/2011	1095	N	207	0	o1
P	S8	POOLING-STATION 65	95	1000065	ZONE 3	81	0					
P	S8	SOUTHWESTERN VAM7071	95	1006648	ZONE 5	207	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	35	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	52	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	39	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	81	0					
P	S9	WASHINGTON STG TRANS	95	1100001	ZONE 3	81	0					
D	SOUTHWESTERN VIRGINIA GAS COMPANY	112978416	N	FT	1005694	2/1/1992	1/30/2011	1095	N	6055	0	o14
P	S8	POOLING-STATION 65	95	1000065	ZONE 3	81	0					
P	S8	SOUTHWESTERN VAM7071	95	1006648	ZONE 5	6055	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	1030	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	1514	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	1150	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	2361	0					
P	S9	WASHINGTON STG TRANS	95	1100001	ZONE 3	81	0					
D	SOUTHWESTERN VIRGINIA GAS COMPANY	112978416	N	FT	1009782	11/5/1994	11/4/2014	730	N	607	0	
P	S8	SOUTHWESTERN VAM7071	95	1006648	ZONE 5	607	0					
P	S9	POOLING-STA 85-ZN 4	95	1000105	ZONE 4	607	0					
D	SOUTHWESTERN VIRGINIA GAS COMPANY	112978416	N	FT	1012030	11/1/1995	10/31/2015	730	N	1562	0	
P	S8	SOUTHWESTERN VAM7071	95	1006648	ZONE 5	1562	0					
P	S9	POOLING-STA 85-ZN 4	95	1000105	ZONE 4	1562	0					
D	SOUTHWESTERN VIRGINIA GAS COMPANY	112978416	N	GSS	1000771	4/1/2013	3/31/2023		N	0	60014	
P	WR	GSS LEIDY/CONGAS/NA	95	1002688	ZONE 6	0	1258					
D	"SPOTLIGHT ENERGY, LLC"	79978564	N	FT	9206027	11/1/2017	4/30/2018		N	10000	0	
P	S8	POOLING-STATION 210	95	1000178	ZONE 6	10000	0					
P	S9	BROOKLYN UNION	95	1006558	ZONE 6	10000	0					
D	SPRAGUE OPERATING RESOURCES LLC	131362733	N	FT	9033465	12/1/2005	10/31/2006	365	N	5980	0	
P	S8	ELIZABETHTOWN	95	1006559	ZONE 6	5980	0					
P	S9	LEIDY-NATIONAL FUEL	95	1007065	ZONE 6	5980	0					
D	SYLACAUGA UTILITIES BOARD	155614563	N	FT	1037188	11/1/2000	10/31/2015	365	N	4000	0	
A	"INTERCONN RESOURCES, LLC"	N										
P	S8	SYLACAUGA M7373	95	1003507	ZONE 4	4000	0					
P	S9	POOLING-STA 85-ZN 4	95	1000105	ZONE 4	4000	0					
D	SYLACAUGA UTILITIES BOARD	155614563	N	FT	9002616	5/1/2003	4/30/2018		Y	6000	0	
A	"INTERCONN RESOURCES, LLC"	N										
P	S8	SYLACAUGA M7373	95	1003507	ZONE 4	6000	0					
P	S9	SHUBUTA-DESTIN M3576	95	1001748	ZONE 4	6000	0					
D	TAMPA ELECTRIC COMPANY	6924286	N	FT	9109957	5/1/2011	4/30/2026		N	35000	0	
P	S8	CODEN-GS M4596	95	9003000	ZONE 4A	35000	0					
P	S9	POOLING-ST 85-ZN 4A	95	9005542	ZONE 4A	35000	0					
D	"TEXICAN HORIZON ENERGY MARKETING, LLC"	190160155	N	FT	9095168	4/1/2010	3/31/2013	1095	N	4000	0	
P	S8	DANVILLE	95	1006062	ZONE 5	4000	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	680	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	1000	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	760	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	1560	0					
D	THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	ESS	9006231	7/1/2003	10/31/2013	365	N	0	277487	l15
A	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	N										
P	WR	EMINENCE EESWS & ES	95	1002689	ZONE 4	0	32884					
D	THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	ESS	9050775	3/1/2007	4/11/2010	365	N	0	458184	
A	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	N										
P	WR	EMINENCE EESWS & ES	95	1002689	ZONE 4	0	54855					
D	THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	FDLS	9170141	5/15/2015	5/14/2030		N	353700	0	
A	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	N										
P	S8	ROCKAWAY FBF-BUG	95	9008266	ZONE 6	353700	0					
P	S9	ROCKAWAY TRANSFER	95	9008265	ZONE 6	353700	0					
D	THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	FT	1000655	1/1/1994	12/31/2013	365	N	3250	0	
A	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	N										
P	S8	BROOKLYN UNION	95	1006558	ZONE 6	3250	0					
P	S9	WHARTON-NAT FUEL	95	1006325	ZONE 6	3250	0					
D	THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	FT	1002240	8/1/1991	3/19/1998	1095	N	1969	0	
A	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	N										
P	S8	BROOKLYN UNION	95	1006558	ZONE 6	1969	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	334	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	493	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	374	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	768	0					
D	THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	FT	1003682	2/1/1992	5/31/2016	1095	N	245955	0	o14
A	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	N										
P	S8	POOLING-STATION 65	95	1000065	ZONE 3	1655	0					
P	S8	BROOKLYN UNION	95	1006558	ZONE 6	245955	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	41812	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	61489	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	46731	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	95923	0					
P	S9	WASHINGTON STG TRANS	95	1100001	ZONE 3	1655	0					
D	THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	FT	1003831	12/1/1995	12/13/2009	365	N	50075	0	
A	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	N										
P	S8	BROOKLYN UNION	95	1006558	ZONE 6	50075	0					
P	S9	LEIDY-DOMINION	95	1006161	ZONE 6	50075	0					
D	THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	FT	1005010	8/1/1991	7/30/2011	1095	N	4244	0	o1
A	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	N										
P	S8	POOLING-STATION 65	95	1000065	ZONE 3	1655	0					
P	S8	BROOKLYN UNION	95	1006558	ZONE 6	4244	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	721	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	1062	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	806	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	1655	0					
P	S9	WASHINGTON STG TRANS	95	1100001	ZONE 3	1655	0					
D	THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	FT	1006500	10/1/1993	10/30/2012	365	N	10688	0	
A	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	N										
P	S8	LEIDY-DOMINION	95	1006161	ZONE 6	10688	0					
P	S9	UTOS TGPL	95	1006402	ZONE 2	10457	0					
P	S9	RAGLEY-TET	95	1006217	ZONE 3	231	0					
D	THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	FT	1044809	1/1/2003	3/31/2013	365	N	13945	0	o19
A	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	N										
P	S8	BROOKLYN UNION	95	1006558	ZONE 6	13945	0					
P	S9	LEIDY-DOMINION	95	1006161	ZONE 6	13945	0					
D	THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	FT	9170392	5/15/2015	5/14/2030		Y	100000	0	
A	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	N										
P	S8	CPH LINE 270 MP 34.31	95	9008562	ZONE 6	100000	0					
P	S9	CPH M/L 1674.555	95	9008302	ZONE 6	100000	0					
D	THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	FT	9204696	10/6/2017	10/5/2032		N	115000	0	
A	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	N										
P	S8	CLIFTON - BUG	95	9009949	ZONE 6	50000	0					
P	S8	ROCKAWAY TRANSFER	95	9008265	ZONE 6	65000	0					
P	S9	CPH M/L 1674.555	95	9008302	ZONE 6	115000	0					
D	THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	GSS	1000931	4/1/2013	3/31/2023		N	0	11129265	
A	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	N										
P	WR	GSS LEIDY/CONGAS/NA	95	1002688	ZONE 6	0	180137					
D	THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	LSS	1000926	4/1/2013	3/31/2023		N	0	3353860	
A	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	N										
P	WR	LSS STG C/N/P	95	1002694	ZONE 6	0	31940					
D	THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	S-2	1000930	1/15/1957	4/15/2001	365	N	0	2052841	
A	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	N										
P	WR	OAKFORD STG TETCO	95	1002696	ZONE 6	0	22838					
D	THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	WSS-OA	9006863	8/1/2003	8/31/2006	365	N	0	15454620	
A	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	N										
P	WR	WASHINGTON STORAGE	95	1002687	ZONE 3	0	162680					
D	THE NARRAGANSETT ELECTRIC COMPANY D/B/A NATIONAL GRID	1193655	N	FT	9081767	4/1/2009	3/31/2010	365	N	1240	0	
A	KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID	N										
P	S8	ALGONQUIN-CTR M4402	95	1006561	ZONE 6	1240	0					
P	S9	WHARTON-NAT FUEL	95	1006325	ZONE 6	1240	0					
D	"THE WATER, SEWER, AND GAS BOARD OF THE TOWN OF WEDOWEE"	75860148	N	FTG	1006623	11/1/1993	10/30/2013	180	N	113	0	o3
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	S8	GAS AUTHORITY	95	9002780	ZONE 4	113	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	20	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	27	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	21	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	45	0					
D	"THE WATER, SEWER, AND GAS BOARD OF THE TOWN OF WEDOWEE"	75860148	N	GSS	1000899	4/1/2013	3/31/2023		N	0	987	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	WR	GSS LEIDY/CONGAS/NA	95	1002688	ZONE 6	0	21					
D	TOWN OF LIBERTY MISSISSIPPI	34682088	N	ESS	1006603	11/1/1993	3/31/2001	365	N	0	389	
A	TEXICAN NATURAL GAS CO	N										
P	WR	EMINENCE EESWS & ES	95	1002689	ZONE 4	0	46					
D	TOWN OF LIBERTY MISSISSIPPI	34682088	N	FT	1005687	2/1/1992	12/30/2001	1095	N	295	0	o6
A	TEXICAN NATURAL GAS CO	N										
P	S8	LIBERTY CITY M7032	95	1006164	ZONE 4	295	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	50	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	74	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	56	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	115	0					
D	TOWN OF LIBERTY MISSISSIPPI	34682088	N	FTG	1006564	11/1/1993	10/30/2013	180	N	409	0	o3
A	TEXICAN NATURAL GAS CO	N										
P	S8	LIBERTY CITY M7032	95	1006164	ZONE 4	409	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	69	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	103	0					
