H	NATURAL GAS PIPELINE COMPANY OF AMERICA LLC	C002096	4/2/2018	O	4/1/2018	T	T	Pam Ojeman 713-369-9332				
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	40000					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	40000					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	40000					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	40000					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	40000					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	40000					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	40000					
D	NICOR GAS COMPANY	6927792	N	NSS	146205-NSSNGPL	11/1/2016	3/31/2026		Y	0	16444650	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	219262					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	219262					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	219262					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	219262					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	219262					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	219262					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	219262					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	219262					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	219262					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	219262					
D	NORTH SHORE GAS COMPANY	6936306	N	NSS	146602-NSSNGPL	5/1/2017	4/30/2020		Y	0	2000025	n1
A	THE PEOPLES GAS LIGHT AND COKE COMPANY	N										
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	26667					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	26667					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	26667					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	26667					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	26667					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	26667					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	26667					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	26667					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	26667					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	26667					
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY	6937585	N	NSS	142209	4/1/2013	3/31/2019		N	0	2250000	n1
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	30000					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	30000					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	30000					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	30000					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	30000					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	30000					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	30000					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	30000					
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY	6937585	N	NSS	146169-NSSYNGPL	4/1/2018	3/31/2019		N	0	375000	n1
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	5000					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	5000					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	5000					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	5000					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	5000					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	5000					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	5000					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	5000					
D	"OCCIDENTAL ENERGY MARKETING, INC."	52298721	N	NSS	149177-NSSNGPL	4/1/2018	3/31/2019		N	0	6000000	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	80000					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	80000					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	80000					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	80000					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	80000					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	80000					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	80000					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	80000					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	80000					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	80000					
D	"OCCIDENTAL ENERGY MARKETING, INC."	52298721	N	NSS	149350-NSSNGPL	4/1/2018	3/31/2021		N	0	2000025	n1
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	26667					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	26667					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	26667					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	26667					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	26667					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	26667					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	26667					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	26667					
D	OMAHA PUBLIC POWER DISTRICT CORPORATION	6970453	N	NSS	146874-NSSNGPL	4/1/2017	3/31/2020		N	0	1000050	n1
A	"TENASKA GAS STORAGE, LLC"	N										
A	TENASKA MARKETING VENTURES	N										
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	13334					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	13334					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	13334					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	13334					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	13334					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	13334					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	13334					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	13334					
D	"SABINE PASS LIQUEFACTION, LLC"	78731670	N	NSS	145942-NSS7NGPL	11/1/2015	3/31/2019		N	0	1875000	x7/n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	25000					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	25000					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	25000					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	25000					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	25000					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	25000					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	25000					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	25000					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	25000					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	25000					
D	"SEQUENT ENERGY MANAGEMENT, L.P."	612075846	N	NSS	149465-NSSNGPL	4/1/2018	3/31/2021		N	0	2000025	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	26667					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	26667					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	26667					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	26667					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	26667					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	26667					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	26667					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	26667					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	26667					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	26667					
D	"TENASKA GAS STORAGE, LLC"	4303603	N	NSS	149415-NSSNGPL	4/1/2018	3/31/2021		N	0	4000050	n1
A	TENASKA MARKETING VENTURES	N										
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	53334					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	53334					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	53334					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	53334					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	53334					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	53334					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	53334					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	53334					
D	THE PEOPLES GAS LIGHT AND COKE COMPANY	6932115	N	NSS	146609-NSSNGPL	5/1/2017	4/30/2020		Y	0	8070525	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	107607					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	107607					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	107607					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	107607					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	107607					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	107607					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	107607					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	107607					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	107607					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	107607					
D	THE PEOPLES GAS LIGHT AND COKE COMPANY	6932115	N	NSS	146612-NSSNGPL	5/1/2017	4/30/2020		Y	0	4804725	n1
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	64063					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	64063					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	64063					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	64063					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	64063					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	64063					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	64063					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	64063					
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC"	965177889	N	NSS	146406-NSSNGPL	4/1/2016	3/31/2019		N	0	1064100	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	14188					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	14188					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	14188					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	14188					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	14188					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	14188					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	14188					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	14188					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	14188					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	14188					
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC"	965177889	N	NSS	149491-NSSNGPL	4/1/2018	3/31/2021		N	0	2000025	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	26667					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	26667					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	26667					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	26667					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	26667					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	26667					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	26667					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	26667					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	26667					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	26667					
D	"UNION ELECTRIC COMPANY, D/B/A/ AMEREN MISSOURI"	6968655	N	NSS	145472-NSSNGPL	4/1/2016	3/31/2019		N	0	750000	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	10000					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	10000					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	10000					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	10000					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	10000					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	10000					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	10000					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	10000					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	10000					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	10000					
D	UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC	79093350	N	NSS	149261-NSSNGPL	4/1/2018	3/31/2023		N	0	6000000	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	80000					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	80000					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	80000					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	80000					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	80000					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	80000					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	80000					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	80000					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	80000					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	80000					
D	"WELLS FARGO COMMODITIES, LLC"	199721957	N	NSS	149437-NSSNGPL	4/1/2018	3/31/2021		N	0	1200000	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	16000					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	16000					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	16000					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	16000					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	16000					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	16000					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	16000					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	16000					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	16000					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	16000					
D	"WGL MIDSTREAM, INC."	961889784	N	NSS	137652	4/1/2010	3/31/2031		N	0	1000050	x5/n1
A	VEGA ENERGY PARTNERS LTD.	N										
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	13334					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	13334					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	13334					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	13334					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	13334					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	13334					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	13334					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	13334					
D	"WGL MIDSTREAM, INC."	961889784	N	NSS	138903	2/1/2011	3/31/2044		N	0	2000100	x6/n1
A	VEGA ENERGY PARTNERS LTD.	N										
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	26668					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	26668					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	26668					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	26668					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	26668					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	26668					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	26668					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	26668					
D	"WGL MIDSTREAM, INC."	961889784	N	NSS	145889-NSSNGPL	4/1/2016	3/31/2019		N	0	287475	n1
A	VEGA ENERGY PARTNERS LTD.	N										
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	3833					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	3833					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	3833					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	3833					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	3833					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	3833					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	3833					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	3833					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	3833					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	3833					
D	"WGL MIDSTREAM, INC."	961889784	N	NSS	146400-NSSNGPL	4/1/2016	3/31/2019		N	0	2442675	n1
A	VEGA ENERGY PARTNERS LTD.	N										
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	32569					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	32569					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	32569					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	32569					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	32569					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	32569					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	32569					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	32569					
D	"WGL MIDSTREAM, INC."	961889784	N	NSS	147696-NSSNGPL	3/16/2017	3/31/2022		N	0	72375	n1
A	VEGA ENERGY PARTNERS LTD.	N										
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	965					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	965					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	965					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	965					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	965					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	965					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	965					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	965					
D	"WGL MIDSTREAM, INC."	961889784	N	NSS	147697-NSSNGPL	4/1/2017	3/31/2022		N	0	2778000	n1
A	VEGA ENERGY PARTNERS LTD.	N										
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	37040					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	37040					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	37040					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	37040					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	37040					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	37040					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	37040					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	37040					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	37040					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	37040					
D	"WGL MIDSTREAM, INC."	961889784	N	NSS	149305-NSSNGPL	4/1/2018	3/31/2021		N	0	3000000	n1
A	VEGA ENERGY PARTNERS LTD.	N										
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	40000					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	40000					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	40000					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	40000					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	40000					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	40000					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	40000					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	40000					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	40000					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	40000					
D	"WGL MIDSTREAM, INC."	961889784	N	NSS	149431-NSSNGPL	4/1/2018	3/31/2021		N	0	2499975	n1
A	VEGA ENERGY PARTNERS LTD.	N										
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	33333					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	33333					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	33333					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	33333					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	33333					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	33333					
