H	"TENNESSEE GAS PIPELINE COMPANY, L.L.C."	C000020	4/2/2018	O	4/1/2018	T	T	Nara Houy 713-420-4430				
D	"REPSOL OIL & GAS USA, LLC"	126548440	N	FT-A	76923-FTATGP	7/1/2012	6/30/2027		N	75000	0	n1
A	REPSOL ENERGY NORTH AMERICA CORPORATION	N										
P	MQ	ANR/TGP SHADYSIDE ST MARY	95	412684	ZONE L	37500	0					
P	MQ	POOLING PT - 800 LEG - ZONE 1	95	420829	ZONE 1	0	0					
P	MQ	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	37500	0					
P	M2	REPSOLOG/TGP MOUNTAIN RIDGE DEHY: R	95	412791	ZONE 4	12500	0					
P	M2	REPSOLOG/TGP SHEDDEN II DEHY: RIP 3	95	412818	ZONE 4	12500	0					
P	M2	REPSOLOG/TGP SILVARA DEHY: RIP 319F	95	412833	ZONE 4	50000	0					
D	ROANOKE GAS COMPANY	7941669	N	FT-A	5487-FTATGP	12/1/1993	10/31/2022		N	9326	0	n1
A	"SEQUENT ENERGY MANAGEMENT, L.P."	N										
P	MQ	ETNG/TGP GREENBRIER TN 2 (DUAL ROBE	95	420289	ZONE 1	9326	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	1995	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	1500	0					
P	M2	LOBO/TGP KING RANCH JIM WELLS	95	412400	ZONE 0	2000	0					
P	M2	MARLIN/TGP CARTHAGE TRANSPORT PANOL	95	412033	ZONE 0	708	0					
P	M2	STORAGE - BEAR CREEK	95	460017	ZONE 1	310	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	978	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	211	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	1624	0					
D	ROANOKE GAS COMPANY	7941669	N	FT-A	24376-FTATGP	11/1/1999	10/31/2022		N	5267	0	n1
A	"SEQUENT ENERGY MANAGEMENT, L.P."	N										
P	MQ	ETNG/TGP GREENBRIER TN 2 (DUAL ROBE	95	420289	ZONE 1	5267	0					
P	M2	MIDWSTRN/TGP MGT SMS SUMNER	95	420852	ZONE 1	5267	0					
D	ROANOKE GAS COMPANY	7941669	N	FT-A	26446-FTATGP	11/1/1999	10/31/2022		N	5000	0	n1
A	"SEQUENT ENERGY MANAGEMENT, L.P."	N										
P	MQ	COL GAS/TGP BROAD RUN COBB WV KANAW	95	400459	ZONE 3	5000	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	5000	0					
D	ROCKWOOD WATER SEWER & GAS	20298555	N	FT-A	48879-FTATGP	11/1/2005	11/1/2020		N	2500	0	n1
A	"JAT OIL, INC."	N										
P	MQ	ETNG/TGP GREENBRIER TN 2 (DUAL ROBE	95	420289	ZONE 1	2500	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	1200	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	1300	0					
D	"RRI ENERGY SERVICES, LLC"	361439698	N	FT-A	14010-FTATGP	5/1/1996	12/31/2025		N	2	0	n1
P	MQ	KINETICA/TGP ACADIAN BLUEWATER INTE	95	421041	ZONE L	2	0					
P	M2	MIDWSTRN/TGP MGT SMS SUMNER	95	420852	ZONE 1	2	0					
D	"RRI ENERGY SERVICES, LLC"	361439698	N	FT-A	14011-FTATGP	5/1/1996	12/31/2025		N	2	0	n1
P	MQ	ETP/TGP SUN PLANT DEHYDRATION STARR	95	410173	ZONE 0	2	0					
P	M2	MIDWSTRN/TGP MGT SMS SUMNER	95	420852	ZONE 1	2	0					
D	"SELKIRK COGEN PARTNERS, L. P."	787327881	N	FT-A	6629-FTATGP	11/1/1994	10/31/2019		N	55000	0	n1
A	"CONSOLIDATED EDISON ENERGY, INC."	N										
P	M2	IROQUOIS/TGP WRIGHT SMS SCHOHARIE	95	412181	ZONE 5	55000	0					
P	MQ	SELKIRK/TGP SELKIRK SMS ALBANY	95	420731	ZONE 5	55000	0					
D	SENECA RESOURCES CORPORATION	7912918	N	FT-A	315567-FTANTGP	11/1/2015	10/31/2030		Y	18000	0	n1
A	BP ENERGY COMPANY	N										
P	M2	NFG/TGP MERCER RECEIPT MERCER	95	412888	ZONE 4	18000	0					
P	MQ	TRANSCAN/TGP UDP NIAGARA RIVER DELI	95	421079	ZONE 5	18000	0					
D	SENECA RESOURCES CORPORATION	7912918	N	FT-A	315568-FTANTGP	12/1/2015	11/30/2030		Y	140000	0	n1
A	"DTE ENERGY TRADING, INC."	N										
A	EMERA ENERGY SERVICES INC.	N										
P	M2	NFG/TGP LAMONT PA: RIP 308-1 ELK	95	412826	ZONE 4	70000	0					
P	M2	NFG/TGP MERCER RECEIPT MERCER	95	412888	ZONE 4	70000	0					
P	MQ	TRANSCAN/TGP UDP NIAGARA RIVER DELI	95	421079	ZONE 5	140000	0					
D	SENECA RESOURCES CORPORATION	7912918	N	FT-A	97126-FTADTGP	11/1/2012	10/31/2027		Y	50000	0	n1
A	"DTE ENERGY TRADING, INC."	N										
A	EMERA ENERGY SERVICES INC.	N										
P	M2	NFG/TGP UDP RICHMOND DEHY:RIP 315E	95	412797	ZONE 4	50000	0					
P	MQ	TRANSCAN/TGP UDP NIAGARA RIVER DELI	95	421079	ZONE 5	50000	0					
D	"SEQUENT ENERGY MANAGEMENT, L.P."	612075846	N	FT-A	332181-FTATGP	11/1/2017	3/31/2019		N	10000	0	n1
P	MQ	COL GAS/TGP MILFORD PA BIG PIKE	95	420245	ZONE 4	10000	0					
P	M2	IROQUOIS/TGP SHELTON INTERCONNECT F	95	412180	ZONE 6	10000	0					
D	"SEQUENT ENERGY MANAGEMENT, L.P."	612075846	N	FT-A	100239-FTATGP	6/1/2012	10/31/2020		Y	94745	0	n1
P	MQ	AGT/TGP MENDON MASS TIE OVER WORCHE	95	420285	ZONE 6	45000	0					
P	MQ	POOLING PT - 200 LEG - ZONE 4	95	420867	ZONE 4	49745	0					
P	M2	POOLING PT-100 LEG-ZN 0-NORTH	95	420826	ZONE 0	49745	0					
P	M2	POOLING PT-100 LEG-ZN 0-SOUTH	95	405345	ZONE 0	45000	0					
D	SEVIER COUNTY UTILITY DISTRICT	92324482	N	FT-A	108235-FTATGP	11/1/2015	10/31/2025		N	7166	0	n1
A	CH4 CONCEPTS LLC	N										
P	M2	C.W.ENER/TGP FLEUR PLAQUEMINES	95	412658	ZONE L	1374	0					
P	MQ	ETNG/TGP EAST LOBELVILLE TN PERRY	95	420042	ZONE 1	5666	0					
P	MQ	ETNG/TGP GREENBRIER TN 2 (DUAL ROBE	95	420289	ZONE 1	1500	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	920	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	243	0					
P	M2	TRUNKLNE/TGP LACASSINE JEFFERSON DA	95	412680	ZONE L	4629	0					
D	"SHELL ENERGY NORTH AMERICA (US), L.P."	837565548	N	FT-A	333400-FTATGP	11/3/2017	10/31/2018		N	15000	0	n1
P	M2	MARITIME/TGP DRACUT MIDDLESEX	95	412538	ZONE 6	15000	0					
P	MQ	SHELL/TGP BERKSHIRE POWER SALES HAM	95	420901	ZONE 6	15000	0					
D	"SHELL ENERGY NORTH AMERICA (US), L.P."	837565548	N	FT-A	334790-FTATGP	4/1/2018	5/31/2018		N	190000	0	n1
P	MQ	POOLING PT - BROAD RUN SPUR -	95	420866	ZONE 3	190000	0					
P	M2	POOLING PT - STA. 87 - ZONE 1	95	420828	ZONE 1	190000	0					
D	"SHELL ENERGY NORTH AMERICA (US), L.P."	837565548	N	FT-A	334856-FTATGP	4/1/2018	10/31/2018		N	31000	0	n1
P	MQ	POOLING PT - 200 LEG - ZONE 4	95	420867	ZONE 4	31000	0					
P	M2	POOLING PT - STA. 87 - ZONE 1	95	420828	ZONE 1	31000	0					
D	SOUTH JERSEY GAS COMPANY	51409605	N	FT-A	331529-FTAOTGP	12/1/2017	5/31/2018		Y	78000	0	n1
P	MQ	COL GAS/TGP MILFORD PA BIG PIKE	95	420245	ZONE 4	78000	0					
P	M2	WFS/TGP UDP GIBSON SUSQUEHANNA	95	47768	ZONE 4	78000	0					
D	"SOUTH JERSEY RESOURCES GROUP, LLC"	36474336	N	FT-A	100754-FTARTGP	11/1/2014	10/31/2024		Y	55000	0	n1
P	M2	BRDWLK/TGP VALENTINE DEHY: RIP 320P	95	412854	ZONE 4	55000	0					
P	MQ	POOLING PT - 200 LEG - ZONE 4	95	420867	ZONE 4	55000	0					
D	"SOUTH JERSEY RESOURCES GROUP, LLC"	36474336	N	FT-A	314154-FTATGP	7/1/2015	10/31/2018		N	20000	0	n1
P	M2	NSTAR/TGP HOPKINTON DEHY MIDDLESEX	95	411023	ZONE 6	20000	0					
P	MQ	POOLING PT - 300 LEG - ZONE 4	95	420891	ZONE 4	20000	0					
D	"SOUTH JERSEY RESOURCES GROUP, LLC"	36474336	N	FT-A	327894-FTATGP	4/1/2017	10/31/2018		N	12770	0	n1
P	MQ	POOLING PT - 200 LEG - ZONE 4	95	420867	ZONE 4	12770	0					
P	M2	POOLING PT - STA. 87 - ZONE 1	95	420828	ZONE 1	12770	0					
D	"SOUTH JERSEY RESOURCES GROUP, LLC"	36474336	N	FT-A	331528-FTAOTGP	12/1/2017	5/31/2018		Y	39000	0	n1
P	MQ	COL GAS/TGP MILFORD PA BIG PIKE	95	420245	ZONE 4	39000	0					
P	M2	WFS/TGP UDP GIBSON SUSQUEHANNA	95	47768	ZONE 4	39000	0					
D	"SOUTH PITTSBURG, CITY OF"	884850082	N	FT-A	307957-FTATGP	11/1/2015	10/31/2027		N	2616	0	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	ENTRPRSE/TGP KATY DEHY TRANS WALLER	95	411159	ZONE 0	475	0					
P	MQ	ETNG/TGP EAST LOBELVILLE TN PERRY	95	420042	ZONE 1	2616	0					
P	M2	HPL/TGP SABINE NEWTON	95	412690	ZONE L	211	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	863	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	456	0					
P	M2	TGP/NGPL CHALKLEY CAMERON	95	900553	ZONE L	611	0					
D	"SOUTHERN COMPANY SERVICES, INC."	75463174	N	FT-A	94488-FTATGP	5/1/2013	4/30/2023		N	11500	0	x39/n1
A	"DIRECT ENERGY BUSINESS MARKETING, LLC"	N										
P	MQ	"HESS/TGP RATCLIFFE: DIP 542B 101.1,"	95	421078	ZONE 1	11500	0					
P	M2	POOLING PT - 500 LEG - ZONE L	95	420999	ZONE L	11500	0					
D	SOUTHERN CONNECTICUT GAS CO.	4945259	N	FT-A	110308-FTATGP	11/1/2013	10/31/2022		N	10000	0	n1
A	CONNECTICUT NATURAL GAS CORP.	N										
P	MQ	CONN NG/TGP BRIDGEPORT CT FAIRFIELD	95	420126	ZONE 6	10000	0					
P	M2	IROQUOIS/TGP SHELTON INTERCONNECT F	95	412180	ZONE 6	10000	0					
D	SOUTHERN CONNECTICUT GAS CO.	4945259	N	FT-A	300665-FTATGP	12/1/2013	11/30/2022		N	3309	0	n1
A	CONNECTICUT NATURAL GAS CORP.	N										
P	M2	AGT/TGP MAHWAH NEW JERSEY BERGEN	95	420207	ZONE 5	3309	0					
P	MQ	CONN NG/TGP MILFORD CT NEW HAVEN	95	420425	ZONE 6	3309	0					
D	SOUTHERN CONNECTICUT GAS CO.	4945259	N	FT-A	542-FTATGP	9/1/1993	10/31/2019		N	9408	0	n1
A	CONNECTICUT NATURAL GAS CORP.	N										
P	MQ	CONN NG/TGP BRIDGEPORT CT FAIRFIELD	95	420126	ZONE 6	9408	0					
P	MQ	CONN NG/TGP MILFORD CT NEW HAVEN	95	420425	ZONE 6	7800	0					
P	MQ	CONN NG/TGP TRUMBULL CT FAIRFIELD	95	420313	ZONE 6	9408	0					
P	MQ	CONN NG/TGP WEST PORT CT FAIRFIELD	95	420490	ZONE 6	9408	0					
P	M2	STORAGE - NORTHERN	95	460018	ZONE 4	9408	0					
D	SOUTHERN CONNECTICUT GAS CO.	4945259	N	FT-A	543-FTATGP	9/1/1993	10/31/2018		N	24632	0	n1
A	CONNECTICUT NATURAL GAS CORP.	N										
P	MQ	CONN NG/TGP BRIDGEPORT CT FAIRFIELD	95	420126	ZONE 6	24632	0					
P	MQ	CONN NG/TGP EASTON SMS FAIRFIELD	95	420853	ZONE 6	10800	0					
P	MQ	CONN NG/TGP TRUMBULL CT FAIRFIELD	95	420313	ZONE 6	10148	0					
P	MQ	CONN NG/TGP WEST PORT CT FAIRFIELD	95	420490	ZONE 6	15390	0					
P	MQ	DOMINION/TGP ELLISBURG INJECTION PO	95	460012	ZONE 4	781	0					
P	M2	POOLING PT - 100 LEG - ZN 1	95	420827	ZONE 1	3819	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	7861	0					
P	M2	POOLING PT-100 LEG-ZN 0-NORTH	95	420826	ZONE 0	4105	0					
P	M2	POOLING PT-100 LEG-ZN 0-SOUTH	95	405345	ZONE 0	8847	0					
P	MQ	STORAGE - NORTHERN	95	460018	ZONE 4	8060	0					
D	SOUTHERN CONNECTICUT GAS CO.	4945259	N	FT-A	10783-FTATGP	6/1/1995	10/31/2019		N	1025	0	n1
A	CONNECTICUT NATURAL GAS CORP.	N										
P	MQ	CONN NG/TGP TRUMBULL CT FAIRFIELD	95	420313	ZONE 6	1025	0					
P	M2	STORAGE - NORTHERN	95	460018	ZONE 4	1025	0					
D	SOUTHERN CONNECTICUT GAS CO.	4945259	N	FT-A	331571-FTCTTGP	11/1/2017	10/31/2032		Y	10000	0	n1
A	CONNECTICUT NATURAL GAS CORP.	N										
A	EMERA ENERGY SERVICES INC.	N										
P	MQ	CONN NG/TGP BLOOMFIELD CT HARTFORD	95	420205	ZONE 6	10000	0					
P	M2	IROQUOIS/TGP WRIGHT SMS SCHOHARIE	95	412181	ZONE 5	10000	0					
D	SOUTHERN CONNECTICUT GAS CO.	4945259	N	FT-A	43779-FTATGP	7/1/2003	9/30/2021		N	10650	0	n1
A	CONNECTICUT NATURAL GAS CORP.	N										
P	MQ	CONN NG/TGP BLOOMFIELD CT HARTFORD	95	420205	ZONE 6	2000	0					
P	MQ	CONN NG/TGP BRIDGEPORT CT FAIRFIELD	95	420126	ZONE 6	3220	0					
P	MQ	CONN NG/TGP TRUMBULL CT FAIRFIELD	95	420313	ZONE 6	5430	0					
P	M2	DOMINION/TGP ELLISBURG INJECTION PO	95	460012	ZONE 4	3220	0					
P	M2	POOLING PT - 500 LEG - ZONE L	95	420999	ZONE L	3715	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	3715	0					
D	SOUTHERN CONNECTICUT GAS CO.	4945259	N	FT-A	46291-FTATGP	4/1/2004	10/31/2020		N	6910	0	n1
A	CONNECTICUT NATURAL GAS CORP.	N										
P	MQ	CONN NG/TGP BRIDGEPORT CT FAIRFIELD	95	420126	ZONE 6	6910	0					
P	M2	POOLING PT-100 LEG-ZN 0-SOUTH	95	405345	ZONE 0	6910	0					
D	SOUTHERN CONNECTICUT GAS CO.	4945259	N	FT-A	67380-FTATGP	6/1/2008	10/31/2022		N	9000	0	n1
A	CONNECTICUT NATURAL GAS CORP.	N										
P	MQ	CONN NG/TGP BRIDGEPORT CT FAIRFIELD	95	420126	ZONE 6	6000	0					
P	MQ	CONN NG/TGP EASTON SMS FAIRFIELD	95	420853	ZONE 6	3000	0					
P	M2	IROQUOIS/TGP WRIGHT SMS SCHOHARIE	95	412181	ZONE 5	9000	0					
D	"SPARK ENERGY GAS, LLC"	16200607	N	FT-A	323477-FTATGP	11/1/2016	10/31/2018		N	10000	0	n1
P	M2	MARITIME/TGP DRACUT MIDDLESEX	95	412538	ZONE 6	10000	0					
P	MQ	POOLING PT - 200 LEG - ZONE 4	95	420867	ZONE 4	10000	0					
D	"SPARK ENERGY GAS, LLC"	16200607	N	FT-A	334253-FTATGP	1/1/2018	4/30/2018		N	5000	0	n1
P	M2	IROQUOIS/TGP WRIGHT SMS SCHOHARIE	95	412181	ZONE 5	5000	0					
P	MQ	POOLING PT - 200 LEG - ZONE 4	95	420867	ZONE 4	5000	0					
D	"SPOTLIGHT ENERGY, LLC"	79978564	N	FT-A	333151-FTATGP	11/1/2017	3/31/2019		N	7500	0	n1
P	MQ	COL GAS/TGP MILFORD PA BIG PIKE	95	420245	ZONE 4	7500	0					
P	M2	IROQUOIS/TGP SHELTON INTERCONNECT F	95	412180	ZONE 6	7500	0					
D	"SPOTLIGHT ENERGY, LLC"	79978564	N	FT-A	336944-FTATGP	4/1/2018	4/30/2018		N	15000	0	n1
P	M2	MARITIME/TGP DRACUT MIDDLESEX	95	412538	ZONE 6	15000	0					
P	MQ	TRNSCO/TGP RIVERVALE NEW JERSEY BER	95	420101	ZONE 5	15000	0					
D	"SPOTLIGHT ENERGY, LLC"	79978564	N	FT-A	336945-FTATGP	4/1/2018	4/30/2018		N	8883	0	n1
P	MQ	POOLING PT - 200 LEG - ZONE 4	95	420867	ZONE 4	8883	0					
P	M2	POOLING PT - NIAGARA SPUR - ZO	95	420870	ZONE 5	8883	0					
D	STATOIL NATURAL GAS LLC	130073534	N	FT-A	100755-FTARTGP	11/1/2014	10/31/2024		Y	175000	0	n1
P	M2	APPLACHA/TGP UDP SHOEMAKER DEHY: RI	95	412846	ZONE 4	175000	0					
P	MQ	NFG/TGP ROSE LAKE POTTER	95	420527	ZONE 4	175000	0					
D	STATOIL NATURAL GAS LLC	130073534	N	FT-A	101733-FTAUTGP	11/1/2013	10/31/2033		Y	206700	0	n1
A	"DIRECT ENERGY BUSINESS MARKETING, LLC"	N										
A	"DTE ENERGY TRADING, INC."	N										
A	"EDF TRADING NORTH AMERICA, LLC"	N										
P	MQ	AGT/TGP MAHWAH NEW JERSEY BERGEN	95	420207	ZONE 5	206700	0					
P	M2	APPLACHA/TGP UDP CALKINS DEHY: RIP	95	412834	ZONE 4	45000	0					
P	M2	APPLACHA/TGP UDP LATINI DEHY: RIP 3	95	412832	ZONE 4	68900	0					
P	M2	APPLACHA/TGP UDP LIBERTY DEHY: RIP	95	412850	ZONE 4	64900	0					
P	M2	STAGEPS/TGP OWEGO STAGECOACH RECEIP	95	421046	ZONE 4	27900	0					
D	STATOIL NATURAL GAS LLC	130073534	N	FT-A	322938-FTAWTGP	11/1/2017	10/31/2032		Y	145000	0	n1
P	M2	APPLACHA/TGP UDP SHOEMAKER DEHY: RI	95	412846	ZONE 4	145000	0					
P	MQ	NFG/TGP ROSE LAKE POTTER	95	420527	ZONE 4	145000	0					
D	STATOIL NATURAL GAS LLC	130073534	N	FT-A	77505-FTATGP	7/1/2010	6/1/2020		N	32500	0	n1
P	M2	APPLACHA/TGP UDP CALKINS DEHY: RIP	95	412834	ZONE 4	10834	0					
P	M2	APPLACHA/TGP UDP LIBERTY DEHY: RIP	95	412850	ZONE 4	10833	0					
P	MQ	DOMINION/TGP SABINSVILLE DELIVERY T	95	420914	ZONE 4	32500	0					
P	M2	STAGEPS/TGP OWEGO STAGECOACH RECEIP	95	421046	ZONE 4	10833	0					
D	"SWN ENERGY SERVICES COMPANY, LLC"	967770660	N	FT-A	92985-FTATGP	11/1/2013	10/31/2023		Y	25000	0	n1
A	"DTE ENERGY TRADING, INC."	N										
A	TENASKA MARKETING VENTURES	N										
P	MQ	AGT/TGP MENDON MASS TIE OVER WORCHE	95	420285	ZONE 6	25000	0					
P	M2	BLU/TGP LAKE LOOMIS DEHY: RIP 320T	95	412864	ZONE 4	25000	0					
D	"SWN ENERGY SERVICES COMPANY, LLC"	967770660	N	FT-A	103269-FTAMTGP	11/1/2013	10/31/2028		N	100000	0	n1
P	M2	BRDWLK/TGP VALENTINE DEHY: RIP 320P	95	412854	ZONE 4	30000	0					
P	MQ	COL GAS/TGP CAMBRIDGE SALES GUERNSE	95	420064	ZONE 4	25000	0					
P	MQ	FGT/TGP CARNES MISSISSIPPI STONE	95	420366	ZONE L	25000	0					
P	M2	STAGEPS/TGP OWEGO STAGECOACH RECEIP	95	421046	ZONE 4	70000	0					
P	MQ	TET/TGP HANGING ROCK SCIOTO	95	421018	ZONE 4	50000	0					
D	"SWN ENERGY SERVICES COMPANY, LLC"	967770660	N	FT-A	329181-FTATGP	1/1/2018	3/31/2019		N	54229	0	n1
P	M2	BRDWLK/TGP VALENTINE DEHY: RIP 320P	95	412854	ZONE 4	54229	0					
P	MQ	DOMINION/TGP SABINSVILLE DELIVERY T	95	420914	ZONE 4	50150	0					
P	MQ	POOLING PT - 300 LEG - ZONE 4	95	420891	ZONE 4	4079	0					
D	"SWN ENERGY SERVICES COMPANY, LLC"	967770660	N	FT-A	92987-FTATGP	11/1/2011	10/31/2026		N	50000	0	n1
P	M2	BLU/TGP LAKE LOOMIS DEHY: RIP 320T	95	412864	ZONE 4	13000	0					
P	MQ	DOMINION/TGP ELLISBURG INJECTION PO	95	460012	ZONE 4	5000	0					
P	MQ	DOMINION/TGP HARRISON INJECTION POT	95	460004	ZONE 4	5000	0					
P	MQ	DOMINION/TGP SABINSVILLE DELIVERY T	95	420914	ZONE 4	30000	0					
P	MQ	NFG/TGP ROSE LAKE POTTER	95	420527	ZONE 4	10000	0					
P	M2	STAGEPS/TGP OWEGO STAGECOACH RECEIP	95	421046	ZONE 4	37000	0					
D	"SWN ENERGY SERVICES COMPANY, LLC"	967770660	N	FT-A	102504-FTATGP	11/1/2012	10/31/2022		N	130000	0	n1
P	M2	BLU/TGP LAKE LOOMIS DEHY: RIP 320T	95	412864	ZONE 4	130000	0					
P	MQ	NFG/TGP ROSE LAKE POTTER	95	420527	ZONE 4	55000	0					
P	MQ	PEOPLES/TGP PULASKI SALES MERCER	95	420542	ZONE 4	17000	0					
P	MQ	POOLING PT - 200 LEG - ZONE 4	95	420867	ZONE 4	58000	0					
D	TENASKA MARKETING VENTURES	624240628	N	FT-A	318566-FTATGP	4/1/2016	10/31/2018		N	15000	0	n1
P	M2	MARITIME/TGP DRACUT MIDDLESEX	95	412538	ZONE 6	15000	0					
P	MQ	POOLING PT - 200 LEG - ZONE 4	95	420867	ZONE 4	15000	0					
D	TENASKA MARKETING VENTURES	624240628	N	FT-A	318567-FTATGP	4/1/2016	10/31/2018		N	5000	0	n1
P	M2	MARITIME/TGP DRACUT MIDDLESEX	95	412538	ZONE 6	5000	0					
P	MQ	POOLING PT - 300 LEG - ZONE 4	95	420891	ZONE 4	5000	0					
D	TENNESSEE AIR NATIONAL GUARD	170498380	N	FT-A	7274-FTATGP	7/1/1994	10/31/2019		N	296	0	n1
P	M2	ENTRPRSE/TGP AGUA DULCE NUECES	95	411306	ZONE 0	56	0					
P	M2	ENTRPRSE/TGP SABINE RIVER TRANS NEW	95	412013	ZONE L	32	0					
P	MQ	ETNG/TGP GREENBRIER TN 2 (DUAL ROBE	95	420289	ZONE 1	296	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	78	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	107	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	23	0					
D	TENNESSEE VALLEY AUTHORITY	1883032	N	FT-A	320466-FTATGP	8/1/2016	7/31/2031		N	20000	0	n1
P	M2	POOLING PT - 300 LEG - ZONE 4	95	420891	ZONE 4	20000	0					
P	MQ	TVA/TGP MAGNOLIA BENTON	95	420948	ZONE 1	20000	0					
D	TENNESSEE VALLEY AUTHORITY	1883032	N	FT-A	333345-FTATGP	1/1/2018	12/31/2037		N	24000	0	n1
P	M2	EGAN HUB/TGP EGAN GAS STORAGE ACADI	95	420822	ZONE L	24000	0					
P	MQ	TVA/TGP JOHNSONVILLE HICKMAN	95	420907	ZONE 1	24000	0					
D	TENNESSEE VALLEY AUTHORITY	1883032	N	FT-A	65069-FTATGP	11/1/2007	2/28/2022		N	40000	0	n1
P	MQ	CAL GEN/TGP  LOWNDES	95	421003	ZONE 1	40000	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	40000	0					
D	TENNESSEE VALLEY AUTHORITY	1883032	N	FT-A	74615-FTATGP	11/1/2009	2/28/2022		N	50000	0	n1
P	MQ	CAL GEN/TGP  LOWNDES	95	421003	ZONE 1	50000	0					
P	M2	EGAN HUB/TGP EGAN GAS STORAGE ACADI	95	420822	ZONE L	50000	0					
D	TENNESSEE VALLEY AUTHORITY	1883032	N	FT-A	74616-FTATGP	11/1/2009	10/31/2019		N	50000	0	n1
P	M2	EGAN HUB/TGP EGAN GAS STORAGE ACADI	95	420822	ZONE L	50000	0					
P	MQ	TVA/TGP MAGNOLIA BENTON	95	420948	ZONE 1	50000	0					
D	TENNESSEE VALLEY AUTHORITY	1883032	N	FT-A	104663-FTATGP	1/1/2013	12/31/2022		N	120000	0	n1
P	MQ	AMMID BA/TGP BAMAGAS COLBERT	95	420942	ZONE 1	120000	0					
P	M2	EGAN HUB/TGP EGAN GAS STORAGE ACADI	95	420822	ZONE L	70000	0					
P	M2	POOLING PT - 500 LEG - ZONE L	95	420999	ZONE L	50000	0					
D	TENNESSEE VALLEY AUTHORITY	1883032	N	FT-A	104664-FTATGP	1/1/2013	2/28/2022		N	40000	0	n1
P	MQ	CAL GEN/TGP  LOWNDES	95	421003	ZONE 1	40000	0					
P	M2	EGAN HUB/TGP EGAN GAS STORAGE ACADI	95	420822	ZONE L	30000	0					
P	M2	POOLING PT - 500 LEG - ZONE L	95	420999	ZONE L	10000	0					
D	TENNESSEE VALLEY AUTHORITY	1883032	N	FT-A	104665-FTATGP	11/1/2014	12/31/2022		N	100000	0	n1
P	M2	POOLING PT - 500 LEG - ZONE L	95	420999	ZONE L	100000	0					
P	MQ	TVA/TGP MAGNOLIA BENTON	95	420948	ZONE 1	100000	0					
D	THE  BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	FT-A	217-FTATGP	9/1/1993	10/31/2019		N	20808	0	n1
A	BOSTON GAS COMPANY D/B/A/ NATIONAL GRID	N										
P	MQ	CON ED/TGP WHITE PLAINS NY WESTCHES	95	420093	ZONE 5	20808	0					
P	M2	STORAGE - NORTHERN	95	460018	ZONE 4	20808	0					
D	THE  BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	FT-A	641-FTATGP	9/1/1993	10/31/2019		N	6834	0	n1
A	BOSTON GAS COMPANY D/B/A/ NATIONAL GRID	N										
P	MQ	CON ED/TGP WHITE PLAINS NY WESTCHES	95	420093	ZONE 5	6834	0					
P	MQ	HONEOYE/TGP UDP HONEOYE NEW YORK ON	95	420526	ZONE 5	6834	0					
P	M2	HONEOYE/TGP UDP HONEOYE NEW YORK ON	95	420526	ZONE 5	6834	0					
D	THE  BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY	6978795	N	FT-A	42137-FTATGP	12/1/2002	5/31/2022		N	30180	0	n1
A	BOSTON GAS COMPANY D/B/A/ NATIONAL GRID	N										
P	MQ	CON ED/TGP WHITE PLAINS NY WESTCHES	95	420093	ZONE 5	30180	0					
P	M2	STORAGE - NORTHERN	95	460018	ZONE 4	30180	0					
D	THE BERKSHIRE GAS COMPANY	6955587	N	FT-A	584-FTATGP	9/1/1993	10/31/2019		N	1305	0	n1
A	CONNECTICUT NATURAL GAS CORP.	N										
P	MQ	BERKSHR/TGP GREENFIELD MA HAMPSHIRE	95	420292	ZONE 6	1305	0					
P	M2	DOMINION/TGP ELLISBURG INJECTION PO	95	460012	ZONE 4	1305	0					
