H	DOMINION ENERGY TRANSMISSION INC	C000160	4/2/2018	O	4/1/2018	T	T	JOHN BROWNLEE 804-771-4678	 			
P	S9	TGP - ELLISBURG	95	40107		0	"20,000"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"20,000"					
P	S8	TGP - ELLISBURG	95	40107		0	"11,111"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"20,000"					
D	SOUTHERN CONNECTICUT GAS CO	4945259	N	GSSTE  	600025	11/1/1993	3/31/2022	 	N	0	"650,588"	
P	S8	TRANSCO - LEIDY	95	40301		0	"3,614"					
P	S8	TET - WOODSFIELD	95	40213		0	"3,614"					
P	S8	TET - WAYNESBURG	95	40215		0	"3,614"					
P	S8	TET - ROCKWOOD	95	40211		0	"3,614"					
P	S8	TET - POWHATTAN POINT	95	40205		0	"3,614"					
P	S8	TET - MULLETT	95	40207		0	"3,614"					
P	S8	TET - OAKFORD	95	40208		0	"3,614"					
P	S8	TET - MOUNDSVILLE	95	40216		0	"3,614"					
P	S8	TET - LEIDY	95	40206		0	"3,614"					
P	S8	TET - CRAYNE FARM	95	40218		0	"3,614"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"3,614"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"3,614"					
P	S9	TRANSCO - LEIDY	95	40301		0	"6,090"					
P	S9	TET - OAKFORD	95	40208		0	"6,090"					
P	S9	TET - LEIDY	95	40206		0	"6,090"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"6,090"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"6,090"					
D	SPRAGUE OPERATING RESOURCES LLC	131362733	N	FT     	200460	8/1/2005	10/31/2021	 	N	"21,900"	0	
P	S8	TET - LEBANON LATERAL	95	40501		"21,900"	0					
P	S8	TXG - LEBANON	95	40601		"21,900"	0					
P	S8	ROCKIES EXPRESS - LEBANON	95	40410		"21,900"	0					
P	S8	ANR - LEBANON	95	40401		"21,900"	0					
P	S9	WHISKEY CREEK	95	21004		"2,900"	0					
P	S9	GARDNER	95	20712		"3,500"	0					
P	S9	CALEDONIA	95	20602		"2,500"	0					
P	S9	BIDDLECUM ROAD	95	20504		"13,000"	0					
D	SPRINGDALE ENERGY LLC	27345	N	FT     	5E2275      	12/14/2017	5/31/2019	 	N	"95,000"	0	
A	"SEQUENT ENERGY MANAGEMENT, LP"	N										
P	S9	SPRINGDALE	95	30040		"95,000"	0					
P	S8	TET - CRAYNE FARM	95	40218		"95,000"	0					
D	STAND ENERGY CORPORATION	121293039	N	FT     	200241	11/1/2000	10/31/2021	 	N	"2,000"	0	
P	S8	ROCKIES EXPRESS - LEBANON	95	40410		"2,000"	0					
P	S8	ANR - LEBANON	95	40401		"2,000"	0					
P	S8	TXG - LEBANON	95	40601		"2,000"	0					
P	S8	TET - LEBANON LATERAL	95	40501		"2,000"	0					
P	S9	MILLARD ROAD	95	20717		"2,000"	0					
D	STAND ENERGY CORPORATION	121293039	N	FT     	200724	4/25/2017	10/31/2019	 	N	"2,300"	0	
P	S8	ROCKIES EXPRESS - LEBANON	95	40410		"2,300"	0					
P	S8	ANR - LEBANON	95	40401		"2,300"	0					
P	S9	GILMORE	95	20102		"2,300"	0					
P	S8	TET - LEBANON LATERAL	95	40501		"2,300"	0					
P	S8	TXG - LEBANON	95	40601		"2,300"	0					
D	STAND ENERGY CORPORATION	121293039	N	FT     	200728	11/1/2017	10/31/2022	 	N	"2,000"	0	
P	S9	LIMESTONE	95	21106		"2,000"	0					
P	S8	TRANSCO - LEIDY	95	40301		200	0					
P	S9	RICHARDSVILLE	95	21103		"1,800"	0					
P	S8	TET - LEIDY	95	40206		200	0					
P	S8	TET - OAKFORD	95	40208		"1,800"	0					
D	STAND ENERGY CORPORATION	121293039	N	FT     	200738	4/1/2018	3/31/2021	 	N	"2,000"	0	
P	S9	MULLET 1	95	20103		"2,000"	0					
P	S8	TET - OAKFORD	95	40208		"2,000"	0					
D	STAND ENERGY CORPORATION	121293039	N	GSS    	300197	4/1/2014	3/31/2021	 	N	0	"108,000"	
P	S9	DETI STRG POINT (ST)	95	10002		0	"1,800"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"1,800"					
P	S8	DETI STRG POINT (ST)	95	10002		0	600					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	600					
D	STAND ENERGY CORPORATION	121293039	N	FTGSS  	700099	4/1/2014	3/31/2021	 	N	"1,800"	0	
P	S9	MULLET 1	95	20103		"1,800"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"1,800"	0					
D	"STATOIL NATURAL GAS, LLC"	130073534	N	FT     	200541	12/4/2008	12/31/2020	 	N	"105,000"	0	
P	S8	DETI STRG POINT (ST)	95	10002		"100,000"	0					
P	S8	DETI - LOUDOUN	95	40704		"105,000"	0					
P	S9	TRANSCO - LEIDY	95	40301		"60,000"	0					
P	S9	TET - CHAMBERSBURG (PL1)	95	40202		"30,000"	0					
P	S9	NOTSP PLACEHOLDER METER - SOUTH	95	SPDOM		"15,000"	0					
P	S9	DETI STRG POINT (ST)	95	10002		"100,000"	0					
D	"STATOIL NATURAL GAS, LLC"	130073534	N	GSSE   	300185	12/4/2008	12/31/2020	 	N	0	"6,000,000"	
P	S9	DETI STRG POINT (ST)	95	10002		0	"100,000"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"100,000"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"33,334"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"33,334"					
D	SWEETWATER UTILITIES BOARD	88828967	N	GSS    	300048	10/1/1993	3/31/2021	 	N	0	"22,809"	
A	CENTERPOINT ENERGY SERVICES INC.	N										
P	S9	DETI STRG POINT (ST)	95	10002		0	373					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	373					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	127					
P	S8	DETI STRG POINT (ST)	95	10002		0	127					
P	S9	TGP - CORNWELL / BROAD RUN	95	40105		0	373					
P	S8	TGP - CORNWELL / BROAD RUN	95	40105		0	127					
D	SWN ENERGY SERVICES COMPANY LLC	967770660	N	FT     	200711	11/1/2016	3/31/2019	 	N	"2,500"	0	
P	S9	TET - CRAYNE II	95	40226		"2,500"	0					
P	S8	MILLENNIUM - HOLDING POINT (LN-1/31	95	41601		"2,500"	0					
D	TENNESSEE AIR NATIONAL GUARD	186448754	N	GSS    	300054	10/1/1993	3/31/2021	 	N	0	"2,604"	
A	CENTERPOINT ENERGY SERVICES INC.	N										
P	S9	DETI STRG POINT (ST)	95	10002		0	43					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	43					
P	S9	TGP - CORNWELL / BROAD RUN	95	40105		0	43					
P	S8	DETI STRG POINT (ST)	95	10002		0	14					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	14					
P	S8	TGP - CORNWELL / BROAD RUN	95	40105		0	14					
D	TENNESSEE GAS PIPELINE COMPANY LLC	1939164	N	FT     	200557	11/1/2011	10/31/2027	 	Y	"92,000"	0	yd3
P	S9	TGP - MORRISVILLE	95	40114		"92,000"	0					
P	S8	TGP - SABINSVILLE	95	40120		"92,000"	0					
D	TENNESSEE GAS PIPELINE COMPANY LLC	1939164	N	GSS    	300078	4/1/1988	3/31/2023	 	N	0	"12,000,000"	
P	S8	DETI STRG POINT (ST)	95	10002		0	"66,666"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"66,666"					
P	S8	TGP - CORNWELL / BROAD RUN	95	40105		0	"66,666"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"80,000"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"80,000"					
P	S9	TGP - CORNWELL / BROAD RUN	95	40105		0	"80,000"					
D	TEXAS EASTERN TRANSMISSION LP	7932908	N	GSS    	300081	10/1/1993	3/31/2009	365	N	0	"3,932,100"	
P	S9	DETI STRG POINT (ST)	95	10002		0	"78,642"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"78,642"					
P	S8	TET - LEIDY	95	40206		0	"21,845"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"21,845"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"21,845"					
P	S9	TET - LEIDY	95	40206		0	"78,642"					
D	THE EAST OHIO GAS COMPANY DBA DOMINION ENERGY OHIO	7900475	Y	FTNN   	100002	12/1/1994	3/31/2021	 	N	"267,000"	0	
A	DOMINION LDC GAS SUPPLY	Y										
P	S9	(40104) COCHRANTON (PENNLINE)	95	20107		"45,000"	0					
P	S8	TXG - LEBANON	95	40601		"75,167"	0					
P	S9	DETI STRG POINT (ST)	95	10002		"267,000"	0					
P	S9	GILMORE	95	20102		"68,634"	0					
P	S9	MULLET 1	95	20103		"151,750"	0					
P	S9	ORMET (CLARINGTON JUNCTION)	95	20111		"5,000"	0					
P	S9	PETERSBURG	95	20105		"79,752"	0					
P	S9	WAYFARM/RIVER (GRAVEL BANK)	95	20402		"26,400"	0					
P	S9	WILLIAMSTOWN (MARIETTA)	95	20403		"19,250"	0					
P	S8	ANR - LEBANON	95	40401		"75,167"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"267,000"	0					
P	S8	NOTSP PLACEHOLDER METER - SOUTH	95	SPDOM		"11,349"	0					
P	S8	POD 20 APPALACHIAN NORTH POOLING PO	95	P0020		"7,790"	0					
P	S8	ROCKIES EXPRESS - LEBANON	95	40410		"75,167"	0					
P	S8	TET - LEBANON LATERAL	95	40501		"75,167"	0					
P	S8	TET - LEIDY	95	40206		"13,071"	0					
P	S8	TET - OAKFORD	95	40208		"89,771"	0					
P	S8	TGP - COCHRANTON	95	40104		"39,790"	0					
P	S8	TGP - CORNWELL / BROAD RUN	95	40105		"30,062"	0					
P	S8	TRANSCO - LEIDY	95	40301		"13,071"	0					
P	S9	(40207) MULLETT DELIVERIES	95	20109		"91,968"	0					
D	THE EAST OHIO GAS COMPANY DBA DOMINION ENERGY OHIO	7900475	Y	GSS    	300003	12/1/1994	3/31/2021	 	N	0	"18,585,000"	
A	DOMINION LDC GAS SUPPLY	Y										
P	S8	DETI STRG POINT (ST)	95	10002		0	"103,250"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"413,000"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"413,000"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"103,250"					
D	THE EAST OHIO GAS COMPANY DBA DOMINION ENERGY OHIO	7900475	Y	FTNNGSS	700002	10/1/1993	3/31/2021	 	N	"413,000"	0	
A	DOMINION LDC GAS SUPPLY	Y										
P	S8	DETI STRG POINT (ST)	95	10002		"413,000"	0					
P	S9	PETERSBURG	95	20105		"118,949"	0					
P	S9	ORMET (CLARINGTON JUNCTION)	95	20111		"5,000"	0					
P	S9	MULLET 1	95	20103		"303,000"	0					
P	S9	GILMORE	95	20102		"99,796"	0					
P	S9	(40207) MULLETT DELIVERIES	95	20109		"102,553"	0					
P	S9	RIVER GAS NON-SCADA ESTIMATE	95	20401		"413,000"	0					
D	THE NARRAGANSETT ELECTRIC COMPANY-DBA NATN`L GRID	1193655	N	FTNN   	100118	8/1/2006	3/31/2022	 	N	537	0	
A	NIAGARA MOHAWK POWER CORPORATION DBA NATIONAL GRID	N										
P	S8	DETI STRG POINT (ST)	95	10002		537	0					
P	S9	TRANSCO - LEIDY	95	40301		537	0					
P	S9	TET - LEIDY	95	40206		537	0					
P	S9	DETI STRG POINT (ST)	95	10002		537	0					
P	S8	TET - OAKFORD	95	40208		537	0					
D	THE NARRAGANSETT ELECTRIC COMPANY-DBA NATN`L GRID	1193655	N	GSS    	300168	11/1/2004	3/31/2020	 	N	0	"154,050"	
A	NIAGARA MOHAWK POWER CORPORATION DBA NATIONAL GRID	N										
P	S8	DETI STRG POINT (ST)	95	10002		0	856					
P	S9	TGP - ELLISBURG	95	40107		0	"1,401"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"1,401"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"1,401"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	856					
P	S8	TGP - ELLISBURG	95	40107		0	856					
D	THE NARRAGANSETT ELECTRIC COMPANY-DBA NATN`L GRID	1193655	N	GSS    	300169	11/1/2004	3/31/2022	 	N	0	"206,100"	
A	NIAGARA MOHAWK POWER CORPORATION DBA NATIONAL GRID	N										
P	S9	DETI STRG POINT (ST)	95	10002		0	"2,061"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"2,061"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"1,145"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"1,145"					
P	S8	TET - LEIDY	95	40206		0	"1,145"					
P	S8	TRANSCO - LEIDY	95	40301		0	"1,145"					
D	THE NARRAGANSETT ELECTRIC COMPANY-DBA NATN`L GRID	1193655	N	GSS    	300170	11/1/2004	3/31/2020	 	N	0	"490,340"	
A	NIAGARA MOHAWK POWER CORPORATION DBA NATIONAL GRID	N										
P	S9	DETI STRG POINT (ST)	95	10002		0	"5,324"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"5,324"					
P	S8	TRANSCO - LEIDY	95	40301		0	"2,724"					
P	S8	TGP - SABINSVILLE	95	40120		0	"2,724"					
P	S8	TGP - PETERSBURG	95	40116		0	"2,724"					
P	S8	TGP - ELLISBURG	95	40107		0	"2,724"					
P	S8	TGP - COCHRANTON	95	40104		0	"2,724"					
P	S8	TGP - AUGUSTA	95	40102		0	"2,724"					
P	S8	TET - OAKFORD	95	40208		0	"2,724"					
P	S8	TET - LEIDY	95	40206		0	"2,724"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"2,724"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"2,724"					
D	THE NARRAGANSETT ELECTRIC COMPANY-DBA NATN`L GRID	1193655	N	GSS    	300171	11/1/2004	3/31/2022	 	N	0	"188,814"	
A	NIAGARA MOHAWK POWER CORPORATION DBA NATIONAL GRID	N										
P	S9	TRANSCO - LEIDY	95	40301		0	"2,617"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"2,617"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"2,617"					
P	S9	TET - LEIDY	95	40206		0	"2,617"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"1,049"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"1,049"					
D	THE NARRAGANSETT ELECTRIC COMPANY-DBA NATN`L GRID	1193655	N	GSSTE  	600045	11/1/2004	3/31/2022	 	N	0	"1,376,324"	
A	NIAGARA MOHAWK POWER CORPORATION DBA NATIONAL GRID	N										
P	S9	DETI STRG POINT (ST)	95	10002		0	"14,337"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"14,337"					
P	S9	TET - LEIDY	95	40206		0	129					
P	S9	TET - OAKFORD	95	40208		0	"14,337"					
P	S9	TRANSCO - LEIDY	95	40301		0	129					
P	S8	DETI STRG POINT (ST)	95	10002		0	"7,647"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"7,647"					
P	S8	TET - CRAYNE FARM	95	40218		0	"7,647"					
P	S8	TET - LEIDY	95	40206		0	"7,647"					
P	S8	TET - MOUNDSVILLE	95	40216		0	"7,647"					
P	S8	TET - MULLETT	95	40207		0	"7,647"					
P	S8	TET - OAKFORD	95	40208		0	"7,647"					
P	S8	TET - POWHATTAN POINT	95	40205		0	"7,647"					
P	S8	TET - ROCKWOOD	95	40211		0	"7,647"					
P	S8	TET - WAYNESBURG	95	40215		0	"7,647"					
P	S8	TET - WOODSFIELD	95	40213		0	"7,647"					
P	S8	TRANSCO - LEIDY	95	40301		0	"7,647"					
D	THE NARRAGANSETT ELECTRIC COMPANY-DBA NATN`L GRID	1193655	N	FTGSS  	700086	11/1/2004	3/31/2022	 	N	"2,061"	0	
A	NIAGARA MOHAWK POWER CORPORATION DBA NATIONAL GRID	N										
P	S8	DETI STRG POINT (ST)	95	10002		"2,061"	0					
P	S9	TET - CHAMBERSBURG (EAST COAST)	95	40201		"2,061"	0					
D	THE NARRAGANSETT ELECTRIC COMPANY-DBA NATN`L GRID	1193655	N	FTGSS  	700087	11/1/2004	3/31/2020	 	N	"5,324"	0	
A	NIAGARA MOHAWK POWER CORPORATION DBA NATIONAL GRID	N										
P	S9	TGP - AUGUSTA	95	40102		"5,324"	0					
P	S9	TGP - COCHRANTON	95	40104		"5,324"	0					
P	S9	TGP - ELLISBURG	95	40107		"5,324"	0					
P	S9	TGP - PETERSBURG	95	40116		"5,324"	0					
P	S9	TGP - SABINSVILLE	95	40120		"5,324"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"5,324"	0					
D	THE PENNSYLVANIA STATE UNIVERSITY	3433953	N	FT     	200693	11/1/2015	10/31/2025	 	N	"12,000"	0	
P	S9	PLEASANT GAP	95	21356		"12,000"	0					
P	S8	TXG - LEBANON	95	40601		"12,000"	0					
P	S8	TET - LEBANON LATERAL	95	40501		"12,000"	0					
P	S8	ROCKIES EXPRESS - LEBANON	95	40410		"12,000"	0					
P	S8	ANR - LEBANON	95	40401		"12,000"	0					
D	TOTAL GAS & POWER NORTH AMERICA INC	620059980	N	FT     	200645	11/1/2014	12/31/2027	 	N	"19,000"	0	
P	S9	TET - CRAYNE II	95	40226		"19,000"	0					
P	S8	BLUE RACER MIDSTREAM (BURCH RIDGE)	95	EB475		"19,000"	0					
D	TOTAL GAS & POWER NORTH AMERICA INC	620059980	N	FT     	5D0908      	4/1/2014	11/15/2019	 	N	"5,625"	0	
P	S8	NOTSP PLACEHOLDER METER - SOUTH	95	SPDOM		"5,625"	0					
P	S9	TET - CROOKED RUN (DELMONT)	95	40223		"5,625"	0					
D	TOWN OF MADISONVILLE	13445135	N	GSS    	300041	10/1/1993	3/31/2021	 	N	0	"9,474"	
A	CENTERPOINT ENERGY SERVICES INC.	N										
P	WR	DETI STRG SERVICE (SS)	95	10001		0	154					
P	S9	DETI STRG POINT (ST)	95	10002		0	154					
P	S9	TGP - CORNWELL / BROAD RUN	95	40105		0	154					
P	S8	TGP - CORNWELL / BROAD RUN	95	40105		0	53					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	53					
P	S8	DETI STRG POINT (ST)	95	10002		0	53					
D	TOWN OF MIDDLEBOROUGH	155976665	N	GSSTE  	600014	10/1/1993	3/31/2011	365	N	0	"2,125"	
A	MERCURIA ENERGY AMERICA INC	N										
P	S9	DETI STRG POINT (ST)	95	10002		0	34					
P	S8	TRANSCO - LEIDY	95	40301		0	12					
P	S8	TET - WAYNESBURG	95	40215		0	12					
P	S8	TET - ROCKWOOD	95	40211		0	12					
P	S8	TET - POWHATTAN POINT	95	40205		0	12					
P	S8	TET - OAKFORD	95	40208		0	12					
P	S8	TET - MULLETT	95	40207		0	12					
P	S8	TET - MOUNDSVILLE	95	40216		0	12					
P	S8	TET - LEIDY	95	40206		0	12					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	12					
P	S8	DETI STRG POINT (ST)	95	10002		0	12					
P	S9	TET - RAGER MOUNTAIN	95	40210		0	0					
P	S9	TET - OAKFORD	95	40208		0	34					
P	S9	TET - CRAYNE FARM	95	40218		0	0					
P	S9	TET - CHAMBERSBURG (EAST COAST)	95	40201		0	0					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	34					
P	S8	TET - WOODSFIELD	95	40213		0	12					
D	TRANSCONTINENTAL GAS PIPELINE LLC	7933021	N	GSS    	300079	4/1/1986	3/31/2023	 	N	0	"10,000,000"	
P	S9	DETI STRG POINT (ST)	95	10002		0	"100,000"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"100,000"					
P	S8	TRANSCO - LEIDY	95	40301		0	"55,555"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"55,555"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"55,555"					
P	S9	TRANSCO - LEIDY	95	40301		0	"100,000"					
D	TRANSCONTINENTAL GAS PIPELINE LLC	7933021	N	GSS    	300080	10/1/1993	3/31/2023	 	N	0	"39,038,300"	
P	S9	DETI STRG POINT (ST)	95	10002		0	"620,398"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"620,398"					
P	S9	TRANSCO - LEIDY	95	40301		0	"620,398"					
P	S9	TRANSCO - LEIDY (NIPS)	95	40302		0	"620,398"					
P	S9	TRANSCO - NOKESVILLE	95	40303		0	"620,398"					
P	S8	TRANSCO - NOKESVILLE (RECEIPT)	95	40304		0	"216,879"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"216,879"					
P	S8	TRANSCO - LEIDY	95	40301		0	"216,879"					
P	S8	TRANSCO - LEIDY (NIPS)	95	40302		0	"216,879"					
P	S8	TRANSCO - NOKESVILLE	95	40303		0	"216,879"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"216,879"					
D	"UGI CENTRAL PENN GAS, INC."	7912967	N	FT     	200004	10/1/1993	12/31/2022	 	N	"2,000"	0	
A	"UGI UTILITIES, INC."	N										
P	S9	ESHBAUGH	95	20804		350	0					
P	S9	CLERMONT	95	20802		500	0					
P	S9	MCDOWELL	95	20803		"1,500"	0					
P	S8	TET - LEIDY	95	40206		"1,500"	0					
P	S8	TET - OAKFORD	95	40208		500	0					
P	S8	TRANSCO - LEIDY	95	40301		"1,500"	0					
D	"UGI CENTRAL PENN GAS, INC."	7912967	N	GSS    	300109	2/1/1999	3/31/2022	 	N	0	"200,000"	
A	"UGI UTILITIES, INC."	N										
P	S8	TRANSCO - LEIDY	95	40301		0	"1,111"					
P	S8	TET - LEIDY	95	40206		0	"1,111"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"1,111"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"1,111"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"2,000"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"2,000"					
D	"UGI CENTRAL PENN GAS, INC."	7912967	N	GSS    	300110	2/1/1999	3/31/2022	 	N	0	"200,000"	yc1
A	"UGI UTILITIES, INC."	N										
P	IJ	DETI STRG SERVICE-N.SUMMIT(SS)	95	10003		0	"1,111"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"1,111"					
P	S9	TET - OAKFORD	95	40208		0	0					
P	S9	TET - NORTH SUMMIT	95	40217		0	"2,000"					
P	S9	TET - CRAYNE FARM	95	40218		0	0					
P	WR	DETI STRG SERVICE-N.SUMMIT(SS)	95	10003		0	"2,000"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"2,000"					
P	S8	TET - NORTH SUMMIT	95	40217		0	"1,111"					
D	"UGI CENTRAL PENN GAS, INC."	7912967	N	FTGSS  	700046	2/1/1999	3/31/2022	 	N	"2,000"	0	
A	"UGI UTILITIES, INC."	N										
P	S9	TET - CHAMBERSBURG (EAST COAST)	95	40201		"2,000"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"2,000"	0					
D	UGI ENERGY SERVICES LLC	883504581	N	FT     	200371	11/1/2003	10/31/2019	 	N	"1,000"	0	
P	S8	TET - OAKFORD	95	40208		"1,000"	0					
P	S9	WHISKEY CREEK	95	21004		700	0					
P	S9	HERRINGTON	95	21003		300	0					
P	S9	CORNING NATURAL GAS	95	21000		"1,000"	0					
D	UGI ENERGY SERVICES LLC	883504581	N	FT     	200410	5/1/2004	10/31/2019	 	N	850	0	
P	S8	TET - LEIDY	95	40206		850	0					
P	S9	WEST SCHENECTADY	95	20520		850	0					
P	S8	TRANSCO - LEIDY	95	40301		850	0					
D	UGI ENERGY SERVICES LLC	883504581	N	FT     	200427	11/1/2004	10/31/2019	 	N	"8,000"	0	
P	S8	TXG - LEBANON	95	40601		"8,000"	0					
P	S8	TET - LEBANON LATERAL	95	40501		"8,000"	0					
P	S8	ROCKIES EXPRESS - LEBANON	95	40410		"8,000"	0					
P	S9	CALEDONIA	95	20602		"8,000"	0					
P	S8	ANR - LEBANON	95	40401		"8,000"	0					
D	UGI ENERGY SERVICES LLC	883504581	N	FT     	200428	11/1/2004	10/31/2019	 	N	"12,000"	0	
P	S9	CALEDONIA	95	20602		"6,000"	0					
P	S8	TET - OAKFORD	95	40208		"12,000"	0					
P	S9	AUBURN	95	20702		"6,000"	0					
D	UGI ENERGY SERVICES LLC	883504581	N	FT     	200444	11/1/2004	10/31/2019	 	N	"1,500"	0	
P	S9	BIDDLECUM ROAD	95	20504		"1,500"	0					
P	S8	TET - OAKFORD	95	40208		"1,500"	0					
D	UGI ENERGY SERVICES LLC	883504581	N	FT     	200474	11/1/2005	3/31/2023	 	N	850	0	
P	S8	TET - OAKFORD	95	40208		850	0					
P	S9	BIG FLATS	95	20703		850	0					
D	UGI ENERGY SERVICES LLC	883504581	N	FT     	200491	11/1/2006	6/30/2019	 	Y	"1,000"	0	
P	S9	CALEDONIA	95	20602		"1,000"	0					
P	S8	TXG - LEBANON	95	40601		"1,000"	0					
D	UGI ENERGY SERVICES LLC	883504581	N	FT     	200509	2/1/2007	3/31/2023	 	N	"5,600"	0	
P	S9	CALEDONIA	95	20602		"5,600"	0					
P	S8	TET - OAKFORD	95	40208		"5,600"	0					
D	UGI ENERGY SERVICES LLC	883504581	N	FT     	200562	4/1/2010	3/31/2023	 	N	"4,000"	0	
P	S8	ROCKIES EXPRESS - LEBANON	95	40410		760	0					
P	S8	TET - LEBANON LATERAL	95	40501		760	0					
P	S8	TET - OAKFORD	95	40208		"3,240"	0					
P	S8	ANR - LEBANON	95	40401		760	0					
P	S9	BIDDLECUM ROAD	95	20504		"4,000"	0					
P	S8	TXG - LEBANON	95	40601		760	0					
D	UGI ENERGY SERVICES LLC	883504581	N	FT     	200652	4/1/2014	3/31/2019	 	N	"15,000"	0	
P	S9	TIOGA UGI R GATE	95	90008		"15,000"	0					
P	S8	TRANSCO - LEIDY	95	40301		"15,000"	0					
D	UGI ENERGY SERVICES LLC	883504581	N	FT     	200719	4/1/2017	3/31/2031	 	N	"8,000"	0	
P	S9	THERM CITY 1	95	20515		"8,000"	0					
P	S8	MILLENNIUM - HOLDING POINT (LN-1/31	95	41601		"8,000"	0					
D	UGI ENERGY SERVICES LLC	883504581	N	FT     	200725	7/1/2017	3/31/2032	 	N	100	0	
P	S9	PERRY CENTER	95	20605		100	0					
P	S8	TGP - ELLISBURG	95	40107		100	0					
D	"UGI UTILITIES, INC."	7915069	N	GSS    	300126	2/1/1999	3/31/2022	 	N	0	"666,667"	yc1
P	S8	TET - NORTH SUMMIT	95	40217		0	"3,704"					
P	IJ	DETI STRG SERVICE-N.SUMMIT(SS)	95	10003		0	"3,704"					
P	S9	TET - NORTH SUMMIT	95	40217		0	"6,667"					
P	S9	TET - OAKFORD	95	40208		0	0					
P	S8	DETI STRG POINT (ST)	95	10002		0	"3,704"					
P	S9	TET - CRAYNE FARM	95	40218		0	0					
P	WR	DETI STRG SERVICE-N.SUMMIT(SS)	95	10003		0	"6,667"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"6,667"					
D	"UGI UTILITIES, INC."	7915069	N	GSSTE  	600038	10/1/1993	3/31/2019	 	N	0	"941,176"	yc1
P	S9	DETI STRG POINT (ST)	95	10002		0	"6,000"					
P	S8	TRANSCO - LEIDY	95	40301		0	"5,229"					
P	S9	TET - CHAMBERSBURG (EAST COAST)	95	40201		0	0					
P	S9	TET - CRAYNE FARM	95	40218		0	0					
P	S9	TET - OAKFORD	95	40208		0	"6,000"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"5,229"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"5,229"					
P	S8	TET - LEIDY	95	40206		0	"5,229"					
P	S8	TET - MOUNDSVILLE	95	40216		0	"5,229"					
P	S8	TET - MULLETT	95	40207		0	"5,229"					
P	S8	TET - OAKFORD	95	40208		0	"5,229"					
P	S8	TET - POWHATTAN POINT	95	40205		0	"5,229"					
