H	"ENABLE GAS TRANSMISSION, LLC"	C000544	4/2/2018	O	4/1/2018	T	T	P. Shupe        (346)701-2124				
P	MQ	OUTPATIENT SRGY CRT ACC	95	15211	NORTH POOLING AREA	26	0	YI3/YK3				
D	OVERTON BROOKS VA MEDICAL CENTER	13498147	N	FT	1008294	10/1/2010	3/31/2012	365	N	504	0	
A	SAGE ENERGY TRADING LLC	N										
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	504	0					
P	MQ	OVERTON BROOKS VA ACCT	95	14618	SOUTH POOLING AREA	504	0	YI3/YK3				
D	"OZARK HEALTH, INC."	74091489	N	FT	1010505	5/1/2015	4/30/2019		N	71	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	71	0					
P	MQ	OZARK HEALTH ACCT	95	15946	NORTH POOLING AREA	71	0	YI3/YK3				
D	"OZARK MOUNTAIN POULTRY, INC."	799910448	N	FT	1010017	10/26/2013	11/30/2013	365	N	400	0	
A	CONOCOPHILLIPS COMPANY	N										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	400	0					
P	MQ	OZARK MT #1 BATES ACCT	95	13423	NORTH POOLING AREA	400	0	YI3/YK3				
D	"OZARK MOUNTAIN POULTRY, INC."	799910448	N	FT	1010570	8/1/2015	3/31/2016	365	N	469	0	
A	CONOCOPHILLIPS COMPANY	N										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	469	0					
P	MQ	CONAGRA FOOD BATEV ACCT	95	13780	NORTH POOLING AREA	469	0	YI3/YK3				
D	PARISH OF CADDO LOUISIANA	69743763	N	FT	1007354	10/1/2009	3/31/2012	365	N	350	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	350	0	YM2				
P	M2	WASKOM PLANT TAILGATE	95	805228	SOUTH POOLING AREA	350	0					
P	MQ	CADDO PARISH COURTHO AC	95	14567	SOUTH POOLING AREA	154	0	YI3/YK3				
P	MQ	CADDO PARISH CORRECT AC	95	14568	SOUTH POOLING AREA	196	0	YI3/YK3				
D	PARISH OF CADDO LOUISIANA	69743763	N	FT	1009523	9/1/2012	3/31/2016	365	N	42	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	42	0					
P	MQ	CADDO PAR JUV CRT ACCT	95	15437	SOUTH POOLING AREA	42	0	YI3/YK3				
D	PAUL MORRELL INVESTMENTS INC	62136197	N	FT	1009451	7/1/2012	3/31/2016	365	N	18	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	18	0					
P	MQ	PAUL-MORRELL INVEST ACC	95	15363	NORTH POOLING AREA	18	0	YI3/YK3				
D	"PECO FOODS, INC."	34130328	N	FT	1008641	3/1/2011	2/28/2013	365	N	525	0	
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	525	0	YM2				
P	M2	PLEASANT PLAINS WEST IC	95	170122	NORTH POOLING AREA	525	0					
P	MQ	PECO FOODS ACCT #1	95	11439	NORTH POOLING AREA	494	0	YI3/YK3				
P	MQ	PECO FOODS ACCT #3	95	15282	NORTH POOLING AREA	31	0	YI3/YK3				
D	"PECO FOODS, INC."	34130328	N	FT	1008642	3/1/2011	2/29/2012	365	N	200	0	
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	200	0	YM2				
P	M2	PLEASANT PLAINS WEST IC	95	170122	NORTH POOLING AREA	200	0					
P	MQ	PECO FOODS ACCT #2	95	12399	NORTH POOLING AREA	200	0	YI3/YK3				
D	"PET SOLUTIONS, LLC"	609549030	N	FT	1009099	5/1/2012	4/30/2013	365	N	750	0	
A	ENCORE ENERGY SERVICES INC	N										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	750	0					
P	MQ	PET SOLUTIONS LLC ACCT	95	15205	NORTH POOLING AREA	750	0	YI3/YK3				
D	PETROHAWK ENERGY CORPORATION	180037640	N	FT	1005249	8/1/2007	6/30/2027		Y	25000	0	
P	M2	LINE CP POINTS AND POOLS			LINE CP POINTS AND P	25000	0	YM2				
P	M2	KINDERHAWK - LINE CP IC	95	220325	LINE CP POINTS AND P	25000	0					
P	MQ	CGT CP DEL	95	13548	LINE CP POOLING AREA	25000	0					
D	PETROHAWK ENERGY CORPORATION	180037640	N	FT	1005819	10/1/2007	6/30/2027		N	25000	0	
P	M2	LINE CP POINTS AND POOLS			LINE CP POINTS AND P	25000	0	YM2				
P	M2	KINDERHAWK - LINE CP IC	95	220325	LINE CP POINTS AND P	25000	0					
P	MQ	CGT CP DEL	95	13548	LINE CP POOLING AREA	25000	0					
D	PETROHAWK ENERGY CORPORATION	180037640	N	FT	1006279	7/1/2008	6/30/2027		Y	30000	0	
P	M2	LINE CP POINTS AND POOLS			LINE CP POINTS AND P	30000	0	YM2				
P	M2	KINDERHAWK - LINE CP IC	95	220325	LINE CP POINTS AND P	30000	0					
P	MQ	CGT CP DEL	95	13548	LINE CP POOLING AREA	30000	0					
D	PF HILLSBORO LLC	79645154	N	FT	1010540	6/1/2015	5/31/2019		N	30	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	30	0					
P	MQ	PF HILLSBORO ACCT	95	15947	SOUTH POOLING AREA	30	0	YI3/YK3				
D	"PF JEFFERSON MANOR, LLC"	79645322	N	FT	1010426	2/1/2015	1/31/2019		N	33	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	33	0					
P	MQ	PF JEFFERSON MANOR ACCT	95	15808	NORTH POOLING AREA	33	0	YI3/YK3				
D	"PF TERRACE GREEN, LLC"	79645281	N	FT	1010425	2/1/2015	1/31/2019		N	20	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	20	0					
P	MQ	PF TER GRN HOUSING ACCT	95	15809	NORTH POOLING AREA	20	0	YI3/YK3				
D	PHILLIPS HOSPITAL CORP DBA HELENA REGIONAL MEDICAL CENTER	610940467	N	FT	1007024	4/1/2009	3/31/2012	365	N	179	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	179	0					
P	MQ	HELENA REG MED CTR ACCT	95	14272	NORTH POOLING AREA	179	0	YI3/YK3				
D	PILGRIM'S PRIDE CORPORATION	7334170	N	FT	1001001	7/1/1993	11/30/2014	365	N	580	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	580	0	YM2				
P	M2	TGT PV CORE REC	95	12143	SOUTH POOLING AREA	580	0					
P	MQ	PILGRIM PRD-MT PLS ACCT	95	11288	SOUTH POOLING AREA	580	0	YI3/YK3				
D	PILGRIM'S PRIDE CORPORATION	7334170	N	FT	1001044	10/1/1993	11/30/2014	365	N	234	0	
A	NATIONAL INFORMATION SOLUTIONS COOPERATIVE	N										
A	CONOCOPHILLIPS COMPANY	N										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	234	0					
P	MQ	PILGRIM'S-DEQUEEN_ACCT	95	11278	SOUTH POOLING AREA	234	0	YI3/YK3				
D	PILGRIM'S PRIDE CORPORATION	7334170	N	FT	1001045	10/1/1993	11/30/2018		N	190	0	
A	NATIONAL INFORMATION SOLUTIONS COOPERATIVE	N										
A	CONOCOPHILLIPS COMPANY	N										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	190	0					
P	MQ	PILGRM PRIDE-NSHVL ACCT	95	11266	SOUTH POOLING AREA	190	0	YI3/YK3				
D	PILGRIM'S PRIDE CORPORATION	7334170	N	FT	1001873	12/1/1996	11/30/2014	365	N	5600	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	5600	0	YM2				
P	M2	TGT PV CORE REC	95	12143	SOUTH POOLING AREA	1300	0					
P	MQ	PILGRIM PRD-MT PLS ACCT	95	11288	SOUTH POOLING AREA	5200	0	YI3/YK3				
P	MQ	PILGRIM PRIDE-PITT_ACC	95	11289	SOUTH POOLING AREA	400	0	YI3/YK3				
D	PILGRIM'S PRIDE CORPORATION	7334170	N	FT	1006389	7/1/2008	11/30/2014	365	N	140	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	140	0					
P	MQ	PILGRIM PRD-MT PLS ACCT	95	11288	SOUTH POOLING AREA	140	0	YI3/YK3				
D	PILGRIM'S PRIDE CORPORATION	7334170	N	FT	1008782	6/1/2011	11/30/2018		N	166	0	
A	NATIONAL INFORMATION SOLUTIONS COOPERATIVE	N										
A	CONOCOPHILLIPS COMPANY	N										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	166	0					
P	MQ	PILGRIM'S-DEQUEEN_ACCT	95	11278	SOUTH POOLING AREA	166	0	YI3/YK3				
D	PILGRIM'S PRIDE CORPORATION	7334170	N	FT	1009102	2/1/2012	11/30/2018		N	131	0	
A	NATIONAL INFORMATION SOLUTIONS COOPERATIVE	N										
A	CONOCOPHILLIPS COMPANY	N										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	131	0					
P	MQ	PILGRM PRIDE-NSHVL ACCT	95	11266	SOUTH POOLING AREA	131	0	YI3/YK3				
D	PINE BLUFF ARSENAL	37466062	N	FT	1006530	9/1/2008	9/30/2011	365	N	3300	0	
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	2100	0	YM2				
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	1200	0	YM2				
P	M2	EOIT NEUTRAL IC	95	12261	NEUTRAL POOLING AREA	100	0					
P	MQ	PINE BLUFF ARSENAL_ACCT	95	16624	NORTH POOLING AREA	2100	0	YI3/YK3				
P	MQ	RED RIVER ARMY DEPOT	95	802011	SOUTH POOLING AREA	1200	0					
D	PINE BLUFF ENERGY LLC	63085257	N	FT	1002470	6/9/2001	6/8/2021		N	40000	0	
A	CALPINE ENERGY SERVICES L.P.	N										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	30000	0					
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	10000	0					
P	MQ	SKYGEN #1	95	47014	NORTH POOLING AREA	40000	0					
D	PLANTERS COTTON OIL MILL INC	84930833	N	FT	1006185	4/1/2008	3/31/2012	365	N	770	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	770	0					
P	MQ	PLANTERS COTTON ACCT	95	12566	NORTH POOLING AREA	770	0	YI3/YK3				
D	PLEASANT VALLEY COUNTRY CLUB	75667238	N	FT	1009069	12/1/2011	11/30/2020		N	25	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	25	0					
P	MQ	PLEASANT VALLEY CC ACCT	95	15138	NORTH POOLING AREA	25	0	YI3/YK3				
D	PLIANT LLC	623327731	N	FT	1011193	11/1/2017	10/31/2018		N	50	0	
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	50	0					
P	MQ	"PLIANT, LLC ACCT"	95	18381	NEUTRAL POOLING AREA	50	0	YI3/YK3				
D	PNK BOSSIER CITY INC DBA BOOMTOWN CASINO	26569367	N	FT	1007371	10/1/2009	3/31/2012	365	N	85	0	
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	85	0	YM2				
P	M2	TGT PV CORE REC	95	12143	SOUTH POOLING AREA	85	0					
P	MQ	PNK BOSSIER CITY INC AC	95	14572	SOUTH POOLING AREA	85	0	YI3/YK3				
D	POINT REMOVE WETLANDS RECLAMATION AND IRRIGATION DISTRICT	962187816	N	FT	1009372	6/1/2012	3/31/2015	365	N	50	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	50	0					
P	MQ	POINT REMOVE ACCT	95	15310	NORTH POOLING AREA	50	0	YI3/YK3				
D	POM INCORPORATED	449150148	N	FT	1010316	4/1/2015	3/31/2016	365	N	50	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	50	0					
P	MQ	POM INCORPORATED ACCT	95	15128	NORTH POOLING AREA	50	0	YI3/YK3				
D	POPE COUNTY COMPLEX/POPE COUNTY COURTHOUSE	77387082	N	FT	1010631	9/1/2015	8/31/2018		N	27	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	27	0					
P	MQ	POPE CNTY COMPLEX ACCT	95	18317	NORTH POOLING AREA	27	0	YI3/YK3				
D	POROCEL CORPORATION	2156545	N	FT	1008452	1/1/2011	3/31/2012	365	N	650	0	
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	650	0					
P	MQ	POROCEL CORP_ACCT	95	11426	NORTH POOLING AREA	650	0	YI3/YK3				
D	PORTERS OF LOUISIANA LLC	34501346	N	FT	1009430	6/1/2012	3/31/2019		N	46	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	46	0					
P	MQ	PORTERS CLEANERS ACCT	95	15334	SOUTH POOLING AREA	46	0	YI3/YK3				
D	POST HOLDINGS INC	805730178	N	FT	1009663	1/9/2013	12/1/2013	365	N	1400	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	1400	0					
P	MQ	POST FOODS ACCT	95	12827	NORTH POOLING AREA	1400	0	YI3/YK3				
D	PPG INDUSTRIES INC	7240716	N	FT	1009039	11/1/2011	3/31/2019		N	176	0	
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	176	0					
P	MQ	PPG INDUSTRIES ACCT	95	15139	NORTH POOLING AREA	176	0	YI3/YK3				
D	PRATT PAPER (LA) LLC	5683732	N	FT	1006361	12/1/2008	11/30/2018		N	5000	0	
A	CONOCOPHILLIPS COMPANY	N										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	5000	0	YM2				
P	M2	PORT DEHY CTP	95	14982	SOUTH POOLING AREA	5000	0					
P	MQ	PRATT PLANT	95	13822	SOUTH POOLING AREA	5000	0					
D	PRE-PAID LEGAL SERVICES INC	82485350	N	FT	1007933	6/1/2010	3/31/2012	365	N	67	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	WEST 2 POINTS AND POOLS			WEST POOLING AREA 2	67	0					
P	MQ	PRE PAID LEGAL SERV ACC	95	14788	WEST POOLING AREA 2	67	0	YI3/YK3				
D	PRECISION PACKAGING INC	49394299	N	FT	1007022	4/1/2009	3/31/2012	365	N	153	0	
A	"BLUEMARK ENERGY, LLC"	N										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	153	0					
P	MQ	PRECISION PACKAGING ACC	95	14210	NORTH POOLING AREA	153	0	YI3/YK3				
D	PRECOAT METALS CORP.	6420087	N	FT	1005275	7/1/2007	6/30/2016	365	N	1500	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	1500	0	YM2				
P	M2	MIDGE CPF #1	95	170645	NORTH POOLING AREA	1500	0					
P	MQ	PRECOAT METALS PLANT	95	170140	NORTH POOLING AREA	1500	0					
D	PREMIUM PROTEIN PRODUCTS LLC	6345813	N	FT	1010671	10/1/2015	11/30/2016	365	N	960	0	
A	CONOCOPHILLIPS COMPANY	N										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	960	0					
P	MQ	PREMIUM PROTEIN ACCT	95	13788	NORTH POOLING AREA	960	0	YI3/YK3				
D	PRESTOLITE WIRE CORPORATION	151362019	N	FT	1002728	12/1/2000	3/31/2002	365	N	450	0	
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	450	0					
P	MQ	PRESTOLITE WIRE ACCT	95	12949	NORTH POOLING AREA	450	0	YI3/YK3				
D	PRIEFERT MANUFACTURING CO INC	7507597	N	FT	1004959	3/1/2006	11/30/2017	365	N	250	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	250	0	YM2				
P	M2	TGT PV CORE REC	95	12143	SOUTH POOLING AREA	250	0					
P	MQ	PRIEFERT MFG CO INC_ACC	95	12743	SOUTH POOLING AREA	250	0	YI3/YK3				
D	PRIME-LINE INC	824953038	N	FT	1008971	9/1/2011	8/31/2018		N	111	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	111	0					
P	MQ	PRIME-LINE INC ACCT	95	15126	NORTH POOLING AREA	111	0	YI3/YK3				
D	PRODUCERS RICE MILL INC	6347157	N	FT	1001196	11/1/1993	3/31/2007	365	N	1600	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	1600	0					
P	MQ	PRODUCERS RICE MILL-ACC	95	11462	NORTH POOLING AREA	1600	0	YI3/YK3				
D	PULASKI COUNTY	30417182	N	FT	1009320	5/1/2012	3/31/2019		N	113	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	113	0					
P	MQ	PULASKI COUNTY ACCT	95	15255	NORTH POOLING AREA	113	0	YI3/YK3				
D	PULASKI COUNTY	30417182	N	FT	1010157	3/1/2014	3/31/2019		N	43	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	43	0					
P	MQ	PULASKI CO. COURT ACC	95	15664	NORTH POOLING AREA	43	0	YI3/YK3				
D	PULASKI COUNTY	30417182	N	FT	1011252	4/1/2018	3/31/2019		N	48	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	48	0					
P	MQ	PULASKI CO SHERIFF ACCT	95	290437	NORTH POOLING AREA	48	0	YI3/YK3				
D	"PURINA MILLS, LLC"	808855373	N	FT	1010839	5/1/2016	3/31/2017	365	N	75	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	75	0					
P	MQ	PURINA ACCT	95	14548	SOUTH POOLING AREA	75	0	YI3/YK3				
D	QUALAWASH HOLDINGS LLC	832384668	N	FT	1008925	8/1/2011	3/31/2012	365	N	45	0	
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	45	0	YM2				
P	M2	TGT @ W MEMPHIS IC	95	2017	NORTH POOLING AREA	45	0					
P	MQ	QUALAWASH ACCT	95	14806	NORTH POOLING AREA	45	0	YI3/YK3				
D	"R K HALL CONSTRUCTION LTD A DIVISION OF SUMMIT MATERIALS, LLC"	190610886	N	FT	1008888	7/1/2011	3/31/2015	365	N	50	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	50	0	YM2				
P	M2	CGT PV CORE REC	95	12057	SOUTH POOLING AREA	50	0					
P	MQ	RK HALL CONSTRUCTION AC	95	15095	SOUTH POOLING AREA	50	0	YI3/YK3				
D	R W NORTON ART FOUNDATION	68966191	N	FT	1007315	9/1/2009	3/31/2012	365	N	80	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	80	0	YM2				
P	M2	WASKOM PLANT TAILGATE	95	805228	SOUTH POOLING AREA	80	0					
P	MQ	R W NORTON ART GALL ACC	95	14501	SOUTH POOLING AREA	80	0	YI3/YK3				
D	RAEFORD FARMS OF LOUISIANA LLC	832954130	N	FT	1009456	7/1/2012	3/31/2016	365	N	37	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	37	0					
P	MQ	RAEFORD FM GIBSLAND ACC	95	15370	SOUTH POOLING AREA	37	0	YI3/YK3				
D	RAM JACK MANUFACTURING LLC	833207678	N	FT	1008200	9/1/2010	3/31/2012	365	N	36	0	
A	"PRO ENERGY PARTNERS, LP"	N										
A	CIMA ENERGY LP	N										
P	M2	WEST 2 POINTS AND POOLS			WEST POOLING AREA 2	36	0					
P	MQ	RAM JACK MFG LLC ACCT	95	14840	WEST POOLING AREA 2	36	0	YI3/YK3				
D	RED RIVER ARMY DEPOT	835543521	N	FT	1010443	4/1/2016	4/30/2021		Y	1900	0	
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	1900	0					
P	MQ	RED RIVER ARMY DEPOT	95	802011	SOUTH POOLING AREA	1900	0					
D	RED RIVER ENTERTAINMENT OF SHREVEPORT PARTNERSHIP IN COMMENDAM DBA SAMS TOW	800038655	N	FT	1007608	2/1/2010	3/31/2012	365	N	375	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	375	0					
P	MQ	SAMS TOWN HOTEL & C ACC	95	14624	SOUTH POOLING AREA	375	0	YI3/YK3				
D	RED RIVER TECHNOLOGY CENTER	96139613	N	FT	1008898	7/1/2011	6/30/2018		N	32	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	WEST 2 POINTS AND POOLS			WEST POOLING AREA 2	32	0					
P	MQ	RED RIVER TECH CTR ACCT	95	15091	WEST POOLING AREA 2	32	0	YI3/YK3				
D	RED RIVER TERMINALS LLC	968136473	N	FT	1007647	3/1/2010	3/31/2012	365	N	237	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	237	0					
P	MQ	RED RIVER TERMINALS ACC	95	14646	SOUTH POOLING AREA	237	0	YI3/YK3				
D	REGIONAL MEDICAL CENTER OF NEA	44694458	N	FT	1002720	12/1/2000	3/31/2002	365	N	157	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	157	0					
P	MQ	REGIONAL MED MAIN ACCT	95	12449	NORTH POOLING AREA	157	0	YI3/YK3				
D	REMINGTON ARMS COMPANY INC	1453216	N	FT	1008450	1/1/2011	3/31/2012	365	N	705	0	
A	"BERNHARD TME, LLC"	N										
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	705	0					
P	MQ	REMINGTON ARMS_ACCT	95	11340	NORTH POOLING AREA	705	0	YI3/YK3				
D	RETIRED TEACHERS HOUSING INC	187063417	N	FT	1009319	5/1/2012	4/30/2019		N	30	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	30	0					
P	MQ	RETIRED TEAC HOUS ACCT	95	15254	NORTH POOLING AREA	30	0	YI3/YK3				
D	REYNOLDS CONSUMER PRODUCTS INC	809587194	N	FT	1006188	4/1/2008	10/31/2016	365	N	2500	0	
A	NATIONAL INFORMATION SOLUTIONS COOPERATIVE	N										
A	TWIN EAGLE RESOURCE MANAGEMENT LLC	N										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	1060	0	YM2				
P	M2	WEST 1 POINTS AND POOLS			WEST POOLING AREA 1	1440	0	YM2				
P	M2	EGG MCCLURE IC	95	301104	WEST POOLING AREA 1	1440	0					
P	MQ	ALUMAX JONES MILL	95	801500	NORTH POOLING AREA	2500	0					
D	REYNOLDS METALS COMPANY	98828908	N	FT	1010522	11/1/2015	10/31/2018		N	3850	0	
A	U.S. ENERGY SERVICES INC	N										
A	SPIRE MARKETING INC.	N										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	2000	0	YM2				
P	M2	WEST 1 POINTS AND POOLS			WEST POOLING AREA 1	1850	0	YM2				
P	M2	EOIT CADDO RECEIPT	95	302015	WEST POOLING AREA 1	1850	0					
P	MQ	REYNOLDS-GUM SPRINGS	95	79810	SOUTH POOLING AREA	3850	0					
D	RHEIN CHEMIE CORPORATION	2323806	N	FT	1006294	5/1/2008	2/28/2009	365	N	310	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	310	0					
P	MQ	TIRE CURING BLADRS ACCT	95	11333	NORTH POOLING AREA	310	0	YI3/YK3				
D	"RICELAND FOODS, INC."	6337166	N	FT	1000199	1/1/1987	3/31/2011	365	N	5300	0	
A	CONOCOPHILLIPS COMPANY	N										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	5300	0					
P	MQ	RICELAND JONESBORO ACCT	95	13785	NORTH POOLING AREA	1200	0	YI3/YK3				
P	MQ	RICELAND STUTT SOY ACCT	95	13786	NORTH POOLING AREA	2800	0	YI3/YK3				
P	MQ	RICELAND STUTT PAR ACCT	95	13787	NORTH POOLING AREA	1300	0	YI3/YK3				
D	RINECO CHEMICAL INDUSTRIES INC	126140838	N	FT	1004052	9/1/2004	11/30/2014	365	N	840	0	
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	840	0					
P	MQ	RINECO CHEMICAL - ACCT	95	13061	NORTH POOLING AREA	840	0	YI3/YK3				
D	RIVIANA FOODS INC	147160956	N	FT	1003472	2/12/2003	3/31/2013	365	N	550	0	
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	550	0					
P	MQ	BRINKLEY FOODS-ACCT	95	12786	NORTH POOLING AREA	550	0	YI3/YK3				
D	ROACH MANUFACTURING CORPORATION	7020183	N	FT	1007309	9/1/2009	3/31/2012	365	N	76	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	76	0					
P	MQ	ROACH MANUFACTURING ACC	95	14461	NORTH POOLING AREA	76	0	YI3/YK3				
D	ROADCLIPPER ENTERPRISES DBA DIAMOND  C TRAILERS	521200002	N	FT	1011261	4/1/2018	3/31/2019		N	70	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	70	0					
P	MQ	DIAMOND TRAILERS ACCT	95	290492	SOUTH POOLING AREA	70	0	YI3/YK3				
