H	"Columbia Gas Transmission, LLC"	C000306          	4/2/2018	O	4/1/2018	T	T	Kay Dennison (832)320-5336	 			
D	New York State Electric & Gas Corporation	41866497	N       	FSS     	80349	11/1/2004	3/31/2020	 	N		4221767	 
D	New York State Electric & Gas Corporation	41866497	N       	SST     	80350	11/1/2004	3/31/2020	 	N	34257		 
P	M2	RP Storage Point TCO	95	STOR	TCO     	34257			 	 	 	 
P	MQ	NYSEG OP-02         	95	21	TCO     	62865			 	 	 	 
P	MQ	NYSEG OP-08         	95	52	TCO     	7692			 	 	 	 
D	NJR Energy Services Company	25715165	N       	FTS     	191933	7/15/2017	6/30/2018	 	N	0		 
P	M2	TM Eagle MA25	95	TMEAGLE	TCO     	0			 	 	 	 
P	MQ	EAGLE-25            	95	C22	TCO     	0			 	 	 	 
D	NJR Energy Services Company	25715165	N       	FTS     	194823	10/1/2017	10/31/2020	 	N	3596		 
P	M2	TCO-LEACH	95	801	TCO     	3596			 	 	 	 
P	MQ	MARTINS CREEK - 21	95	E17	TCO     	3596			 	 	 	 
D	NJR Energy Services Company	25715165	N       	FTS     	194824	10/1/2017	4/30/2021	 	N	3500		 
P	M2	MILFORD-21          	95	B18	TCO     	3500			 	 	 	 
P	MQ	Gilbert                         	95	634545	TCO     	3500			 	 	 	 
D	NJR Energy Services Company	25715165	N       	SST     	194826	10/1/2017	3/31/2026	 	N	2617		 
P	M2	RP Storage Point TCO	95	STOR	TCO     	2617			 	 	 	 
P	MQ	MARTINS CREEK - 21	95	E17	TCO     	2017			 	 	 	 
P	MQ	PENN FUEL OP 04-21  	95	56-21	TCO     	599			 	 	 	 
D	NJR Energy Services Company	25715165	N       	FSS     	194827	10/1/2017	3/31/2026	 	N		370244	 
D	NJR Energy Services Company	25715165	N       	FTS     	194828	10/1/2017	2/28/2021	 	N	14824		 
P	M2	LOUDOUN LNG         	95	LOUDOUN	TCO     	14824			 	 	 	 
P	MQ	SOUTH JERSEY GAS CO 	95	109	TCO     	14824			 	 	 	 
D	NJR Energy Services Company	25715165	N       	FTS     	194996	10/1/2017	4/30/2021	 	N	3366		 
P	M2	MILFORD-21          	95	B18	TCO     	3366			 	 	 	 
P	MQ	UGI CORP-25         	95	72-25	TCO     	3366			 	 	 	 
D	NJR Energy Services Company	25715165	N       	FTS     	203325	4/1/2018	10/31/2024	 	N	15800		 
P	M2	EAGLE-25            	95	C22	TCO     	15800			 	 	 	 
P	MQ	LOUDOUN LNG         	95	LOUDOUN	TCO     	15800			 	 	 	 
D	"Noble Energy, Inc."	52877586	N       	FTS     	173394	1/1/2018	12/31/2032	 	Y	100000		 
P	M2	Majorsville - LXP	95	643106	TCO     	100000			 	 	 	 
P	MQ	TCO-LEACH	95	801	TCO     	100000			 	 	 	 
D	Northeast Natural Energy LLC	SR 4222142	N       	FTS     	131565	5/1/2012	4/30/2039	 	N	2000		 
A	"Snyder Brothers, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	Boyles 	95	642589	TCO     	2000			 	 	 	 
P	MQ	NFG - Dutch Hill	95	642643	TCO     	2000			 	 	 	 
D	Northeast Natural Energy LLC	SR 4222142	N       	FTS     	131579	5/4/2012	4/30/2024	 	Y	16550		 
A	"Snyder Brothers, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	Boyles 	95	642589	TCO     	16550			 	 	 	 
P	MQ	NFG - Dutch Hill	95	642643	TCO     	16550			 	 	 	 
D	Northeast Ohio Natural Gas Corp.	147206353	N       	GTS     	37959	11/1/1993	10/31/2009	365	N	1200	51446	 
P	M2	TCO-LEACH	95	801	TCO     	200			 	 	 	 
P	MQ	Holmesville Delivery-Cobra	95	COBRAHD	TCO     	45			 	 	 	 
P	MQ	North Trumbull Delivery - Cobra	95	COBRANTD	TCO     	145			 	 	 	 
P	MQ	NORTHEAST OHIO-4    	95	118-4	TCO     	160			 	 	 	 
P	MQ	NORTHEAST OHIO-5    	95	118-5	TCO     	150			 	 	 	 
P	MQ	NORTHEAST OHIO-9    	95	118-9	TCO     	100			 	 	 	 
P	MQ	NW FAIRFIELD                    	95	734952	TCO     	600			 	 	 	 
D	Northeast Ohio Natural Gas Corp.	147206353	N       	FTS     	166907	12/1/2015	11/30/2022	 	N	2275		 
P	M2	TCO-LEACH	95	801	TCO     	2275			 	 	 	 
P	MQ	EAST OHIO GAS CO- 4	95	80-4	TCO     	625			 	 	 	 
P	MQ	Holmesville Delivery-Cobra	95	COBRAHD	TCO     	400			 	 	 	 
P	MQ	NORTHEAST OHIO-5    	95	118-5	TCO     	1250			 	 	 	 
D	Northeast Ohio Natural Gas Corp.	147206353	N       	FTS     	167779	1/1/2016	12/31/2022	 	N	872		 
P	M2	TCO-LEACH	95	801	TCO     	872			 	 	 	 
P	MQ	Churchtown Delivery - Cobra	95	COBRACD	TCO     	50			 	 	 	 
P	MQ	Holmesville Delivery-Cobra	95	COBRAHD	TCO     	772			 	 	 	 
P	MQ	North Trumbull Delivery - Cobra	95	COBRANTD	TCO     	50			 	 	 	 
D	"NOVEC Energy Solutions, Inc."	7940356	N       	FTS     	172610	6/1/2016	3/31/2027	 	N	340		 
P	M2	TCO-LEACH	95	801	TCO     	340			 	 	 	 
P	MQ	WASHINGTON GAS-30   	95	78-30	TCO     	340			 	 	 	 
D	Nytis Exploration Company LLC	SR 011528	N       	FTS     	24589	4/14/2011	3/31/2036	 	N	1000		 
A	"Chesapeake Appalachia, L.L.C."	N       		 	 	 	 	 	 	 	 	 
A	Cranberry Pipeline Corporation	N       		 	 	 	 	 	 	 	 	 
A	"Dominion Energy Field Services, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"eServices, LLC"	N       		 	 	 	 	 	 	 	 	 
A	Interstate Natural Gas Company	N       		 	 	 	 	 	 	 	 	 
A	Mid-Atlantic Energy LLC	N       		 	 	 	 	 	 	 	 	 
P	M2	CHK - KERMIT/INEZ     	95	CNR04	TCO     	100			 	 	 	 
P	M2	Nytis	95	839196	TCO     	900			 	 	 	 
P	MQ	TCO-LEACH	95	801	TCO     	1000			 	 	 	 
D	Nytis Exploration Company LLC	SR 011528	N       	FTS     	30091	9/1/2011	5/31/2020	 	N	1000		 
A	"Chesapeake Appalachia, L.L.C."	N       		 	 	 	 	 	 	 	 	 
A	Cranberry Pipeline Corporation	N       		 	 	 	 	 	 	 	 	 
A	"Dominion Energy Field Services, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"eServices, LLC"	N       		 	 	 	 	 	 	 	 	 
A	Interstate Natural Gas Company	N       		 	 	 	 	 	 	 	 	 
A	Mid-Atlantic Energy LLC	N       		 	 	 	 	 	 	 	 	 
P	M2	BAIDEN GAS COMPANY              	95	800875	TCO     	804			 	 	 	 
P	M2	BAIDEN GAS COMPANY              	95	816117	TCO     	21			 	 	 	 
P	M2	CHK - KERMIT/INEZ     	95	CNR04	TCO     	175			 	 	 	 
P	MQ	COL GAS OF KY 06-12 	95	18-12	TCO     	1000			 	 	 	 
D	Nytis Exploration Company LLC	SR 011528	N       	FTS     	30092	9/1/2011	5/31/2020	 	N	150		 
A	"Chesapeake Appalachia, L.L.C."	N       		 	 	 	 	 	 	 	 	 
A	Cranberry Pipeline Corporation	N       		 	 	 	 	 	 	 	 	 
A	"Dominion Energy Field Services, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"eServices, LLC"	N       		 	 	 	 	 	 	 	 	 
A	Interstate Natural Gas Company	N       		 	 	 	 	 	 	 	 	 
A	Mid-Atlantic Energy LLC	N       		 	 	 	 	 	 	 	 	 
P	M2	CHK - KERMIT/INEZ     	95	CNR04	TCO     	150			 	 	 	 
P	MQ	COL GAS OH OP 07-9  	95	23-9	TCO     	150			 	 	 	 
D	Nytis Exploration Company LLC	SR 011528	N       	FTS     	183408	12/1/2016	3/31/2020	 	Y	543		 
A	"Chesapeake Appalachia, L.L.C."	N       		 	 	 	 	 	 	 	 	 
A	Cranberry Pipeline Corporation	N       		 	 	 	 	 	 	 	 	 
A	"Dominion Energy Field Services, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"eServices, LLC"	N       		 	 	 	 	 	 	 	 	 
A	Interstate Natural Gas Company	N       		 	 	 	 	 	 	 	 	 
A	Mid-Atlantic Energy LLC	N       		 	 	 	 	 	 	 	 	 
P	M2	CHK - Cobb	95	CNR18	TCO     	291			 	 	 	 
P	M2	NYTIS-B H GROVES            	95	824390	TCO     	7			 	 	 	 
P	M2	NYTIS-BEALL               	95	620649	TCO     	145			 	 	 	 
P	M2	NYTIS-SANDY               	95	620648	TCO     	100			 	 	 	 
P	MQ	Constellation Big Sandy         	95	836799	TCO     	543			 	 	 	 
D	Nytis Exploration Company LLC	SR 011528	N       	FTS     	183409	12/1/2016	5/31/2020	 	Y	537		 
A	"Chesapeake Appalachia, L.L.C."	N       		 	 	 	 	 	 	 	 	 
A	Cranberry Pipeline Corporation	N       		 	 	 	 	 	 	 	 	 
A	"Dominion Energy Field Services, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"eServices, LLC"	N       		 	 	 	 	 	 	 	 	 
A	Interstate Natural Gas Company	N       		 	 	 	 	 	 	 	 	 
A	Mid-Atlantic Energy LLC	N       		 	 	 	 	 	 	 	 	 
P	M2	CHK - Cobb	95	CNR18	TCO     	98			 	 	 	 
P	M2	NYTIS-B H GROVES            	95	824390	TCO     	14			 	 	 	 
P	M2	NYTIS-QS BLUE CREEK #2    	95	805461	TCO     	200			 	 	 	 
P	M2	NYTIS-QS BLUE CREEK #3    	95	830249	TCO     	225			 	 	 	 
P	MQ	Constellation Big Sandy         	95	836799	TCO     	537			 	 	 	 
D	Ohio Cumberland Gas Company	37529021	N       	GTS     	37961	11/1/1993	12/31/2021	 	N	4016	132480	 
A	"Atmos Energy Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
A	Centerpoint 2	N       		 	 	 	 	 	 	 	 	 
A	"CenterPoint Energy Services, Inc."	N       		 	 	 	 	 	 	 	 	 
A	Cumberland Gas Marketing Co.	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	667			 	 	 	 
P	MQ	KILL DUFF ROAD                  	95	730209	TCO     	200			 	 	 	 
P	MQ	KOCHHEISER RD                   	95	734735	TCO     	60			 	 	 	 
P	MQ	OHIO CUMBERLAND - BOY SCOUT     	95	735716	TCO     	3			 	 	 	 
P	MQ	OHIO CUMBERLAND-8   	95	134-8	TCO     	6553			 	 	 	 
D	Old Dominion Electric Cooperative	70431218	N       	NTS     	26592	5/1/2011	10/31/2028	 	Y	50000	0	 
A	Aces Power Marketing	N       		 	 	 	 	 	 	 	 	 
P	M2	EAGLE-25            	95	C22	TCO     	50000			 	 	 	 
P	MQ	ROCK SPRINGS STATION            	95	637184	TCO     	50000			 	 	 	 
D	Old Dominion Electric Cooperative	70431218	N       	FTS     	75240	11/1/2003	10/31/2028	 	N	85000		 
A	Aces Power Marketing	N       		 	 	 	 	 	 	 	 	 
P	M2	DOWNINGTOWN-29      	95	E3	TCO     	85000			 	 	 	 
P	M2	EAGLE-25            	95	C22	TCO     	85000			 	 	 	 
P	MQ	ROCK SPRINGS STATION            	95	637184	TCO     	85000			 	 	 	 
D	"Orange and Rockland Utilities, Inc."	6993406	N       	FSS     	80099	11/1/2004	3/31/2019	 	N		1432365	 
A	"Consolidated Edison Company of New York, Inc."	N       		 	 	 	 	 	 	 	 	 
D	"Orange and Rockland Utilities, Inc."	6993406	N       	SST     	80105	11/1/2004	3/31/2019	 	N	10000		 
A	"Consolidated Edison Company of New York, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	10000			 	 	 	 
P	MQ	ORANGE & ROCKLAND   	95	54	TCO     	73734			 	 	 	 
D	"Orange and Rockland Utilities, Inc."	6993406	N       	FTS     	100384	11/1/2008	3/31/2019	 	N	63734		 
A	"Consolidated Edison Company of New York, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"Direct Energy Business Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
P	M2	BROAD RUN-19        	95	B9	TCO     	7752			 	 	 	 
P	M2	EAGLE-25            	95	C22	TCO     	9148			 	 	 	 
P	M2	HI-HAT/EQUITABLE-16 	95	F3	TCO     	6100			 	 	 	 
P	M2	MILFORD-21          	95	B18	TCO     	21992			 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	18742			 	 	 	 
P	MQ	ORANGE & ROCKLAND   	95	54	TCO     	63734			 	 	 	 
D	Orwell Natural Gas Company	157277492	N       	GTS     	37962	11/1/1993	3/31/2015	365	N	2975	92859	 
P	M2	DUNGANNON-4         	95	B11	TCO     	500			 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	667			 	 	 	 
P	MQ	North Trumbull Delivery - Cobra	95	COBRANTD	TCO     	2975			 	 	 	 
D	P. H. Glatfelter Company	3003407	N       	FTS     	154503	7/1/2014	9/30/2019	 	N	2640		 
A	"Direct Energy Business Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	2640			 	 	 	 
P	MQ	COL GAS OH OP 07-8  	95	23-8	TCO     	2640			 	 	 	 
D	P. H. Glatfelter Company	3003407	N       	FTS     	178703	10/1/2016	9/30/2019	 	N	8514		 
A	"Direct Energy Business Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	8514			 	 	 	 
P	MQ	COL GAS OH OP 07-8  	95	23-8	TCO     	8514			 	 	 	 
D	Pacific Summit Energy LLC	162768241	N       	FTS     	158000	11/1/2014	10/31/2019	 	N	13800		 
P	M2	BROAD RUN-19        	95	B9	TCO     	13800			 	 	 	 
P	MQ	TCO-LEACH	95	801	TCO     	13800			 	 	 	 
D	"Peninsula Energy Services Company, Inc."	619015865	N       	FTS     	194451	1/1/2018	12/31/2018	 	N	500		 
P	M2	TKI_Heathville                  	95	634149	TCO     	500			 	 	 	 
P	MQ	COL GAS PA 08-39    	95	25-39	TCO     	500			 	 	 	 
D	"Peninsula Energy Services Company, Inc."	619015865	N       	FTS     	194452	1/1/2018	12/31/2018	 	N	400		 
P	M2	TKI-HORN                        	95	629934	TCO     	400			 	 	 	 
P	MQ	PENN FUEL OP-08-36  	95	56W	TCO     	400			 	 	 	 
D	Peoples TWP LLC	77493252	N       	SST     	38091	11/1/1993	3/31/2022	 	N	2459		 
P	M2	RP Storage Point TCO	95	STOR	TCO     	2459			 	 	 	 
P	MQ	TW PHILLIPS GAS-38  	95	70-38	TCO     	2459			 	 	 	 
D	Peoples TWP LLC	77493252	N       	FSS     	50112	4/1/1999	3/31/2022	 	N		353360	 
D	Peoples TWP LLC	77493252	N       	SST     	50113	11/1/1999	3/31/2022	 	N	2945		 
P	M2	RP Storage Point TCO	95	STOR	TCO     	2945			 	 	 	 
P	MQ	TW PHILLIPS GAS-36  	95	70-36	TCO     	2945			 	 	 	 
D	Peoples TWP LLC	77493252	N       	FSS     	53012	11/1/1993	3/31/2022	 	N		256467	 
D	Peoples TWP LLC	77493252	N       	FTS     	133308	11/1/2012	3/31/2022	 	N	3257		 
P	M2	UNIONVILLE-35       	95	B15	TCO     	3257			 	 	 	 
P	MQ	TW PHILLIPS GAS-38  	95	70-38	TCO     	3257			 	 	 	 
D	"Petro Services, LLC"	SR 3761069	N       	FTS     	10271	8/1/2009	3/31/2020	 	Y	1008		 
A	"NextEra Energy Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
A	Reserve Oil & Gas	N       		 	 	 	 	 	 	 	 	 
P	M2	Barren Creek	95	838692	TCO     	185			 	 	 	 
P	M2	Beech	95	840064	TCO     	100			 	 	 	 
P	M2	Dog Creek	95	840015	TCO     	10			 	 	 	 
P	M2	East of Eden	95	840229	TCO     	159			 	 	 	 
P	M2	Patton	95	839166	TCO     	26			 	 	 	 
P	M2	Pigeon	95	839167	TCO     	200			 	 	 	 
P	M2	West of Eden	95	840205	TCO     	328			 	 	 	 
P	MQ	Constellation Big Sandy         	95	836799	TCO     	1008			 	 	 	 
D	"Petro Services, LLC"	SR 3761069	N       	FTS     	10334	8/1/2009	3/31/2020	 	Y	7		 
A	Energy Corporation of America	N       		 	 	 	 	 	 	 	 	 
A	"NextEra Energy Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
A	Reserve Oil & Gas	N       		 	 	 	 	 	 	 	 	 
P	M2	A&W-Gandee                      	95	821917	TCO     	7			 	 	 	 
P	MQ	Constellation Big Sandy         	95	836799	TCO     	7			 	 	 	 
D	"Petro Services, LLC"	SR 3761069	N       	FTS     	15254	5/17/2010	5/31/2020	 	Y	985		 
A	"NextEra Energy Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
A	Reserve Oil & Gas	N       		 	 	 	 	 	 	 	 	 
P	M2	A&W-Gandee                      	95	821917	TCO     	13			 	 	 	 
P	M2	East of Eden	95	840229	TCO     	301			 	 	 	 
P	M2	Patton	95	839166	TCO     	49			 	 	 	 
P	M2	West of Eden	95	840205	TCO     	622			 	 	 	 
P	MQ	Constellation Big Sandy         	95	836799	TCO     	985			 	 	 	 
D	"Piedmont Natural Gas Company, Inc."	6996219	N       	FTS     	37803	11/1/1993	3/31/2022	 	N	23000		 
A	"Direct Energy Business Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	23000			 	 	 	 
P	MQ	BOSWELLS TAVERN  (75-007219)    	95	833097	TCO     	23000			 	 	 	 
D	"Piedmont Natural Gas Company, Inc."	6996219	N       	SST     	38052	11/1/1993	3/31/2024	 	N	5000		 
A	"Emera Energy Services, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	5000			 	 	 	 
P	MQ	Nashville Gas Co	95	341	TCO     	5000			 	 	 	 
D	"Piedmont Natural Gas Company, Inc."	6996219	N       	FSS     	53017	11/1/1993	3/31/2024	 	N		611870	 
A	"Emera Energy Services, Inc."	N       		 	 	 	 	 	 	 	 	 
D	"Piedmont Natural Gas Company, Inc."	6996219	N       	SST     	78698	4/1/2005	3/31/2020	 	N	2599		 
A	"Shell Energy North America (US), L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	2599			 	 	 	 
P	MQ	Pleasant Hill	95	30NC	TCO     	12500			 	 	 	 
D	"Piedmont Natural Gas Company, Inc."	6996219	N       	NTS     	78700	11/1/2004	10/31/2019	 	N	10000		 
A	"Shell Energy North America (US), L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	10000			 	 	 	 
P	MQ	Pleasant Hill	95	30NC	TCO     	10000			 	 	 	 
D	"Piedmont Natural Gas Company, Inc."	6996219	N       	FTS     	78701	11/1/2004	10/31/2019	 	N	9801		 
A	"Shell Energy North America (US), L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	9801			 	 	 	 
P	MQ	Pleasant Hill	95	30NC	TCO     	9801			 	 	 	 
D	"Piedmont Natural Gas Company, Inc."	6996219	N       	FSS     	79660	11/1/2004	3/31/2023	 	N		5137358	 
A	"Direct Energy Business Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
A	"Shell Energy North America (US), L.P."	N       		 	 	 	 	 	 	 	 	 
D	"Piedmont Natural Gas Company, Inc."	6996219	N       	SST     	79661	11/1/2004	3/31/2023	 	N	40585		 
A	"Direct Energy Business Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	40585			 	 	 	 
P	MQ	BOSWELLS TAVERN  (75-007219)    	95	833097	TCO     	40585			 	 	 	 
D	"Piedmont Natural Gas Company, Inc."	6996219	N       	TPS     	100927	8/1/2008	3/31/2023	 	N	68835		 
A	"Direct Energy Business Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
P	M2	Lost River	95	LOSTRI	TCO     	68835			 	 	 	 
P	MQ	BOSWELLS TAVERN  (75-007219)    	95	833097	TCO     	68835			 	 	 	 
D	"Pivotal Utility Holdings, Inc dba Elkton Gas"	22584213	N       	FTS     	10168	11/1/2009	8/31/2018	 	N	86		 
A	Atlanta Gas Light Company	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	86			 	 	 	 
P	MQ	EASTERN SHORE NATRL 	95	88	TCO     	86			 	 	 	 
D	"Pivotal Utility Holdings, Inc dba Elkton Gas"	22584213	N       	SST     	80971	4/1/2005	3/31/2020	 	N	240		 
A	Atlanta Gas Light Company	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	240			 	 	 	 
P	MQ	EASTERN SHORE NATRL 	95	88	TCO     	240			 	 	 	 
D	"Pivotal Utility Holdings, Inc dba Elkton Gas"	22584213	N       	FSS     	80972	4/1/2005	3/31/2020	 	N		23816	 
A	Atlanta Gas Light Company	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
D	"Pivotal Utility Holdings, Inc. dba Elizabethtown Gas"	861424067	N       	NTS     	39275	11/1/1993	10/31/2020	 	N	10000		 
A	Atlanta Gas Light Company	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	KENOVA AGG POINT 01	95	A01	TCO     	2078			 	 	 	 
P	M2	MAUMEE-1            	95	A3	TCO     	6295			 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	1627			 	 	 	 
P	MQ	NUI-ELIZABETHTOWN-22	95	38-22	TCO     	10000			 	 	 	 
P	MQ	NUI-ELIZABETHTOWN-23	95	38-23	TCO     	7500			 	 	 	 
D	"Pivotal Utility Holdings, Inc. dba Elizabethtown Gas"	861424067	N       	SST     	78479	11/1/2004	3/31/2020	 	N	1822		 
A	Atlanta Gas Light Company	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	1822			 	 	 	 
P	MQ	NUI-ELIZABETHTOWN-22	95	38-22	TCO     	18600			 	 	 	 
P	MQ	NUI-ELIZABETHTOWN-23	95	38-23	TCO     	6975			 	 	 	 
D	"Pivotal Utility Holdings, Inc. dba Elizabethtown Gas"	861424067	N       	FSS     	78480	11/1/2004	3/31/2020	 	N		230168	 
A	Atlanta Gas Light Company	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
D	"Pivotal Utility Holdings, Inc. dba Elizabethtown Gas"	861424067	N       	FTS     	92061	2/1/2007	10/31/2020	 	N	12736		 
A	Atlanta Gas Light Company	N       		 	 	 	 	 	 	 	 	 
A	EF Kenilworth LLC	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	DOWNINGTOWN-29      	95	E3	TCO     	1414			 	 	 	 
P	M2	EAGLE-25            	95	C22	TCO     	1322			 	 	 	 
P	M2	KENOVA AGG POINT 01	95	A01	TCO     	6295			 	 	 	 
P	M2	MAUMEE-1            	95	A3	TCO     	3705			 	 	 	 
P	MQ	NUI-ELIZABETHTOWN-22	95	38-22	TCO     	12736			 	 	 	 
P	MQ	NUI-ELIZABETHTOWN-23	95	38-23	TCO     	7500			 	 	 	 
D	Prime Operating Company	785270612	N       	FTS     	10268	8/1/2009	3/31/2020	 	Y	164		 
A	"Chesapeake Appalachia, L.L.C."	N       		 	 	 	 	 	 	 	 	 
A	Core Appalachia Midstream LLC	N       		 	 	 	 	 	 	 	 	 
A	"Dominion Energy Field Services, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	CHK - Cobb	95	CNR18	TCO     	81			 	 	 	 
P	M2	PRIME OPERATING-CHENOWETH #2    	95	838463	TCO     	24			 	 	 	 
P	M2	STERLING DRG CHENOWETH          	95	819417	TCO     	10			 	 	 	 
P	M2	STERLING DRG FETTY              	95	824017	TCO     	2			 	 	 	 
P	M2	STERLING DRG HARPER             	95	826130	TCO     	19			 	 	 	 
P	M2	STERLING DRG JARVIS             	95	821430	TCO     	18			 	 	 	 
P	M2	STERLING DRG MCCLAIN            	95	820582	TCO     	5			 	 	 	 
P	M2	STERLING DRG SPONAUGLE #1       	95	824162	TCO     	5			 	 	 	 
P	MQ	TCO POOL	95	P10	TCO     	164			 	 	 	 
D	Prime Operating Company	785270612	N       	FTS     	15256	5/17/2010	5/31/2020	 	Y	40		 
A	"Chesapeake Appalachia, L.L.C."	N       		 	 	 	 	 	 	 	 	 
A	Core Appalachia Midstream LLC	N       		 	 	 	 	 	 	 	 	 
A	"Dominion Energy Field Services, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	STERLING DRG FETTY              	95	824017	TCO     	4			 	 	 	 
P	M2	STERLING DRG HARPER             	95	826130	TCO     	36			 	 	 	 
P	MQ	TCO POOL	95	P10	TCO     	40			 	 	 	 
D	PSEG Energy Resources & Trade LLC	848784257	N       	FTS     	83272	8/1/2005	10/31/2020	 	N	12500		 
A	Public Service Electric And Gas	N       		 	 	 	 	 	 	 	 	 
P	M2	ANR - LEBANON-6     	95	F2	TCO     	12500			 	 	 	 
P	MQ	WEST DEPTFORD/PSEG  	95	91A	TCO     	12500			 	 	 	 
D	PSEG Energy Resources & Trade LLC	848784257	N       	FTS     	85029	1/1/2006	1/31/2019	 	N	12500		 
A	Public Service Electric And Gas	N       		 	 	 	 	 	 	 	 	 
P	M2	HANOVER             	95	R2	TCO     	12500			 	 	 	 
P	MQ	Parsippany 	95	638822	TCO     	6250			 	 	 	 
P	MQ	WEST DEPTFORD/PSEG  	95	91A	TCO     	6250			 	 	 	 
D	PTC Group Holdings Corp.	786985341	N       	FTS     	151498	7/1/2014	6/30/2018	 	N	500		 
A	"Compass Energy Gas Services, LLC"	N       		 	 	 	 	 	 	 	 	 
A	"Delta Energy, LLC"	N       		 	 	 	 	 	 	 	 	 
A	"Snyder Brothers, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	500			 	 	 	 
P	MQ	COL GAS OH OP 07-4  	95	23-4	TCO     	500			 	 	 	 
D	"Public Service Company Of North Carolina, Incorporated"	6996607	N       	SST     	49530	11/1/1997	3/31/2023	 	N	17667		 
A	"Direct Energy Business Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	17667			 	 	 	 
P	MQ	BOSWELLS TAVERN  (75-007219)    	95	833097	TCO     	17667			 	 	 	 
D	"Public Service Company Of North Carolina, Incorporated"	6996607	N       	FSS     	53010	4/1/1997	3/31/2023	 	N		3180150	 
A	"Direct Energy Business Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
D	R. B. Robertson & Son Gas & Oil Company LP	45339934	N       	FTS     	26605	4/7/2011	4/30/2019	 	N	400		 
A	"Aspire Energy of Ohio, LLC"	N       		 	 	 	 	 	 	 	 	 
A	"Dominion Energy Field Services, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"Peninsula Energy Services Company, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	ROBERTSON-KECK#1                	95	635213	TCO     	400			 	 	 	 
P	MQ	COL GAS PA 08-39    	95	25-39	TCO     	400			 	 	 	 
D	"Range Resources - Appalachia, LLC"	114534337	N       	FTS     	11678	1/1/2011	1/31/2023	 	N	46905		 
A	BP Energy Company	N       		 	 	 	 	 	 	 	 	 
A	"Direct Energy Business Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
