H	SOUTHERN NATURAL GAS COMPANY L.L.C.	C000021	4/2/2018	O	4/1/2018	T	T	Sherry Noack 713-420-3764				
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	116	0					
P	M2	ENERGYQU/SNG UDP BAYOU SALE #1-TEXA	95	630000	Zone 0	6	0					
P	M2	ETC TIG/SNG SESH RICHLAND	95	606700	Zone 1	100	0					
P	MQ	STATESBO/SNG   SCREVEN	95	933600	Zone 3	1023	0					
D	"SUMITON, TOWN OF"	627491012	N	FT	452907-MFTSSNG-452912	11/1/1993	8/31/2016	365	N	313	0	
A	SEGAS ASSOCIATION	N										
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	313	0					
P	MQ	SUMITON/SNG   JEFFERSON	95	600059	Zone 2	313	0					
D	"SUMMERVILLE, CITY OF"	26581793	N	FT	452918-MFTSNG-454781	6/1/2015	8/31/2016	365	N	2150	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	AMP/SNG UDP CARTHAGE LATERAL DESOTO	95	650090	Zone 0	1080	0					
P	M2	ANR/SNG SHADYSIDE SAINT MARY	95	604000	Zone 0	511	0					
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	90	0					
P	M2	ETC TIG/SNG SESH RICHLAND	95	606700	Zone 1	78	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	391	0					
P	MQ	SUMMERVL/SNG TRION-LAFAYETTE FLOYD	95	905400	Zone 3	2150	0					
D	"SYLVANIA, CITY OF"	75923433	N	FT	452934-MFTSNG-454783	6/1/2015	8/31/2016	365	N	359	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	AMP/SNG UDP CARTHAGE LATERAL DESOTO	95	650090	Zone 0	54	0					
P	M2	ANR/SNG SHADYSIDE SAINT MARY	95	604000	Zone 0	226	0					
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	15	0					
P	M2	ENERGYQU/SNG UDP BAYOU SALE #1-TEXA	95	630000	Zone 0	9	0					
P	M2	ETC TIG/SNG SESH RICHLAND	95	606700	Zone 1	13	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	42	0					
P	MQ	SYLVANIA/SNG   SCREVEN	95	933800	Zone 3	359	0					
D	"SYLVESTER, CITY OF"	155690647	N	FT	452943-MFTSNG-452946	10/1/2005	8/31/2023		N	402	0	n1
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	30	0					
P	M2	ENERGYQU/SNG UDP BAYOU SALE #1-TEXA	95	630000	Zone 0	16	0					
P	M2	ETC TIG/SNG SESH RICHLAND	95	606700	Zone 1	26	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	201	0					
P	M2	PELICO/SNG   BIENVILLE	95	601500	Zone 0	129	0					
P	MQ	SYLVESTE/SNG   WORTH	95	960340	Zone 3	402	0					
D	"TALLAHASSEE, CITY OF"	960320760	N	FT	452961-MFTSNG-452964	10/1/2005	8/31/2016	365	N	4104	0	
P	MQ	TALLAHAS/SNG   LEON	95	960350	Zone 3	4104	0					
P	M2	TGP/SNG TOCA EXCHANGE ST BERNARD	95	420556	Zone 0	4104	0					
D	"TALLAPOOSA, CITY OF"	47915913	N	FT	452969-MFTSNG-452972	5/1/2000	8/31/2016	365	N	273	0	
A	SEGAS ASSOCIATION	N										
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	239	0					
P	M2	ETC FS/SNG UDP LOGANSPORT METER STA	95	650075	Zone 0	34	0					
P	MQ	TALLAPOO/SNG TALLAPOOSA HARALSON	95	600067	Zone 2	273	0					
D	"TALLASSEE, CITY OF"	118044528	N	FT	452976-MFTSSNG-452981	11/1/1993	8/31/2016	365	N	1238	0	
A	SEGAS ASSOCIATION	N										
P	M2	AMP/SNG UDP CARTHAGE LATERAL DESOTO	95	650090	Zone 0	1238	0					
P	MQ	TALLASSE/SNG TALLASSEE AREA ELMORE	95	940032	Zone 2	1238	0					
D	"TCHULA, TOWN OF"	41942541	N	FT	452985-MFTSSNG-452990	11/1/1993	8/31/2016	365	N	15	0	
A	"INTERCONN RESOURCES, LLC"	N										
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	15	0					
P	MQ	TCHULA/SNG   HOLMES	95	731000	Zone 1	15	0					
D	TEXICAN NATURAL GAS COMPANY	157220096	N	FT	453033-MFTSNG-453052	9/1/1996	8/31/2024		N	7658	0	n1
A	TEXICAN NATURAL GAS COMPANY	N										
P	MQ	AGL/SNG ATLANTA SUBURBS AREA FULTON	95	940018	Zone 3	1601	0					
P	MQ	AGL/SNG CALHOUN-CHATSWORTH AREA CAL	95	940045	Zone 3	2910	0					
P	MQ	CHAT GAS/SNG   HAMILTON	95	790200	Zone 3	664	0					
P	MQ	DALTON/SNG DALTON AREA WHITFIELD	95	940017	Zone 3	2483	0					
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	1901	0					
P	M2	ETC FS/SNG UDP LOGANSPORT METER STA	95	650075	Zone 0	69	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	5670	0					
P	M2	SOUTHXPL/SNG UDP UDP WHITE OAK # 1	95	353920	Zone 2	18	0					
D	TEXICAN NATURAL GAS COMPANY	157220096	N	FT	453033-MFTSNG-453053	5/1/2000	8/31/2024		N	1021	0	n1
A	TEXICAN NATURAL GAS COMPANY	N										
P	MQ	AGL/SNG BRUNSWICK LINE AREA GLYNN	95	940041	Zone 3	1021	0					
P	M2	ETC FS/SNG UDP LOGANSPORT METER STA	95	650075	Zone 0	1021	0					
D	TEXICAN NATURAL GAS COMPANY	157220096	N	FT	453033-MFTSNG-453054	5/1/2000	8/31/2024		N	1021	0	n1
A	TEXICAN NATURAL GAS COMPANY	N										
P	MQ	AGL/SNG AUGUSTA AREA RICHMOND	95	940016	Zone 3	1021	0					
P	M2	ETC FS/SNG UDP LOGANSPORT METER STA	95	650075	Zone 0	1021	0					
D	TEXICAN NATURAL GAS COMPANY	157220096	N	FT	453033-MFTSNG-453055	8/1/2007	8/31/2024		N	2100	0	n1
A	TEXICAN NATURAL GAS COMPANY	N										
P	MQ	AGL/SNG AUGUSTA AREA RICHMOND	95	940016	Zone 3	71	0					
P	MQ	DCGT/SNG  AIKEN	95	783600	Zone 3	2029	0					
P	M2	ETC FS/SNG UDP LOGANSPORT METER STA	95	650075	Zone 0	84	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	2016	0					
D	TEXICAN NATURAL GAS COMPANY	157220096	N	FT	453033-MFTSNG-453056	10/1/2011	8/31/2024		N	7482	0	n1
A	TEXICAN NATURAL GAS COMPANY	N										
P	MQ	DCGT/SNG  AIKEN	95	783600	Zone 3	2377	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	7482	0					
P	MQ	IMPR-SAV/SNG SUGAR CHATHAM	95	935300	Zone 3	5105	0					
D	TEXICAN NATURAL GAS COMPANY	157220096	N	FT	453033-MFTSNG-453057	10/1/2011	8/31/2024		N	1707	0	n1
P	MQ	DCGT/SNG  AIKEN	95	783600	Zone 3	1707	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	1707	0					
D	THE PROCTER & GAMBLE PAPER PRODUCTS COMPANY	150573889	N	FT	453153-MFTSNG-453155	10/1/2005	9/7/2018	365	N	1800	0	
A	TEXICAN NATURAL GAS COMPANY	N										
P	MQ	ALBANY/SNG ALBANY #1-SGA DOUGHERTY	95	960021	Zone 3	1800	0					
P	M2	DESTIN/SNG ENTERPRISE CLARKE	95	605900	Zone 1	1800	0					
D	THE PROCTER & GAMBLE PAPER PRODUCTS COMPANY	150573889	N	FT	453153-MFTSNG-453156	10/1/2013	8/31/2016	365	N	9240	0	
A	TEXICAN NATURAL GAS COMPANY	N										
P	MQ	ALBANY/SNG ALBANY #1-SGA DOUGHERTY	95	960021	Zone 3	9240	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	9240	0					
D	"THOMASVILLE, GEORGIA"	155694763	N	FT	453163-MFTSNG-453166	1/1/2010	8/31/2023		N	725	0	n1
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	AMP/SNG UDP CARTHAGE LATERAL DESOTO	95	650090	Zone 0	709	0					
P	M2	ENERGYQU/SNG UDP BAYOU SALE #1-TEXA	95	630000	Zone 0	16	0					
P	MQ	THMASVIL/SNG   THOMAS	95	960360	Zone 3	725	0					
D	"THOMSON, CITY OF"	879420768	N	FT	453172-MFTSNG-454829	6/1/2015	8/31/2016	365	N	830	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	AMP/SNG UDP CARTHAGE LATERAL DESOTO	95	650090	Zone 0	313	0					
P	M2	ANR/SNG SHADYSIDE SAINT MARY	95	604000	Zone 0	300	0					
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	90	0					
P	M2	ENERGYQU/SNG UDP BAYOU SALE #1-TEXA	95	630000	Zone 0	50	0					
P	M2	ETC TIG/SNG SESH RICHLAND	95	606700	Zone 1	77	0					
P	MQ	THOMSON/SNG   JEFFERSON	95	931000	Zone 3	830	0					
D	"TIFTON, CITY OF"	38925715	N	FT	453184-MFTSNG-453187	10/1/2005	9/30/2023		N	239	0	n1
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	239	0					
P	MQ	TIFTON/SNG AREA TIFT	95	960378	Zone 3	239	0					
D	"TIFTON, CITY OF"	38925715	N	FT	453184-MFTSNG-453188	1/1/2010	8/31/2023		N	713	0	n1
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	383	0					
P	M2	ETC TIG/SNG SESH RICHLAND	95	606700	Zone 1	330	0					
P	MQ	TIFTON/SNG AREA TIFT	95	960378	Zone 3	713	0					
D	"TRION, TOWN OF"	26582130	N	FT	453213-MFTSNG-454831	6/1/2015	8/31/2016	365	N	2062	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	ANR/SNG SHADYSIDE SAINT MARY	95	604000	Zone 0	1612	0					
P	M2	BLK WARR/SNG UDP UDP BROOKWOOD JEFF	95	645800	Zone 2	250	0					
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	23	0					
P	M2	ENERGYQU/SNG UDP BAYOU SALE #1-TEXA	95	630000	Zone 0	13	0					
P	M2	ETC TIG/SNG SESH RICHLAND	95	606700	Zone 1	20	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	63	0					
P	M2	PELICO/SNG   BIENVILLE	95	601500	Zone 0	81	0					
P	MQ	TRION/SNG LAFAYETTE FLOYD	95	600068	Zone 3	2062	0					
D	"TRUSSVILLE, CITY OF"	81392102	N	FT	453229-MFTSNG-453235	6/1/2014	5/31/2024		N	2000	0	n1
A	SEGAS ASSOCIATION	N										
P	M2	BLK WARR/SNG UDP UDP BROOKWOOD JEFF	95	645800	Zone 2	2000	0					
P	MQ	TRUSSVIL/SNG AREA JEFFERSON	95	912900	Zone 2	2000	0					
D	"TRUSSVILLE, CITY OF"	81392102	N	FT	453229-MFTSNG-457418	3/1/2016	3/31/2018	365	N	3574	0	
A	SEGAS ASSOCIATION	N										
P	M2	BLK WARR/SNG UDP UDP BROOKWOOD JEFF	95	645800	Zone 2	0	0					
P	M2	SOUTHXPL/SNG DUNCANVILLE TUSCALOOSA	95	605400	Zone 2	3574	0					
P	MQ	TRUSSVIL/SNG AREA JEFFERSON	95	912900	Zone 2	3574	0					
D	"UNADILLA, CITY OF"	45183472	N	FT	453305-MFTSNG-453308	10/1/2005	8/31/2016	365	N	186	0	
A	SEGAS ASSOCIATION	N										
P	M2	GULFSTH/SNG SHADYSIDE ST MARY	95	630300	Zone 0	35	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	151	0					
P	MQ	UNADILLA/SNG AREA DOOLY	95	960380	Zone 3	186	0					
D	"UNION SPRINGS, CITY OF"	784940892	N	FT	453312-MFTSSNG-453317	4/1/1996	8/31/2016	365	N	671	0	
A	TEXICAN NATURAL GAS COMPANY	N										
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	579	0					
P	M2	SEA ROBN/SNG ERATH VERMILION	95	605300	Zone 0	92	0					
P	MQ	UNION SP/SNG   MACON	95	809200	Zone 2	671	0					
D	UNITED STATES STEEL CORPORATION	39045851	N	FT	453258-MFTSNG-453260	9/1/2013	8/31/2023		N	8168	0	n1
A	BP ENERGY COMPANY	N										
P	M2	GULFSTH/SNG SHADYSIDE ST MARY	95	630300	Zone 0	3840	0					
P	M2	SABPL/SNG SABINE VERMILION	95	605200	Zone 0	827	0					
P	M2	TEX GAS/SNG KOSCIUSKO ATTALA	95	609000	Zone 1	3501	0					
P	MQ	USS/SNG PIPE MILL JEFFERSON	95	839600	Zone 2	8168	0					
D	UNITED STATES STEEL CORPORATION	39045851	N	FT	453258-MFTSNG-456603	9/1/2016	8/31/2023		N	8175	0	n1
A	BP ENERGY COMPANY	N										
P	M2	GULFSTH/SNG SHADYSIDE ST MARY	95	630300	Zone 0	3253	0					
P	M2	SABPL/SNG SABINE VERMILION	95	605200	Zone 0	1886	0					
P	M2	TEX GAS/SNG KOSCIUSKO ATTALA	95	609000	Zone 1	3036	0					
P	MQ	USS/SNG WESTFIELD JEFFERSON	95	839500	Zone 2	8175	0					
D	UTILITIES BOARD OF THE CITY OF SYLACAUGA	82143280	N	FT	453324-MFTSNG-454432	4/1/2015	8/31/2018	365	N	2951	0	
A	"INTERCONN RESOURCES, LLC"	N										
P	M2	COL GULF/SNG SHADYSIDE ST MARY	95	605500	Zone 0	1440	0					
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	1511	0					
P	MQ	SYLACAUG/SNG AREA TALLADEGA	95	658800	Zone 2	2951	0					
D	UTILITIES BOARD OF THE CITY OF SYLACAUGA	82143280	N	FT	453324-MFTSNG-456623	11/1/2015	8/31/2018	365	N	3063	0	
A	"INTERCONN RESOURCES, LLC"	N										
P	MQ	SYLACAUG/SNG AREA TALLADEGA	95	658800	Zone 2	3063	0					
P	M2	TGP/SNG PUGH MISSISSIPPI EXCH LOWND	95	420294	Zone 1	3063	0					
D	"VIENNA, GEORGIA"	79379525	N	FT	453345-MFTSNG-453348	11/1/2013	9/30/2016	365	N	457	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	AMP/SNG UDP CARTHAGE LATERAL DESOTO	95	650090	Zone 0	104	0					
P	M2	ANR/SNG SHADYSIDE SAINT MARY	95	604000	Zone 0	307	0					
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	23	0					
P	M2	ENERGYQU/SNG UDP BAYOU SALE #1-TEXA	95	630000	Zone 0	4	0					
P	M2	ETC TIG/SNG SESH RICHLAND	95	606700	Zone 1	19	0					
P	MQ	VIENNA/SNG   DOOLY	95	960400	Zone 3	457	0					
D	"WARNER ROBINS, CITY OF"	73465494	N	FT	453404-MFTSNG-454858	6/1/2015	8/31/2016	365	N	6993	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	AMP/SNG UDP CARTHAGE LATERAL DESOTO	95	650090	Zone 0	2039	0					
P	M2	COL GULF/SNG SHADYSIDE ST MARY	95	605500	Zone 0	1000	0					
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	425	0					
P	M2	ENERGYQU/SNG UDP BAYOU SALE #1-TEXA	95	630000	Zone 0	259	0					
P	M2	EPE/SNG UDP BEAR CREEK FIELD R/S BI	95	653500	Zone 0	1021	0					
P	M2	ETC TIG/SNG SESH RICHLAND	95	606700	Zone 1	363	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	1886	0					
P	MQ	WARN ROB/SNG WARNER ROBINS #2 TWIGG	95	600079	Zone 3	6993	0					
D	"WASHINGTON PARISH, LOUISIANA"	844182949	N	FT	453416-MFTSSNG-453421	11/1/2011	8/31/2016	365	N	500	0	
A	BLACK BELT ENERGY GAS DISTRICT	N										
P	M2	BRIDGHOL/SNG WHITE CASTLE ASCENSION	95	664000	Zone 0	500	0					
P	MQ	WASH PAR/SNG AREA WASHINGTON	95	656200	Zone 1	500	0					
D	WATERWORKS AND GAS BOARD OF DORA	964448377	N	FT	451158-MFTSNG-451162	11/1/1996	8/31/2016	365	N	82	0	
A	"INTERCONN RESOURCES, LLC"	N										
P	MQ	DORA/SNG   WALKER	95	834800	Zone 2	82	0					
P	M2	SOUTHXPL/SNG UDP UDP WHITE OAK # 1	95	353920	Zone 2	82	0					
D	WATERWORKS AND GAS BOARD OF DORA	964448377	N	FT	451157-MFTSSNG-451163	11/1/1996	8/31/2016	365	N	152	0	
A	"INTERCONN RESOURCES, LLC"	N										
P	MQ	DORA/SNG   WALKER	95	834800	Zone 2	152	0					
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	152	0					
P	M2	ETC FS/SNG UDP LOGANSPORT METER STA	95	650075	Zone 0	0	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	0	0					
D	"WAYNESBORO, CITY OF"	21337761	N	FT	453424-MFTSSNG-453431	6/1/1995	8/31/2016	365	N	0	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	ENERGYQU/SNG UDP BAYOU SALE #1-TEXA	95	630000	Zone 0	0	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	0	0					
P	MQ	WAYNESBO/SNG   BURKE	95	933000	Zone 3	0	0					
D	"WAYNESBORO, CITY OF"	21337761	N	FT	453425-MFTSNG-454860	6/1/2015	8/31/2016	365	N	459	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	AMP/SNG UDP CARTHAGE LATERAL DESOTO	95	650090	Zone 0	96	0					
P	M2	ANR/SNG SHADYSIDE SAINT MARY	95	604000	Zone 0	44	0					
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	28	0					
P	M2	ENERGYQU/SNG UDP BAYOU SALE #1-TEXA	95	630000	Zone 0	266	0					
P	M2	ETC TIG/SNG SESH RICHLAND	95	606700	Zone 1	25	0					
P	MQ	WAYNESBO/SNG   BURKE	95	933000	Zone 3	459	0					
D	"WAYNESBORO, CITY OF"	21337761	N	FT	453424-MFTSSNG-455599	4/1/2016	8/31/2016	365	N	146	0	x26
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	ENERGYQU/SNG UDP BAYOU SALE #1-TEXA	95	630000	Zone 0	137	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	9	0					
P	MQ	SNG/SNG BOUNDARY-SOUTH-ZONE 0 UNKNO	95	252000	Zone 0	146	0					
D	"WEST JEFFERSON, TOWN OF"	968754994	N	FT	453441-MFTSSNG-453446	11/1/1993	8/31/2016	365	N	291	0	
A	SEGAS ASSOCIATION	N										
P	M2	GULFSTH/SNG SESH RICHLAND	95	606500	Zone 1	204	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	84	0					
P	M2	SOUTHXPL/SNG UDP UDP WHITE OAK # 1	95	353920	Zone 2	3	0					
P	MQ	WEST JEF/SNG WEST JEFFERSON	95	600058	Zone 2	291	0					
D	"WEST POINT, CITY OF"	73466575	N	FT	453457-MFTSNG-453461	6/1/1995	8/31/2016	365	N	511	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	AMP/SNG UDP CARTHAGE LATERAL DESOTO	95	650090	Zone 0	255	0					
P	M2	ANR/SNG SHADYSIDE SAINT MARY	95	604000	Zone 0	124	0					
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	71	0					
P	M2	ETC TIG/SNG SESH RICHLAND	95	606700	Zone 1	61	0					
P	MQ	"WEST PT/SNG WEST POINT, GA TROUP"	95	600064	Zone 2	511	0					
D	"WEST POINT, CITY OF"	73466575	N	FT	453456-MFTSSNG-453462	6/1/1995	8/31/2016	365	N	0	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	0	0					
P	MQ	"WEST PT/SNG WEST POINT, GA TROUP"	95	600064	Zone 2	0	0					
D	"WEST POINT, CITY OF"	73466575	N	FT	453456-MFTSSNG-455601	4/1/2016	8/31/2016	365	N	228	0	x28
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	228	0					
P	MQ	SNG/SNG BOUNDARY-SOUTH-ZONE 0 UNKNO	95	252000	Zone 0	228	0					
D	"WESTROCK MILL COMPANY, LLC"	3289725	N	FT	452435-MFTSNG-452436	11/1/2005	8/31/2016	365	N	600	0	
A	"INTERCONN RESOURCES, LLC"	N										
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	600	0					
P	MQ	WESTROCK/SNG  MARENGO	95	801000	Zone 2	600	0					
D	WILCOX COUNTY GAS DIST.	100641943	N	FT	453481-MFTSSNG-453486	4/1/1996	8/31/2016	365	N	447	0	
A	SEGAS ASSOCIATION	N										
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	15	0					
P	M2	ETC FS/SNG UDP LOGANSPORT METER STA	95	650075	Zone 0	31	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	386	0					
P	M2	TRUNKLNE/SNG SHADYSIDE ST MARY	95	502710	Zone 0	15	0					
P	MQ	WILCOX/SNG   PERRY	95	802800	Zone 2	447	0					
D	"WILTON, TOWN OF"	87634176	N	FT	453490-MFTSSNG-453495	11/1/1993	8/31/2016	365	N	91	0	
A	SEGAS ASSOCIATION	N										
P	M2	EGT/SNG SESH RICHLAND	95	606400	Zone 1	21	0					
P	M2	ETC FS/SNG UDP LOGANSPORT METER STA	95	650075	Zone 0	3	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	61	0					
P	M2	TRUNKLNE/SNG SHADYSIDE ST MARY	95	502710	Zone 0	6	0					
P	MQ	WILTON/SNG   SHELBY	95	600056	Zone 2	91	0					
D	"WINNSBORO, TOWN OF"	7030	N	FT	453499-MFTSNG-453502	11/1/2006	8/31/2016	365	N	500	0	
A	"SCANA ENERGY MARKETING, INC."	N										
P	M2	ANR/SNG SHADYSIDE SAINT MARY	95	604000	Zone 0	25	0					
P	MQ	DCGT/SNG  AIKEN	95	783600	Zone 3	500	0					
P	M2	HIGH PT/SNG TOCA ST BERNARD	95	640000	Zone 0	354	0					
P	M2	SABPL/SNG SABINE VERMILION	95	605200	Zone 0	72	0					
P	M2	SEA ROBN/SNG ERATH VERMILION	95	605300	Zone 0	49	0					
D	"YORK, CITY OF"	34144618	N	FT	453531-MFTSSNG-453536	11/1/1993	8/31/2016	365	N	302	0	
A	SEGAS ASSOCIATION	N										
P	M2	GULFSTH/SNG SESH RICHLAND	95	606500	Zone 1	302	0					
P	MQ	YORK/SNG   SUMTER	95	800200	Zone 2	302	0					
D	"ADAIRSVILLE, CITY OF"	95804092	N	FT-NN	450258-MFNSNG-450263	6/1/1995	8/31/2016	365	N	129	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	ADAIRVIL/SNG   FLOYD	95	905500	Zone 3	129	0					
P	M2	SNG STORAGE	95	677777	Zone 1	129	0					
D	"ADAIRSVILLE, CITY OF"	95804092	N	FT-NN	450261-MFNSSNG-450264	6/1/1995	8/31/2016	365	N	356	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	ADAIRVIL/SNG   FLOYD	95	905500	Zone 3	356	0					
P	M2	SNG STORAGE	95	677777	Zone 1	356	0					
D	"ADAIRSVILLE, CITY OF"	95804092	N	FT-NN	450261-MFNSSNG-455579	4/1/2016	8/31/2016	365	N	253	0	x6
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	SNG STORAGE	95	677777	Zone 1	253	0					
P	MQ	SNG/SNG BOUNDARY-NORTH-ZONE 0 PANOL	95	251000	Zone 0	253	0					
D	"ADEL, CITY OF"	85430460	N	FT-NN	450274-MFNSNG-450277	10/1/2005	8/31/2016	365	N	636	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	ADEL/SNG   COOK	95	960010	Zone 3	636	0					
P	M2	SNG STORAGE	95	677777	Zone 1	636	0					
D	ALBANY UTILITY BOARD	39064605	N	FT-NN	450335-MFNSNG-450338	10/1/2005	8/31/2016	365	N	7605	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	ALBANY/SNG ALBANY #1-SGA DOUGHERTY	95	960021	Zone 3	7605	0					
P	M2	SNG STORAGE	95	677777	Zone 1	7605	0					
D	"ANDERSONVILLE, CITY OF"	964469746	N	FT-NN	450348-MFNSNG-450351	10/1/2005	8/31/2016	365	N	5	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	ANDRSVLE/SNG ANDERSONVILLE # 1 SUMT	95	960041	Zone 3	5	0					
P	M2	SNG STORAGE	95	677777	Zone 1	5	0					
D	"ASHBURN, CITY OF"	27157452	N	FT-NN	450380-MFNSNG-450383	1/1/2010	8/31/2016	365	N	76	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	ASHBURN/SNG   TURNER	95	960050	Zone 3	76	0					
P	M2	SNG STORAGE	95	677777	Zone 1	76	0					
D	ATLANTA GAS LIGHT COMPANY	6924708	Y	FT-NN	450389-MFNSNG-457253	4/1/2016	8/31/2017	365	N	421659	0	
A	"SEQUENT ENERGY MANAGEMENT, L.P."	Y										
P	MQ	AGL/SNG   FULTON	95	910800	Zone 3	3015	0					
P	MQ	AGL/SNG ATLANTA SUBURBS AREA FULTON	95	940018	Zone 3	45329	0					
P	MQ	AGL/SNG AUGUSTA AREA RICHMOND	95	940016	Zone 3	42519	0					
P	MQ	AGL/SNG BRUNSWICK LINE AREA GLYNN	95	940041	Zone 3	28164	0					
P	MQ	AGL/SNG CALHOUN-CHATSWORTH AREA CAL	95	940045	Zone 3	3739	0					
P	MQ	AGL/SNG CEDARTOWN-ROCKMART AREA POL	95	940020	Zone 3	5779	0					
P	MQ	AGL/SNG CHATTANOOGA LINE N. AREA GO	95	940019	Zone 3	2280	0					
P	MQ	AGL/SNG DALLAS #2 COBB	95	600077	Zone 3	4435	0					
P	MQ	AGL/SNG EAST SOUTH MAIN ZONE 3 AREA	95	940043	Zone 3	6427	0					
P	MQ	AGL/SNG MACON SOUTH AREA TWIGGS	95	940047	Zone 3	8643	0					
P	MQ	AGL/SNG MACON WEST AREA MONROE	95	940055	Zone 3	17768	0					
P	MQ	AGL/SNG MACON-MILLEDGEVILLE #2 BALD	95	915900	Zone 3	5506	0					
P	MQ	AGL/SNG MARIETTA COBB	95	912200	Zone 3	51231	0					
P	MQ	AGL/SNG MONTEZUMA SUMTER	95	960250	Zone 3	800	0					
P	MQ	AGL/SNG ROME AREA FLOYD	95	940013	Zone 3	17169	0					
P	MQ	AGL/SNG SAVANNAH NORTH AREA CHATHAM	95	940049	Zone 3	6553	0					
P	MQ	AGL/SNG SAVANNAH SOUTH AREA CHATHAM	95	940050	Zone 3	33318	0					
P	MQ	AGL/SNG SOUTH ATLANTA CLAYTON	95	600078	Zone 3	128494	0					
P	MQ	AGL/SNG THOMASTON UPSON	95	917600	Zone 3	4384	0					
