H	Northern Natural Gas Company	C000060	4/2/2018	O	4/1/2018	B	B	Laura Demman (402) 398-7278				
P	MQ	TEA SD #1	95	57867	Market	6604	0					
P	MQ	SIOUX FALLS MM	95	78958	Market	24833	0					
P	MQ	SIOUX FALLS SD #1	95	1343	Market	24833	0	yi2				
D	MIDAMERICAN ENERGY COMPANY	884718768	Y	TFX_M_1_12	116047	11/1/2023	10/31/2025		Y	27450	0	k6/k7
P	M2	NBPL/NNG ABERDEEN	95	193	Market	3800	0					
P	M2	NBPL/NNG HAZEL	95	79244	Market	23650	0					
P	MQ	ZONE ABC - MIDAMERICAN	95	3077	Market	27450	0	yi1				
P	MQ	SIOUX CITY IA #1A	95	518	Market	3500	0					
P	MQ	RAMONA SD #1	95	1317	Market	25	0					
P	MQ	SALEM SD #1	95	1339	Market	50	0					
P	MQ	SIOUX FALLS SD #1C	95	1350	Market	276	0					
P	MQ	WORTHING SD #1	95	1357	Market	50	0					
P	MQ	HARTFORD SD #1	95	2129	Market	400	0					
P	MQ	LENNOX SD #1	95	2130	Market	25	0					
P	MQ	VERMILLION SD	95	2132	Market	1500	0					
P	MQ	BALTIC SD #1	95	2133	Market	100	0					
P	MQ	CENTERVILLE SD #1	95	2134	Market	50	0					
P	MQ	DELL RAPIDS SD #1	95	2137	Market	500	0					
P	MQ	FLANDREAU SD #1	95	2138	Market	100	0					
P	MQ	EARLY IA #1	95	3280	Market	25	0					
P	MQ	ELK POINT SD #1	95	3282	Market	250	0					
P	MQ	GALVA IA #1	95	3285	Market	50	0					
P	MQ	HOLSTEIN IA #1	95	3294	Market	50	0					
P	MQ	HULL IA #1	95	3297	Market	375	0					
P	MQ	IDA GROVE IA #1	95	3299	Market	400	0					
P	MQ	JEFFERSON SD #1	95	3304	Market	50	0					
P	MQ	KINGSLEY IA #1	95	3309	Market	25	0					
P	MQ	LAWTON IA #2	95	3313	Market	50	0					
P	MQ	MARCUS IA #1	95	3317	Market	50	0					
P	MQ	MERIDEN IA #1	95	3318	Market	25	0					
P	MQ	MERRILL IA #1	95	3319	Market	25	0					
P	MQ	MOVILLE IA #1	95	3320	Market	50	0					
P	MQ	NEWELL IA #1	95	3323	Market	25	0					
P	MQ	ROCK VALLEY IA #1	95	3330	Market	300	0					
P	MQ	SALIX IA #1	95	3335	Market	25	0					
P	MQ	SLOAN IA #1	95	3345	Market	50	0					
P	MQ	WHITING IA #1	95	3354	Market	50	0					
P	MQ	YANKTON SD #1	95	3356	Market	725	0					
P	MQ	EARLY IA #2	95	3358	Market	25	0					
P	MQ	ALCESTER SD #1	95	3665	Market	100	0					
P	MQ	ALVORD IA #1	95	3668	Market	25	0					
P	MQ	AURELIA IA #1	95	3675	Market	50	0					
P	MQ	BOYDEN IA #1	95	3676	Market	450	0					
P	MQ	CANTON SD #1	95	3680	Market	50	0					
P	MQ	BERESFORD SD #1	95	3685	Market	250	0					
P	MQ	CLEGHORN IA #1	95	3687	Market	25	0					
P	MQ	BATTLE CREEK IA #1	95	3707	Market	50	0					
P	MQ	DANBURY IA #1	95	3708	Market	25	0					
P	MQ	TEA SD #1	95	57867	Market	6604	0					
P	MQ	SIOUX FALLS MM	95	78958	Market	10620	0					
P	MQ	SIOUX FALLS SD #1	95	1343	Market	10620	0	yi2				
D	MIDAMERICAN ENERGY COMPANY	884718768	Y	TFX_M_1_12	116047	11/1/2025	12/31/2025		Y	12296	0	k6/k7
P	M2	NBPL/NNG ABERDEEN	95	193	Market	3800	0					
P	M2	NBPL/NNG HAZEL	95	79244	Market	8496	0					
P	MQ	ZONE ABC - MIDAMERICAN	95	3077	Market	12296	0	yi1				
P	MQ	SIOUX CITY IA #1A	95	518	Market	447	0					
P	MQ	RAMONA SD #1	95	1317	Market	11	0					
P	MQ	SALEM SD #1	95	1339	Market	22	0					
P	MQ	SIOUX FALLS SD #1C	95	1350	Market	124	0					
P	MQ	WORTHING SD #1	95	1357	Market	22	0					
P	MQ	HARTFORD SD #1	95	2129	Market	180	0					
P	MQ	LENNOX SD #1	95	2130	Market	11	0					
P	MQ	VERMILLION SD	95	2132	Market	670	0					
P	MQ	BALTIC SD #1	95	2133	Market	45	0					
P	MQ	CENTERVILLE SD #1	95	2134	Market	22	0					
P	MQ	DELL RAPIDS SD #1	95	2137	Market	223	0					
P	MQ	FLANDREAU SD #1	95	2138	Market	45	0					
P	MQ	EARLY IA #1	95	3280	Market	11	0					
P	MQ	ELK POINT SD #1	95	3282	Market	112	0					
P	MQ	GALVA IA #1	95	3285	Market	22	0					
P	MQ	HOLSTEIN IA #1	95	3294	Market	22	0					
P	MQ	HULL IA #1	95	3297	Market	348	0					
P	MQ	IDA GROVE IA #1	95	3299	Market	179	0					
P	MQ	JEFFERSON SD #1	95	3304	Market	22	0					
P	MQ	KINGSLEY IA #1	95	3309	Market	11	0					
P	MQ	LAWTON IA #2	95	3313	Market	22	0					
P	MQ	MARCUS IA #1	95	3317	Market	22	0					
P	MQ	MERIDEN IA #1	95	3318	Market	11	0					
P	MQ	MERRILL IA #1	95	3319	Market	11	0					
P	MQ	MOVILLE IA #1	95	3320	Market	22	0					
P	MQ	NEWELL IA #1	95	3323	Market	11	0					
P	MQ	ROCK VALLEY IA #1	95	3330	Market	135	0					
P	MQ	SALIX IA #1	95	3335	Market	11	0					
P	MQ	SLOAN IA #1	95	3345	Market	22	0					
P	MQ	WHITING IA #1	95	3354	Market	22	0					
P	MQ	YANKTON SD #1	95	3356	Market	323	0					
P	MQ	EARLY IA #2	95	3358	Market	11	0					
P	MQ	ALCESTER SD #1	95	3665	Market	45	0					
P	MQ	ALVORD IA #1	95	3668	Market	11	0					
P	MQ	AURELIA IA #1	95	3675	Market	22	0					
P	MQ	BOYDEN IA #1	95	3676	Market	22	0					
P	MQ	CANTON SD #1	95	3680	Market	22	0					
P	MQ	BERESFORD SD #1	95	3685	Market	112	0					
P	MQ	CLEGHORN IA #1	95	3687	Market	11	0					
P	MQ	BATTLE CREEK IA #1	95	3707	Market	22	0					
P	MQ	DANBURY IA #1	95	3708	Market	11	0					
P	MQ	TEA SD #1	95	57867	Market	2962	0					
P	MQ	SIOUX FALLS MM	95	78958	Market	5884	0					
P	MQ	SIOUX FALLS SD #1	95	1343	Market	5884	0	yi2				
D	"MIDAMERICAN ENERGY SERVICES, LLC"	79749570	Y	TFX_M_1_12	23846	4/1/2018	10/31/2018		N	5000	0	k6/k7
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	5000	0					
D	"MIDAMERICAN ENERGY SERVICES, LLC"	79749570	Y	TFX_M_1_12	23846	11/1/2018	10/31/2020		N	5000	0	k6/k7
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	5000	0					
P	MQ	ZONE D - MIDAMERICAN	95	78629	Market	5000	0	yi1				
P	MQ	QUAD CITIES IA #1	95	62858	Market	5000	0					
D	"MIDAMERICAN ENERGY SERVICES, LLC"	79749570	Y	TFX_M_4_10	23846	4/1/2018	10/31/2018		N	10000	0	k6/o4
P	MQ	ZONE ABC - MIDAMERICAN	95	3077	Market	4400	0	yi1				
P	MQ	ZONE D - MIDAMERICAN	95	78629	Market	600	0	yi1				
P	MQ	WATERLOO IA #1	95	1636	Market	4400	0	O4				
P	MQ	QUAD CITIES IA #1	95	62858	Market	600	0	O4				
D	"MIDAMERICAN ENERGY SERVICES, LLC"	79749570	Y	TFX_M_1_1	111742	12/1/2016	3/31/2020		N	3000	0	k6/o4
P	MQ	ZONE ABC - MIDAMERICAN	95	3077	Market	1500	0	yi1				
P	MQ	SIOUX FALLS SD #1	95	1343	Market	1500	0	O4				
D	"MIDAMERICAN ENERGY SERVICES, LLC"	79749570	Y	TFX_M_11_11	111742	12/1/2016	3/31/2020		N	3000	0	k6/o4
P	MQ	ZONE ABC - MIDAMERICAN	95	3077	Market	1500	0	yi1				
P	MQ	SIOUX FALLS SD #1	95	1343	Market	1500	0	O4				
D	"MIDAMERICAN ENERGY SERVICES, LLC"	79749570	Y	TFX_M_11_3	111742	12/1/2016	3/31/2020		N	21151	0	k6/k7
P	M2	NBPL/NNG VENTURA	95	192	Market	20971	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	180	0					
P	MQ	IA ZONE D-INTERSTATE POWER AND LIGHT	95	3075	Market	607	0	yi1				
P	MQ	ZONE ABC - MIDAMERICAN	95	3077	Market	17531	0	yi1				
P	MQ	ZONE ABC-  INTERSTATE POWER AND LIGHT	95	60226	Market	1513	0	yi1				
P	MQ	SIOUX CITY IA #1A	95	518	Market	3025	0					
P	MQ	DES MOINES IA #1	95	2195	Market	5132	0					
P	MQ	DES MOINES IA #1A	95	2777	Market	3238	0					
P	MQ	JOHNSTON IA #1	95	2778	Market	83	0					
P	MQ	ANKENY IA #2	95	2781	Market	433	0					
P	MQ	CAMP DODGE IA #1	95	2784	Market	805	0					
P	MQ	BOONE IA #1	95	2871	Market	66	0					
P	MQ	MARSHALLTOWN IA #1	95	2875	Market	834	0					
P	MQ	AMES IA #1	95	2884	Market	127	0					
P	MQ	ALGONA IA #1	95	3127	Market	550	0					
P	MQ	PERRY IA #1	95	3132	Market	596	0					
P	MQ	ALTOONA IA #1	95	3231	Market	2	0					
P	MQ	OAKLAND IA #1	95	3261	Market	786	0					
P	MQ	UNDERWOOD IA #1	95	3272	Market	41	0					
P	MQ	EAGLE GROVE IA #1	95	3278	Market	57	0					
P	MQ	HAMPTON IA #1	95	3293	Market	204	0					
P	MQ	HUMBOLDT IA #1	95	3298	Market	89	0					
P	MQ	LAKE CITY IA #1	95	3310	Market	51	0					
P	MQ	LE MARS IA #1A	95	3314	Market	66	0					
P	MQ	SHEFFIELD IA #1	95	3341	Market	53	0					
P	MQ	YANKTON SD #1	95	3356	Market	149	0					
P	MQ	FT. DODGE IA #1	95	3426	Market	692	0					
P	MQ	BELMOND IA #1	95	3578	Market	486	0					
P	MQ	DE WITT IA #1	95	3628	Market	607	0					
P	MQ	FT. DODGE IA #1A	95	3657	Market	306	0					
P	MQ	AUDUBON IA #1	95	3673	Market	71	0					
P	MQ	CANTON SD #1	95	3680	Market	130	0					
P	MQ	CHARLES CITY IA #1	95	3682	Market	972	0					
D	"MIDAMERICAN ENERGY SERVICES, LLC"	79749570	Y	TFX_M_12_12	111742	12/1/2016	3/31/2020		N	3000	0	k6/o4
P	MQ	ZONE ABC - MIDAMERICAN	95	3077	Market	1500	0	yi1				
P	MQ	SIOUX FALLS SD #1	95	1343	Market	1500	0	O4				
D	"MIDAMERICAN ENERGY SERVICES, LLC"	79749570	Y	TFX_M_2_2	111742	12/1/2016	3/31/2020		N	3000	0	k6/o4
P	MQ	ZONE ABC - MIDAMERICAN	95	3077	Market	1500	0	yi1				
P	MQ	SIOUX FALLS SD #1	95	1343	Market	1500	0	O4				
D	"MIDAMERICAN ENERGY SERVICES, LLC"	79749570	Y	TFX_M_3_3	111742	12/1/2016	3/31/2020		N	3000	0	k6/o4
P	MQ	ZONE ABC - MIDAMERICAN	95	3077	Market	1500	0	yi1				
P	MQ	SIOUX FALLS SD #1	95	1343	Market	1500	0	O4				
D	"MIDAMERICAN ENERGY SERVICES, LLC"	79749570	Y	TFX_M_11_3	112768	5/1/2016	3/31/2020		N	8849	0	k6/k7
P	M2	NBPL/NNG VENTURA	95	192	Market	8849	0					
P	MQ	ZONE ABC - MIDAMERICAN	95	3077	Market	8422	0	yi1				
P	MQ	ZONE ABC-  INTERSTATE POWER AND LIGHT	95	60226	Market	427	0	yi1				
P	MQ	WATERLOO IA #1	95	1636	Market	6192	0					
P	MQ	MARSHALLTOWN IA #1	95	2875	Market	278	0					
P	MQ	TAMA IA #1	95	2887	Market	21	0					
P	MQ	EVANSDALE IA #1	95	3283	Market	1770	0					
P	MQ	INDEPENDENCE IA #1	95	3300	Market	96	0					
P	MQ	JESSUP IA #1	95	3307	Market	72	0					
P	MQ	WAVERLY IA #1	95	3353	Market	292	0					
P	MQ	ALDEN IA #1	95	3620	Market	128	0					
D	"MIDAMERICAN ENERGY SERVICES, LLC"	79749570	Y	TFX_M_1_12	118481	5/1/2013	10/31/2018		N	5196	0	k6/o4
P	MQ	ZONE ABC - MIDAMERICAN	95	3077	Market	2598	0	yi1				
P	MQ	SALEM SD #1	95	1339	Market	60	0	O4				
P	MQ	SIOUX FALLS SD #1	95	1343	Market	933	0	O4				
P	MQ	SIOUX FALLS SD #1C	95	1350	Market	114	0	O4				
P	MQ	SIOUX FALLS SD #1D	95	1351	Market	304	0	O4				
P	MQ	LENNOX SD #1	95	2130	Market	235	0	O4				
P	MQ	HOSPERS IA #1	95	3295	Market	364	0	O4				
P	MQ	NEWELL IA #1	95	3323	Market	271	0	O4				
P	MQ	ROCK VALLEY IA #1	95	3330	Market	110	0	O4				
P	MQ	SHELDON IA #1	95	3342	Market	144	0	O4				
P	MQ	BOYDEN IA #1	95	3676	Market	63	0	O4				
D	"MIDAMERICAN ENERGY SERVICES, LLC"	79749570	Y	TFX_M_11_3	118481	5/1/2013	10/31/2018		N	2735	0	k6/k7
P	M2	NBPL/NNG ABERDEEN	95	193	Market	692	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	2043	0					
P	MQ	ZONE ABC - MIDAMERICAN	95	3077	Market	137	0	yi1				
P	MQ	NEWELL IA #1	95	3323	Market	16	0					
P	MQ	CALUMET IA #1	95	3679	Market	121	0					
D	"MIDAMERICAN ENERGY SERVICES, LLC"	79749570	Y	TFX_M_4_10	118481	5/1/2013	10/31/2018		N	2735	0	k6/k7
P	M2	NBPL/NNG VENTURA	95	192	Market	2735	0					
P	MQ	ZONE ABC - MIDAMERICAN	95	3077	Market	137	0	yi1				
P	MQ	NEWELL IA #1	95	3323	Market	114	0					
P	MQ	CALUMET IA #1	95	3679	Market	23	0					
D	"MIDAMERICAN ENERGY SERVICES, LLC"	79749570	Y	TFX_M_1_12	118926	12/1/2016	3/31/2024		N	5000	0	k6/k7
P	M2	NBPL/NNG WELCOME	95	1665	Market	5000	0					
P	MQ	ZONE ABC - MIDAMERICAN	95	3077	Market	5000	0	yi1				
P	MQ	LE MARS IA #1A	95	3314	Market	1700	0					
P	MQ	DAKOTA CITY NE #3	95	3691	Market	3300	0					
D	"MIDAMERICAN ENERGY SERVICES, LLC"	79749570	Y	TFX_M_4_10	133518	4/1/2018	10/31/2018		N	3000	0	k6/k7
P	M2	NBPL/NNG VENTURA	95	192	Market	3000	0					
P	MQ	ZONE ABC - MIDAMERICAN	95	3077	Market	3000	0	yi1				
P	MQ	DES MOINES IA #1	95	2195	Market	3000	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TF_M_1_12	21298	4/1/2018	10/31/2019		N	5785	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	2350	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	3435	0					
P	MQ	ZONE E-F-MIDWEST NATURAL	95	3088	Market	5785	0	yi1				
P	MQ	WHITEHALL WI #1	95	2868	Market	518	0					
P	MQ	ARCADIA WI #1	95	3719	Market	912	0					
P	MQ	COON VALLEY WI #1	95	3720	Market	98	0					
P	MQ	ELEVA WI #1	95	3723	Market	81	0					
P	MQ	INDEPENDENCE WI #1	95	3724	Market	198	0					
P	MQ	LA FARGE WI #1	95	3725	Market	148	0					
P	MQ	MONDOVI WI #1	95	3726	Market	444	0					
P	MQ	STRUM WI #1	95	3727	Market	111	0					
P	MQ	VIOLA WI #1	95	3728	Market	132	0					
P	MQ	WESTBY WI #1	95	3729	Market	386	0					
P	MQ	ST JOSEPH WI #1	95	26098	Market	13	0					
P	MQ	ELEVA WI #2	95	26111	Market	4	0					
P	MQ	NORTH HUDSON WI	95	55608	Market	1280	0					
P	MQ	GALESVILLE WI #1	95	55609	Market	1460	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TF_M_11_3	21298	4/1/2018	10/31/2019		N	3654	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	OGDEN DEF. DELIVERY	95	98	Market	428	0					
P	M2	NBPL/NNG VENTURA	95	192	Market	2096	0					
P	M2	GRLKS/NNG CARLTON	95	388	Market	1130	0					
P	MQ	ZONE E-F-MIDWEST NATURAL	95	3088	Market	3654	0	yi1				
P	MQ	WHITEHALL WI #1	95	2868	Market	403	0					
P	MQ	ARCADIA WI #1	95	3719	Market	670	0					
P	MQ	COON VALLEY WI #1	95	3720	Market	70	0					
P	MQ	ELEVA WI #1	95	3723	Market	55	0					
P	MQ	INDEPENDENCE WI #1	95	3724	Market	144	0					
P	MQ	LA FARGE WI #1	95	3725	Market	100	0					
P	MQ	MONDOVI WI #1	95	3726	Market	319	0					
P	MQ	STRUM WI #1	95	3727	Market	83	0					
P	MQ	VIOLA WI #1	95	3728	Market	90	0					
P	MQ	WESTBY WI #1	95	3729	Market	268	0					
P	MQ	ST JOSEPH WI #1	95	26098	Market	6	0					
P	MQ	ELEVA WI #2	95	26111	Market	4	0					
P	MQ	NORTH HUDSON WI	95	55608	Market	665	0					
P	MQ	GALESVILLE WI #1	95	55609	Market	777	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TFX_M_11_3	100572	4/1/2018	3/31/2019		N	4400	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	2000	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	2400	0					
P	MQ	ZONE E-F-MIDWEST NATURAL	95	3088	Market	4400	0	yi1				
P	MQ	WHITEHALL WI #1	95	2868	Market	138	0					
P	MQ	ARCADIA WI #1	95	3719	Market	625	0					
P	MQ	COON VALLEY WI #1	95	3720	Market	212	0					
P	MQ	COON VALLEY WI #2	95	3721	Market	100	0					
P	MQ	ELEVA WI #1	95	3723	Market	100	0					
P	MQ	INDEPENDENCE WI #1	95	3724	Market	403	0					
P	MQ	LA FARGE WI #1	95	3725	Market	230	0					
P	MQ	MONDOVI WI #1	95	3726	Market	619	0					
P	MQ	STRUM WI #1	95	3727	Market	180	0					
P	MQ	VIOLA WI #1	95	3728	Market	202	0					
P	MQ	WESTBY WI #1	95	3729	Market	471	0					
P	MQ	WHITEHALL WI #2	95	3730	Market	44	0					
P	MQ	WHITEHALL WI #3	95	3731	Market	68	0					
P	MQ	WESTBY WI #2	95	25299	Market	20	0					
P	MQ	ST JOSEPH WI #1	95	26098	Market	50	0					
P	MQ	NORTH HUDSON WI	95	55608	Market	566	0					
P	MQ	GALESVILLE WI #1	95	55609	Market	372	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TFX_M_11_3	100572	4/1/2019	3/31/2023		N	900	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	900	0					
P	MQ	ZONE E-F-MIDWEST NATURAL	95	3088	Market	900	0	yi1				
P	MQ	ARCADIA WI #1	95	3719	Market	168	0					
P	MQ	ELEVA WI #1	95	3723	Market	30	0					
P	MQ	INDEPENDENCE WI #1	95	3724	Market	78	0					
P	MQ	MONDOVI WI #1	95	3726	Market	317	0					
P	MQ	NORTH HUDSON WI	95	55608	Market	307	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TF_M_1_12	103050	11/1/1999	10/31/2022		N	399	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	399	0					
P	MQ	ZONE E-F-MIDWEST NATURAL	95	3088	Market	399	0	yi1				
P	MQ	WHITEHALL WI #1	95	2868	Market	104	0					
P	MQ	ARCADIA WI #1	95	3719	Market	11	0					
P	MQ	ELEVA WI #1	95	3723	Market	100	0					
P	MQ	INDEPENDENCE WI #1	95	3724	Market	75	0					
P	MQ	MONDOVI WI #1	95	3726	Market	2	0					
P	MQ	STRUM WI #1	95	3727	Market	87	0					
P	MQ	WHITEHALL WI #2	95	3730	Market	17	0					
P	MQ	WHITEHALL WI #3	95	3731	Market	3	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TF_M_11_3	103050	11/1/1999	10/31/2022		N	168	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	168	0					
P	MQ	ZONE E-F-MIDWEST NATURAL	95	3088	Market	168	0	yi1				
P	MQ	WHITEHALL WI #1	95	2868	Market	44	0					
P	MQ	ARCADIA WI #1	95	3719	Market	4	0					
P	MQ	ELEVA WI #1	95	3723	Market	42	0					
P	MQ	INDEPENDENCE WI #1	95	3724	Market	32	0					
P	MQ	MONDOVI WI #1	95	3726	Market	1	0					
P	MQ	STRUM WI #1	95	3727	Market	37	0					
P	MQ	WHITEHALL WI #2	95	3730	Market	7	0					
P	MQ	WHITEHALL WI #3	95	3731	Market	1	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TFX_M_1_12	105429	11/1/2017	10/31/2019		N	1251	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	1251	0					
P	MQ	ZONE E-F-MIDWEST NATURAL	95	3088	Market	1251	0	yi1				
P	MQ	WHITEHALL WI #1	95	2868	Market	15	0					
P	MQ	ARCADIA WI #1	95	3719	Market	10	0					
P	MQ	COON VALLEY WI #1	95	3720	Market	10	0					
P	MQ	COON VALLEY WI #2	95	3721	Market	37	0					
P	MQ	INDEPENDENCE WI #1	95	3724	Market	90	0					
P	MQ	LA FARGE WI #1	95	3725	Market	7	0					
P	MQ	WESTBY WI #1	95	3729	Market	40	0					
P	MQ	WESTBY WI #2	95	25299	Market	25	0					
P	MQ	ST JOSEPH WI #1	95	26098	Market	120	0					
P	MQ	NORTH HUDSON WI	95	55608	Market	640	0					
P	MQ	GALESVILLE WI #1	95	55609	Market	257	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TFX_M_1_12	105429	11/1/2019	3/31/2027		N	870	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	870	0					
P	MQ	ZONE E-F-MIDWEST NATURAL	95	3088	Market	870	0	yi1				
P	MQ	WHITEHALL WI #1	95	2868	Market	15	0					
P	MQ	ARCADIA WI #1	95	3719	Market	10	0					
P	MQ	INDEPENDENCE WI #1	95	3724	Market	90	0					
P	MQ	WESTBY WI #2	95	25299	Market	25	0					
P	MQ	ST JOSEPH WI #1	95	26098	Market	90	0					
P	MQ	NORTH HUDSON WI	95	55608	Market	640	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TF_M_1_12	105456	4/1/2018	10/31/2020		N	3033	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	3033	0					
P	MQ	ZONE E-F-MIDWEST NATURAL	95	3088	Market	3033	0	yi1				
P	MQ	COON VALLEY WI #1	95	3720	Market	135	0					
P	MQ	COON VALLEY WI #2	95	3721	Market	282	0					
P	MQ	LA FARGE WI #1	95	3725	Market	116	0					
P	MQ	VIOLA WI #1	95	3728	Market	71	0					
P	MQ	WESTBY WI #1	95	3729	Market	320	0					
P	MQ	WESTBY WI #2	95	25299	Market	100	0					
P	MQ	ST JOSEPH WI #1	95	26098	Market	323	0					
P	MQ	GALESVILLE WI #1	95	55609	Market	1686	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TFX_M_1_12	106900	11/1/2005	10/31/2018		N	628	0	k6/o4
A	"KINECT ENERGY, INC."	N										
P	MQ	ZONE E-F-MIDWEST NATURAL	95	3088	Market	314	0	yi1				
P	MQ	NORTH HUDSON WI	95	55608	Market	314	0	O4				
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TFX_M_1_12	106900	11/1/2018	10/31/2022		N	744	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	GRLKS/NNG CARLTON	95	388	Market	744	0					
P	MQ	ZONE E-F-MIDWEST NATURAL	95	3088	Market	1058	0	yi1				
P	MQ	NORTH HUDSON WI	95	55608	Market	1058	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TFX_M_1_12	106900	11/1/2022	10/31/2037		N	744	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	GRLKS/NNG CARLTON	95	388	Market	744	0					
P	MQ	ZONE E-F-MIDWEST NATURAL	95	3088	Market	744	0	yi1				
P	MQ	NORTH HUDSON WI	95	55608	Market	744	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TFX_M_10_10	106900	11/1/2005	10/31/2018		N	314	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	314	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TFX_M_10_10	106900	11/1/2018	10/31/2022		N	314	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	314	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TFX_M_11_3	106900	11/1/2005	10/31/2018		N	314	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	OGDEN DEF. DELIVERY	95	98	Market	191	0					
P	M2	GRLKS/NNG CARLTON	95	388	Market	123	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TFX_M_11_3	106900	11/1/2018	10/31/2022		N	314	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	OGDEN DEF. DELIVERY	95	98	Market	191	0					
P	M2	GRLKS/NNG CARLTON	95	388	Market	123	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TFX_M_4_4	106900	11/1/2005	10/31/2018		N	314	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	314	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TFX_M_4_4	106900	11/1/2018	10/31/2022		N	314	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	314	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TFX_M_5_9	106900	11/1/2005	10/31/2018		N	314	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	GRLKS/NNG CARLTON	95	388	Market	314	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TFX_M_5_9	106900	11/1/2018	10/31/2022		N	314	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	GRLKS/NNG CARLTON	95	388	Market	314	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TFX_M_1_12	122866	11/1/2011	10/31/2022		N	600	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	600	0					
P	MQ	ZONE E-F-MIDWEST NATURAL	95	3088	Market	600	0	yi1				
P	MQ	NORTH HUDSON WI	95	55608	Market	600	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TFX_M_1_12	127848	11/1/2014	3/31/2027		Y	1422	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	1422	0					
P	MQ	ZONE E-F-MIDWEST NATURAL	95	3088	Market	1422	0	yi1				
P	MQ	GALESVILLE WI #1	95	55609	Market	1422	0					
D	"MIDWEST NATURAL GAS, INC."	41200809	N	TF_M_1_12	130179	4/1/2018	10/31/2022		N	543	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	VIKING CHISAGO/ISANTI	95	196	Market	383	0					
P	M2	GRLKS/NNG CARLTON	95	388	Market	160	0					
P	MQ	ZONE E-F-MIDWEST NATURAL	95	3088	Market	543	0	yi1				
P	MQ	WHITEHALL WI #1	95	2868	Market	64	0					
P	MQ	ARCADIA WI #1	95	3719	Market	20	0					
P	MQ	ELEVA WI #1	95	3723	Market	66	0					
