H	ANR PIPELINE COMPANY	C000623	4/2/2018	O	4/1/2018	 T 	 T 	 T 	Kay Dennison832-320-5336			
D	"TENASKA GAS STORAGE, LLC                                                   "	4303603	N	FSS  	124725	6/1/2014	3/31/2020	 	N	0	5031810	0
A	TENASKA MARKETING VENTURES                                                 	N										
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	5031810	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	28753	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	55909	0				
D	MADISON GAS AND ELECTRIC COMPANY                                           	7946346	N	FSS  	124840	7/17/2014	3/31/2026	 	N	0	504100	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	504100	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	2881	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	10082	0				
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY                                    	6937585	N	FTS-1	124945	4/1/2015	3/31/2020	 	N	12600	0	0
P	M2	S E HEADSTATION                	95	103565	SE2A	12600	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	12600	0	0				
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY                                    	6937585	N	FTS-1	124946	4/1/2015	3/31/2020	 	N	5000	0	0
P	MQ	FORT WAYNE                     	95	40184	ME3E	5000	0	0				
P	M2	S E HEADSTATION                	95	103565	SE2A	5000	0	0				
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY                                    	6937585	N	FTS-1	124947	4/1/2015	3/31/2020	 	N	0	0	0
P	MQ	CROWN POINT/NIPSCO             	95	138744	MI7G	0	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	0	0				
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY                                    	6937585	N	FTS-1	124948	4/1/2015	3/31/2020	 	N	0	0	0
P	MQ	FORT WAYNE                     	95	40184	ME3E	0	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	0	0				
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY                                    	6937585	N	FTS-1	124949	4/1/2015	3/31/2020	 	N	0	0	0
P	MQ	ORLAND                         	95	4492	MI7J	0	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	0	0				
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY                                    	6937585	N	FTS-1	124950	4/1/2015	3/31/2020	 	N	4000	0	0
P	M2	S W HEADSTATION                	95	103702	SW4A	4000	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	4000	0	0				
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY                                    	6937585	N	FTS-1	124951	4/1/2015	3/31/2020	 	N	38000	0	0
A	"WGL MIDSTREAM, INC.                                                        "	N										
P	M2	S E HEADSTATION                	95	103565	SE2A	38000	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	38000	0	0				
D	"EXELON GENERATION COMPANY, LLC                                             "	196748938	N	NNS  	124974	9/1/2014	3/31/2021	 	N	29000	0	0
P	MQ	INDIANA GS-GRP 1               	95	139240	ME3C	29000	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	125014	11/1/2014	10/31/2020	 	N	400	0	0
P	MQ	JANESVILLE WI                  	95	40304	WI7W	400	0	0				
P	M2	REX SHELBYVILLE                	95	742252	ME3A	400	0	0				
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY                                    	6937585	N	FSS  	125044	4/1/2015	3/31/2020	 	N	0	2174550	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	2174550	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	12426	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	43491	0				
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY                                    	6937585	N	ETS  	125045	4/1/2015	3/31/2020	 	N	0	0	0
P	M2	NIPSCO - GROUP 2               	95	139366	MI7J	0	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	0	0				
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY                                    	6937585	N	ETS  	125047	4/1/2015	3/31/2020	 	N	0	0	0
P	M2	NIPSCO - GROUP 1               	95	139235	ME3E	0	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	0	0				
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY                                    	6937585	N	NNS  	125048	4/1/2015	3/31/2020	 	N	15000	0	0
P	MQ	NIPSCO - GROUP 1               	95	139235	ME3E	15000	0	0				
D	THE PEOPLES GAS LIGHT AND COKE COMPANY                                     	6932115	N	FSS  	125055	9/5/2014	3/31/2021	 	N	0	2268350	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	2268350	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	12962	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	45367	0				
D	THE PEOPLES GAS LIGHT AND COKE COMPANY                                     	6932115	N	ETS  	125056	11/1/2014	3/31/2021	 	N	0	0	0
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	0	0				
P	MQ	PGL&C - GROUP 1                	95	295958	MI7V	0	0	0				
D	ANTERO RESOURCES CORPORATION                                               	831003012	N	FTS-1	125082	3/1/2015	2/28/2045	 	Y	300000	0	0
A	"ETC MARKETING, LTD.;                                                       "	N										
A	"ETC MARKETING, LTD.                                                        "	N										
P	MQ	DURALDE EVANGELINE INT         	95	312115	ME2A	300000	0	0				
P	M2	WESTRICK                       	95	513105	ME3E	300000	0	0				
D	ANTERO RESOURCES CORPORATION                                               	831003012	N	FTS-1	125083	3/1/2015	2/28/2045	 	N	300000	0	0
A	"ETC MARKETING, LTD.;                                                       "	N										
A	"ETC MARKETING, LTD.                                                        "	N										
P	MQ	S E CDP (TRANSMISSION)         	95	345116	SE1A	300000	0	0				
P	M2	WESTRICK                       	95	513105	ME3E	300000	0	0				
D	J. ARON & COMPANY LLC                                                      	6980312	N	FSS  	125194	4/1/2015	3/31/2020	 	N	0	5000400	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	5000400	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	28574	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	55560	0				
D	J. ARON & COMPANY LLC                                                      	6980312	N	FTS-1	125195	11/1/2015	3/31/2020	 	N	0	0	0
P	MQ	WILLOW RUN(TO MICHCON)         	95	42078	MI7A	0	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	0	0				
D	"SEMCO ENERGY, INC., DBA SEMCO ENERGY GAS COMPANY                           "	6960553	N	FSS  	125464	4/1/2015	3/31/2021	 	N	0	2520400	0
A	BP CANADA ENERGY MARKETING CORP.                                           	N										
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	2520400	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	12602	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	50408	0				
D	"SEMCO ENERGY, INC., DBA SEMCO ENERGY GAS COMPANY                           "	6960553	N	ETS  	125465	4/1/2015	3/31/2021	 	N	5033	0	0
A	BP CANADA ENERGY MARKETING CORP.                                           	N										
P	M2	SEM GAS - GRP 1                	95	139249	MI7C	5033	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	5033	0	0				
D	"SEMCO ENERGY, INC., DBA SEMCO ENERGY GAS COMPANY                           "	6960553	N	NNS  	125467	4/1/2015	3/31/2021	 	N	2500	0	0
A	BP CANADA ENERGY MARKETING CORP.                                           	N										
P	MQ	SEM GAS - GRP 1                	95	139249	MI7C	2500	0	0				
D	CONOCOPHILLIPS COMPANY                                                     	1368265	N	FSS  	125532	4/1/2015	3/31/2019	 	N	0	2011275	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	2011275	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	11493	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	26817	0				
D	CONOCOPHILLIPS COMPANY                                                     	1368265	N	FTS-1	125533	4/1/2015	3/31/2019	 	N	11629	0	0
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	11629	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	11629	0	0				
D	"SEMCO ENERGY, INC., DBA SEMCO ENERGY GAS COMPANY                           "	6960553	N	FTS-1	125573	4/1/2015	10/31/2020	 	N	7636	0	0
A	BP CANADA ENERGY MARKETING CORP.                                           	N										
P	M2	FARWELL (RECEIPT)              	95	48644	MI7E	7636	0	0				
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	7636	0	0				
D	"KANSAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.                    "	504804202	N	FTS-1	125574	10/1/2015	9/30/2021	 	N	3000	0	0
P	M2	S W HEADSTATION                	95	103702	SW4A	3000	0	0				
P	MQ	WAMEGO                         	95	1395865	MW5B	3000	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	125655	4/1/2015	10/31/2020	 	N	100	0	0
P	MQ	WAUSAU                         	95	28747	WI7P	100	0	0				
P	M2	REX SHELBYVILLE                	95	742252	ME3A	100	0	0				
D	CNX GAS COMPANY LLC                                                        	88111906	N	FTS-1	125723	11/1/2015	10/31/2025	 	N	27143	0	0
A	"DIRECT ENERGY BUSINESS MARKETING, LLC;                                     "	N										
A	"SEQUENT ENERGY MANAGEMENT, L.P.                                            "	N										
P	MQ	GREEN BAY                      	95	28661	WI7A	27143	0	0				
P	M2	LEBANON/GLEN KARN REC          	95	1389630	ME3B	27143	0	0				
D	CNX GAS COMPANY LLC                                                        	88111906	N	FTS-1	125724	11/1/2015	10/31/2025	 	N	20000	0	0
A	"DIRECT ENERGY BUSINESS MARKETING, LLC;                                     "	N										
A	"SEQUENT ENERGY MANAGEMENT, L.P.                                            "	N										
P	MQ	WILLOW RUN(TO MICHCON)         	95	42078	MI7A	20000	0	0				
P	M2	LEBANON/GLEN KARN REC          	95	1389630	ME3B	20000	0	0				
D	CONSUMERS ENERGY COMPANY                                                   	6959803	N	FTS-1	125785	12/1/2015	5/31/2018	 	N	30000	0	0
A	"SEQUENT ENERGY MANAGEMENT, L.P.                                            "	N										
P	MQ	ALPENA DEL/MICH CON GAS        	95	40832	MI7E	30000	0	0				
P	M2	ANR JOLIET HUB                 	95	243097	MI7F	30000	0	0				
D	RICE ENERGY MARKETING LLC                                                  	79663699	N	FTS-1	125852	11/1/2015	10/31/2025	 	N	65000	0	0
A	BP ENERGY COMPANY;                                                         	N										
A	"SEQUENT ENERGY MANAGEMENT, L.P.                                            "	N										
P	MQ	S E CDP (TRANSMISSION)         	95	345116	SE1A	65000	0	0				
P	M2	LEBANON/GLEN KARN REC          	95	1389630	ME3B	65000	0	0				
D	RICE ENERGY MARKETING LLC                                                  	79663699	N	FTS-1	125853	11/1/2015	10/31/2025	 	N	10000	0	0
A	BP ENERGY COMPANY;                                                         	N										
A	"SEQUENT ENERGY MANAGEMENT, L.P.                                            "	N										
P	MQ	DETROIT A (DELIVERY)           	95	40892	MI7R	10000	0	0				
P	M2	LEBANON/GLEN KARN REC          	95	1389630	ME3B	10000	0	0				
D	RICE ENERGY MARKETING LLC                                                  	79663699	N	FTS-1	125854	11/1/2015	10/31/2025	 	N	11500	0	0
A	BP ENERGY COMPANY;                                                         	N										
A	"SEQUENT ENERGY MANAGEMENT, L.P.                                            "	N										
P	MQ	FARWELL (DELIVERY)             	95	11616	MI7E	11500	0	0				
P	M2	LEBANON/GLEN KARN REC          	95	1389630	ME3B	11500	0	0				
D	"LSP UNIVERSITY PARK, LLC                                                   "	118920805	N	FTS-3	125861	11/1/2015	3/31/2020	 	N	0	0	0
A	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	N										
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	0	0	0				
P	MQ	PPL UNIVERSITY PARK PWR        	95	318733	MI7V	0	0	0				
D	"ELEMENT MARKETS RENEWABLE NATURAL GAS, LLC                                 "	79608633	N	FTS-1	125883	3/1/2015	5/31/2021	 	N	1100	0	0
A	"ANAHAU ENERGY, LLC                                                         "	N										
P	M2	FARWELL (RECEIPT)              	95	48644	MI7E	1100	0	0				
P	MQ	DURALDE EVANGELINE INT         	95	312115	ME2A	1100	0	0				
D	"UNIVERSITY PARK ENERGY, LLC                                                "	5064048	N	FTS-3	125886	11/1/2015	3/31/2020	 	N	0	0	0
A	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	N										
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	0	0	0				
P	MQ	MONEE INTERCONNECT             	95	282435	MI7V	0	0	0				
D	"SEQUENT ENERGY MANAGEMENT, L.P.                                            "	612075846	N	FSS  	125936	4/1/2015	3/31/2019	 	N	0	2048175	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	2048175	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	11704	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	27309	0				
D	CENTERPOINT ENERGY RESOURCES CORP. DBA CENTERPOINT ENERGY OKLAHOMA GAS     	803838838	N	FTS-1	126028	11/1/2015	10/31/2019	 	N	200	0	0
P	M2	S W HEADSTATION                	95	103702	SW4A	200	0	0				
P	MQ	HANOR ROBERTS RANCH INT        	95	221448	SW3B	200	0	0				
D	CATALYST PAPER OPERATIONS INC.                                             	201094869	N	FTS-1	126179	5/1/2015	3/31/2019	 	N	1500	0	0
A	"CONSTELLATION ENERGY SERVICES - NATURAL GAS, LLC;                          "	N										
A	"CONSTELLATION NEWENERGY - GAS DIVISION, LLC                                "	N										
P	MQ	WISCONSIN RAPIDS               	95	28883	WI7X	1500	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	1500	0	0				
D	WISCONSIN ELECTRIC POWER COMPANY                                           	38984456	N	FTS-3	126181	11/1/2015	3/31/2024	 	N	44800	0	2800
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	44800	0	2800				
P	MQ	HARTFORD EAST                  	95	384136	WI7D	44800	0	2800				
D	WISCONSIN ELECTRIC POWER COMPANY                                           	38984456	N	FTS-3	126182	11/1/2015	3/31/2024	 	N	10008	0	417
A	"EDF TRADING NORTH AMERICA, LLC                                             "	N										
P	M2	S W HEADSTATION                	95	103702	SW4A	10008	0	417				
P	MQ	HARTFORD EAST                  	95	384136	WI7D	10008	0	417				
D	WISCONSIN ELECTRIC POWER COMPANY                                           	38984456	N	FTS-3	126183	11/1/2015	3/31/2019	 	N	0	0	0
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	0	0				
P	M2	HARTFORD EAST                  	95	384136	WI7D	0	0	0				
D	WISCONSIN ELECTRIC POWER COMPANY                                           	38984456	N	NNS  	126187	11/1/2015	3/31/2019	 	Y	15192	0	0
P	MQ	HARTFORD EAST                  	95	384136	WI7D	15192	0	0				
D	WISCONSIN ELECTRIC POWER COMPANY                                           	38984456	N	FSS  	126188	11/1/2015	3/31/2019	 	Y	0	1269900	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	1269900	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	6350	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	25398	0				
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	965177889	N	FTS-1	126190	11/1/2015	10/31/2019	 	N	6155	0	0
P	MQ	SOUTH WAUSAU                   	95	28743	WI7P	6155	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	6155	0	0				
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	965177889	N	FTS-1	126192	11/1/2015	10/31/2019	 	N	200	0	0
P	MQ	FORT ATKINSON                  	95	28811	WI7W	200	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	200	0	0				
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	965177889	N	FTS-1	126193	11/1/2015	10/31/2019	 	N	660	0	0
P	MQ	NEW BERLIN                     	95	28841	WI7D	660	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	660	0	0				
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	965177889	N	FTS-1	126194	11/1/2015	10/31/2019	 	N	2000	0	0
P	MQ	RHINELANDER                    	95	28774	WI7P	2000	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	2000	0	0				
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	965177889	N	FTS-1	126195	11/1/2015	10/31/2019	 	N	400	0	0
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	400	0	0				
P	MQ	HARTFORD EAST                  	95	384136	WI7D	400	0	0				
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	965177889	N	FTS-1	126196	11/1/2015	10/31/2019	 	N	2160	0	0
P	MQ	SOUTH MADISON                  	95	36869	WI7W	2160	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	2160	0	0				
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	965177889	N	FTS-1	126197	11/1/2015	10/31/2019	 	N	2000	0	0
